permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd,begdat,begprc,date,prc
10000.0,7952.0,1986-01-07,1987-06-11,OPTIMUM MANUFACTURING INC,68391610,OMFGA,3.0,1986-01-07,1986-01-07,1986-01-07,2.5625
10001.0,7953.0,1986-01-09,1993-11-21,GREAT FALLS GAS CO,36720410,GFGC,3.0,1986-01-09,1986-01-09,1986-01-09,5.75
10002.0,7954.0,1986-01-10,1993-09-29,MOBILE NATIONAL CORP,05978R10,MBNC,3.0,1986-01-10,1986-01-10,1986-01-10,11.75
10003.0,7957.0,1986-01-14,1995-12-15,GREAT COUNTRY BK ASONIA CT,39031810,GCBK,3.0,1986-01-14,1986-01-14,1986-01-14,18.5
10005.0,7961.0,1986-01-15,1991-07-11,WESTERN ENERGY RESOURCES INC,95815510,WERC,3.0,1986-01-15,1986-01-15,1986-01-15,0.5
10006.0,22156.0,1925-12-31,1954-05-31,AMERICAN CAR & FDRY CO,00080010,,1.0,1925-12-31,1925-12-31,1925-12-31,109.0
10007.0,7963.0,1986-01-16,1987-06-02,SHAREDATA INC,81949130,SDIC,3.0,1986-01-16,1986-01-16,1986-01-16,3.875
10008.0,7964.0,1986-01-16,1988-11-21,GARDENAMERICA CORP,36547310,GACO,3.0,1986-01-16,1986-01-16,1986-01-16,14.0625
10009.0,7965.0,1986-01-17,1990-03-01,CAYUGA SAVINGS BANK NY,46334710,CAYB,3.0,1986-01-17,1986-01-17,1986-01-17,13.75
10010.0,7967.0,1986-01-17,1995-08-28,CABOT MEDICAL CORP,12709510,CBOT,3.0,1986-01-17,1986-01-17,1986-01-17,2.125
10011.0,9813.0,1988-06-08,1996-10-17,A T C ENVIRONMENTAL INC,00206710,ATCE,3.0,1988-06-08,1988-06-08,1988-06-08,5.875
10012.0,7969.0,1986-01-22,1987-08-03,DENSE PACIFIC MICROSYSTEMS INC,23326910,DPAC,3.0,1986-01-22,1986-01-22,1986-01-22,2.5
10013.0,7825.0,1986-01-22,1987-06-16,ARIZONA APPETITOS STORES INC,04045810,AAPI,3.0,1986-01-22,1986-01-22,1986-01-22,0.9375
10014.0,22157.0,1926-01-04,1959-06-25,ALASKA JUNEAU GOLD MNG CO,00147610,,1.0,1926-01-04,1926-01-04,1926-01-04,1.875
10015.0,6398.0,1983-09-20,1986-07-08,A & M FOOD SERVICES INC,00016510,AMFD,3.0,1983-09-20,1983-09-20,1983-09-20,6.5625
10016.0,1728.0,1986-01-24,1986-12-28,FIGGIE INTERNATIONAL HLDGS INC,81002230,FIGIA,3.0,1986-01-24,1986-01-24,1986-01-24,37.25
10017.0,7970.0,1986-01-24,1988-09-27,CONCURRENT COMPUTER CORP,20670910,CCUR,3.0,1986-01-24,1986-01-24,1986-01-24,21.875
10018.0,7943.0,1986-01-24,1995-11-10,DELTA COMPUTEC INC,24750910,DCIS,3.0,1986-01-24,1986-01-24,1986-01-24,4.1875
10019.0,7971.0,1986-01-24,2002-06-18,I F R SYSTEMS INC,44950710,IFRS,3.0,1986-01-24,1986-01-24,1986-01-24,11.5625
10020.0,7972.0,1986-01-27,1993-04-30,KEY CENTURION BANCSHARES,49307510,KEYC,3.0,1986-01-27,1986-01-27,1986-01-27,29.0
10021.0,7973.0,1986-01-27,1992-10-12,BRAINERD INTERNATIONAL INC,10488220,BIRI,3.0,1986-01-27,1986-01-27,1986-01-27,3.625
10022.0,22158.0,1925-12-31,1957-06-30,AMERICAN SAFETY RAZOR CORP,00299090,,1.0,1925-12-31,1925-12-31,1925-12-31,56.0
10023.0,22159.0,1972-12-14,1973-06-05,A A I CORP,00035210,,3.0,1972-12-14,1972-12-14,1972-12-14,5.875
10024.0,7663.0,1986-01-29,1992-05-11,DOCUGRAPHIX INC,25590410,DOCX,3.0,1986-01-29,1986-01-29,1986-01-29,2.5
10025.0,7975.0,1986-01-30,2017-01-20,A E P INDUSTRIES INC,00103110,AEPI,3.0,1986-01-30,1986-01-30,1986-01-30,12.625
10026.0,7976.0,1986-02-04,2018-12-31,J & J SNACK FOODS CORP,46603210,JJSF,3.0,1986-02-04,1986-02-04,1986-02-04,17.625
10027.0,7977.0,1986-02-04,1990-03-28,TELECOMMUNICATIONS NETWORK INC,87928510,TNII,3.0,1986-02-04,1986-02-04,1986-02-04,11.0
10028.0,7978.0,1986-02-05,1986-06-24,CANYON STATE CORP,23323G10,MINT,3.0,1986-02-05,1986-02-05,1986-02-05,1.125
10029.0,7979.0,1986-02-05,1987-12-30,A I F S INC,00136610,AIFS,3.0,1986-02-05,1986-02-05,1986-02-05,10.75
10030.0,22160.0,1925-12-31,1943-04-26,AMERICAN BRAKE SHOE & FDRY,00338690,,1.0,1925-12-31,1925-12-31,1925-12-31,150.0
10031.0,6672.0,1983-12-07,1989-08-16,A A IMPORTING INC,00035410,ANTQ,3.0,1983-12-07,1983-12-07,1983-12-07,6.125
10032.0,7980.0,1986-02-05,2018-12-31,PLEXUS CORP,72913210,PLXS,3.0,1986-02-05,1986-02-05,1986-02-05,10.0625
10033.0,7981.0,1986-02-05,1986-11-28,MIDAMERICA BANCSYSTEM INC,59591410,MABK,3.0,1986-02-05,1986-02-05,1986-02-05,8.0
10034.0,7982.0,1986-02-06,1991-09-27,HOME & CITY SVGS BK ALBANY NY,43687810,HCSB,3.0,1986-02-06,1986-02-06,1986-02-06,21.875
10035.0,7983.0,1986-02-06,2003-12-19,GOOD GUYS INC,38209110,GGUY,3.0,1986-02-06,1986-02-06,1986-02-06,15.125
10036.0,7984.0,1986-02-06,1991-03-06,NEUROTECH CORP,64090210,NURO,3.0,1986-02-06,1986-02-06,1986-02-06,1.6875
10037.0,7985.0,1986-02-06,1988-11-29,FRANKLIN S & L ASSN STHPLD MI,35242V10,FSLA,3.0,1986-02-06,1986-02-06,1986-02-06,15.0
10038.0,7986.0,1986-02-06,1990-05-20,PORTS OF CALL INC,69348J10,POCI,3.0,1986-02-06,1986-02-06,1986-02-06,7.3125
10039.0,7987.0,1986-02-07,2000-04-02,XIOX CORP,00208K10,XIOX,3.0,1986-02-07,1986-02-07,1986-02-07,5.0
10040.0,7988.0,1986-02-07,1988-06-20,HARVARD SECURITIES GROUP PLC,41741F20,HARVY,3.0,1986-02-07,1986-02-07,1986-02-07,5.75
10041.0,7989.0,1986-02-07,1990-05-16,4G DATA SYSTEMS INC,35084910,GGGG,3.0,1986-02-07,1986-02-07,1986-02-07,1.375
10042.0,7990.0,1986-02-07,1996-08-18,CANYON RESOURCES CORP,13886930,CYNR,3.0,1986-02-07,1986-02-07,1986-02-07,2.1875
10043.0,7991.0,1986-02-11,1999-06-23,ANALYSIS & TECHNOLOGY INC,03267210,AATI,3.0,1986-02-11,1986-02-11,1986-02-11,10.75
10044.0,7992.0,1986-02-11,1988-07-31,ROCKY MOUNTAIN CHOCOLATE FAC IN,77467X10,RMCF,3.0,1986-02-11,1986-02-11,1986-02-11,3.1875
10045.0,7993.0,1986-02-11,1987-04-16,OLIVERS STORES INC,68100210,OLVR,3.0,1986-02-11,1986-02-11,1986-02-11,6.75
10046.0,7994.0,1986-02-14,1994-07-31,COMMERCIAL PROGRAMMING UNLMTD,91354910,CPUIA,3.0,1986-02-14,1986-02-14,1986-02-14,15.25
10047.0,7995.0,1986-02-11,1989-10-22,TEXSTYRENE CORP,51362820,FOAM,3.0,1986-02-11,1986-02-11,1986-02-11,10.1875
10048.0,7996.0,1986-02-12,1988-07-17,CENTURY COMMUNICATIONS CORP,15650310,CCCO,3.0,1986-02-12,1986-02-12,1986-02-12,12.1875
10049.0,22161.0,1925-12-31,1932-09-28,ABITIBI POWER & PAPER LTD,00369890,,1.0,1925-12-31,1925-12-31,1925-12-31,74.0
10050.0,13.0,1972-12-29,1978-01-02,AMERICAN BLDGS CO,00074210,ABLD,3.0,1972-12-29,1972-12-29,1972-12-29,13.75
10051.0,7999.0,1986-02-14,1989-08-13,SEQUEL CORP,41043F20,SEQL,3.0,1986-02-14,1986-02-14,1986-02-14,2.0
10052.0,8000.0,1986-02-14,1988-03-30,VIDEO LIBRARY INC,92656610,VLVL,3.0,1986-02-14,1986-02-14,1986-02-14,3.5
10053.0,8001.0,1986-02-14,1990-01-19,CARDINAL INDUSTRIES INC,14190010,CDNI,3.0,1986-02-14,1986-02-14,1986-02-14,1.875
10054.0,8002.0,1986-02-14,1987-01-22,BIO NUTRIONICS INC,09057B10,BNUI,3.0,1986-02-14,1986-02-14,1986-02-14,0.25
10055.0,8003.0,1986-02-14,1990-01-18,GREAT AMERICAN RECREATION INC,39000520,GRAR,3.0,1986-02-14,1986-02-14,1986-02-14,0.75
10056.0,8005.0,1986-02-14,1987-10-19,NEW MILFORD SAVINGS BANK,65163310,NMSB,3.0,1986-02-14,1986-02-14,1986-02-14,28.375
10057.0,20020.0,1925-12-31,1962-07-01,NATIONAL ACME CO,00462610,,1.0,1925-12-31,1925-12-31,1925-12-31,12.25
10058.0,20.0,1972-12-14,1974-11-26,A B K C O INDUSTRIES INC,00077410,ABKC,3.0,1972-12-14,1972-12-14,1972-12-14,6.625
10059.0,8006.0,1986-02-24,1994-04-15,ORANGE FREE STATE INVESTMENT LT,68486520,OFSLY,3.0,1986-02-24,1986-02-24,1986-02-24,31.5625
10060.0,8007.0,1986-02-24,1998-06-25,FREE STATE CONSOL GOLD CO LTD,35614220,FSCNY,3.0,1986-02-24,1986-02-24,1986-02-24,12.8125
10061.0,8008.0,1986-02-19,1990-07-30,UNITED SAVINGS BANK VIENNA VA,91138J10,USBK,3.0,1986-02-19,1986-02-19,1986-02-19,18.875
10062.0,8009.0,1986-02-19,1986-05-12,NORTHEAST OHIO AXLE INC,29409K60,NOAX,3.0,1986-02-19,1986-02-19,1986-02-19,10.25
10063.0,7842.0,1986-02-19,1987-05-13,N M R CENTERS INC,02691310,NMRC,3.0,1986-02-19,1986-02-19,1986-02-19,3.1875
10064.0,8010.0,1986-02-20,1991-11-20,TYCO TOYS INC,90212810,TTOY,3.0,1986-02-20,1986-02-20,1986-02-20,6.0625
10065.0,20023.0,1925-12-31,1962-07-01,ADAMS EXPRESS CO,00621210,,1.0,1925-12-31,1925-12-31,1925-12-31,107.5
10066.0,6331.0,1983-08-25,1987-02-26,ABM COMPUTER SYS,35472720,ABMC,3.0,1983-08-25,1983-08-25,1983-08-25,2.3125
10067.0,8011.0,1986-02-20,1987-03-11,HYGEIA SCIENCES INC,44903510,HYGA,3.0,1986-02-20,1986-02-20,1986-02-20,10.375
10068.0,8012.0,1986-02-21,1986-11-17,AMERICAN PROPERTY GROUPS INC,02913410,APGI,3.0,1986-02-21,1986-02-21,1986-02-21,2.5625
10069.0,8013.0,1986-02-24,1987-01-16,ACA JOE INTERCON LTD,00387110,AJIL,3.0,1986-02-24,1986-02-24,1986-02-24,4.6875
10070.0,8014.0,1986-02-27,1990-11-20,DIGITEXT INC,25389410,DIGT,3.0,1986-02-27,1986-02-27,1986-02-27,6.375
10071.0,8015.0,1986-02-28,1992-03-08,ALEX BROWN INC,01390210,ABSB,3.0,1986-02-28,1986-02-28,1986-02-28,29.25
10072.0,8016.0,1986-02-28,1988-01-11,DEWS LABORATORIES INC,86563A10,DEWS,3.0,1986-02-28,1986-02-28,1986-02-28,1.375
10073.0,22162.0,1925-12-31,1931-02-08,ADVANCE RUMELY CO,00799090,,1.0,1925-12-31,1925-12-31,1925-12-31,17.5
10074.0,5271.0,1982-01-18,1996-03-13,A B S INDUSTRIES INC,00078110,ABSI,3.0,1982-01-18,1982-01-18,1982-01-18,4.375
10075.0,8018.0,1986-03-03,1995-09-27,V W R CORP,91843510,VWRX,3.0,1986-03-03,1986-03-03,1986-03-03,14.5
10076.0,8019.0,1986-03-03,1990-05-31,SCAT HOVERCRAFT INC,80618710,SCAT,3.0,1986-03-03,1986-03-03,1986-03-03,1.34375
10077.0,8020.0,1986-04-10,1994-01-10,SPROUSE REITZ STORES INC,85207020,STRS,3.0,1986-04-10,1986-04-10,1986-04-10,37.0
10078.0,8021.0,1986-03-04,2007-08-26,SUN MICROSYSTEMS INC,86681020,SUNW,3.0,1986-03-04,1986-03-04,1986-03-04,15.8125
10079.0,8022.0,1986-03-04,1995-03-14,GENERAL COMPUTER CORP,36938610,GCCC,3.0,1986-03-04,1986-03-04,1986-03-04,14.875
10080.0,8024.0,1986-03-05,2003-10-31,MOORE HANDLEY INC,61576210,MHCO,3.0,1986-03-05,1986-03-05,1986-03-05,15.5625
10081.0,22163.0,1925-12-31,1931-06-18,AHUMADA LEAD CO,00899390,,1.0,1925-12-31,1925-12-31,1925-12-31,9.0
10082.0,5793.0,1983-03-21,1991-07-24,A C S ENTERPRISE INC,00087230,ACSE,3.0,1983-03-21,1983-03-21,1983-03-21,2.75
10083.0,8026.0,1986-03-05,1989-02-26,TEKNOWLEDGE INC,17185310,TKAI,3.0,1986-03-05,1986-03-05,1986-03-05,13.0625
10084.0,8027.0,1986-03-05,1993-07-18,CRAFTMATIC CONTOUR INDS INC,22412810,CRCC,3.0,1986-03-05,1986-03-05,1986-03-05,8.625
10085.0,8029.0,1986-03-06,1996-07-01,UNITED INSURANCE COS INC,90273710,UICI,3.0,1986-03-06,1986-03-06,1986-03-06,18.75
10086.0,8030.0,1986-03-06,1994-06-30,L S B BANCSHARES INC SC,50215910,LBSC,3.0,1986-03-06,1986-03-06,1986-03-06,17.0
10087.0,8031.0,1986-03-06,2000-10-18,BEAUTICONTROL COSMETICS INC,07465510,BUTI,3.0,1986-03-06,1986-03-06,1986-03-06,22.25
10088.0,7956.0,1986-03-06,1988-05-23,V R BUSINSS BROKERS INC,91828210,VRBB,3.0,1986-03-06,1986-03-06,1986-03-06,2.5625
10089.0,8033.0,1986-03-07,1995-04-20,SYNERCOM TECHNOLOGY INC,02078110,SYNR,3.0,1986-03-07,1986-03-07,1986-03-07,15.875
10090.0,7390.0,1986-03-07,1990-11-29,AMERICAN MOBILE SYSTEMS INC,02755950,AMSE,3.0,1986-03-07,1986-03-07,1986-03-07,6.5
10091.0,8034.0,1986-03-07,1989-02-27,INTERACTIVE TECHNOLOGIES INC,45837810,ITXI,3.0,1986-03-07,1986-03-07,1986-03-07,7.125
10092.0,8035.0,1986-03-07,1995-11-16,LEISURE CONCEPTS INC,35086510,LCIC,3.0,1986-03-07,1986-03-07,1986-03-07,12.75
10093.0,8036.0,1986-03-07,1987-12-29,ASSOCIATED INNS & REST CO AMER,00929H10,AIRC,3.0,1986-03-07,1986-03-07,1986-03-07,15.375
10094.0,8037.0,1986-03-07,1991-10-31,TUESDAY MORNING INC,89903510,TUES,3.0,1986-03-07,1986-03-07,1986-03-07,15.75
10095.0,8038.0,1986-03-07,1994-12-29,SYNERGEN INC,87159410,SYGN,3.0,1986-03-07,1986-03-07,1986-03-07,11.625
10096.0,8039.0,1986-03-11,1990-03-14,CITIZENS BANK NC,17411410,CIBA,3.0,1986-03-11,1986-03-11,1986-03-11,9.375
10097.0,7907.0,1986-03-10,1988-04-25,FACELIFTERS HOME SYSTEMS INC,30303130,FACE,3.0,1986-03-10,1986-03-10,1986-03-10,1.125
10098.0,8040.0,1986-03-11,1986-09-02,POLY TECH INC,73168010,PTEK,3.0,1986-03-11,1986-03-11,1986-03-11,14.3125
10099.0,8041.0,1986-03-11,1987-07-09,AMERICAN BIOMATERIALS CORP,02461510,ABCI,3.0,1986-03-11,1986-03-11,1986-03-11,5.75
10100.0,8042.0,1986-03-11,2010-03-22,AMERICAN CLAIMS EVALUATION INC,02713510,AMCE,3.0,1986-03-11,1986-03-11,1986-03-11,4.875
10101.0,8044.0,1986-03-12,1988-07-08,PACER CORP WA,69373C10,PACR,3.0,1986-03-12,1986-03-12,1986-03-12,6.3125
10102.0,22164.0,1925-12-31,1962-07-01,AIR REDUCTION INC,00929210,,1.0,1925-12-31,1925-12-31,1925-12-31,109.75
10103.0,52.0,1977-03-23,1989-12-27,A C S INDUSTRIES INC,00087410,ACSC,3.0,1977-03-23,1977-03-23,1977-03-23,1.75
10104.0,8045.0,1986-03-12,1995-05-31,ORACLE SYSTEMS CORP,68389X10,ORCL,3.0,1986-03-12,1986-03-12,1986-03-12,20.625
10105.0,8046.0,1986-03-12,1987-08-26,TOPS MARKETS INC,89053110,TPPS,3.0,1986-03-12,1986-03-12,1986-03-12,20.0
10106.0,8047.0,1986-03-12,1986-03-13,LINCOLN MUTUAL SAVINGS BANK,53473510,LNSB,3.0,1986-03-12,1986-03-12,1986-03-12,18.125
10107.0,8048.0,1986-03-13,2018-12-31,MICROSOFT CORP,59491810,MSFT,3.0,1986-03-13,1986-03-13,1986-03-13,28.0
10108.0,8049.0,1986-03-13,1997-06-03,SUNGARD DATA SYSTEMS INC,86736310,SNDT,3.0,1986-03-13,1986-03-13,1986-03-13,12.0
10109.0,8050.0,1986-03-13,1989-08-13,FIRST FED S & L ASSN COEUR ID,62450810,FCDA,3.0,1986-03-13,1986-03-13,1986-03-13,18.0
10110.0,22165.0,1925-12-31,1931-02-14,AJAX RUBR INC,00999290,,1.0,1925-12-31,1925-12-31,1925-12-31,10.5
10111.0,22166.0,1972-12-14,1973-03-21,A D A FINANCIAL SERVICE CORP,00088410,,3.0,1972-12-14,1972-12-14,1972-12-14,4.375
10112.0,8053.0,1986-03-13,1988-06-27,IFEX INC,45169410,IFEX,3.0,1986-03-13,1986-03-13,1986-03-13,5.0
10113.0,53202.0,2010-07-21,2018-12-31,ADVISORSHARES TRUST,00768Y20,AADR,4.0,2010-07-21,2010-07-21,2010-07-21,24.7000007629395
10114.0,9831.0,1988-06-22,1989-07-25,ACCLAIM ENTERTAINMENT INC,00432520,AKLM,3.0,1988-06-22,1988-06-22,1988-06-22,6.125
10115.0,8057.0,1986-03-14,1988-06-02,COMMUNITY SAVINGS BANK MA,20404010,CSBN,3.0,1986-03-14,1986-03-14,1986-03-14,17.75
10116.0,8028.0,1986-03-14,1988-11-29,HALSEY DRUG INC,00509L80,HADR,3.0,1986-03-14,1986-03-14,1986-03-14,2.125
10117.0,8060.0,1986-03-17,1987-10-09,U M B EQUITIES INC,90277910,UMBE,3.0,1986-03-17,1986-03-17,1986-03-17,2.21875
10118.0,8063.0,1986-03-18,1988-11-16,CONSOLIDATED HYDRO INC,20934910,COHY,3.0,1986-03-18,1986-03-18,1986-03-18,14.0625
10119.0,8064.0,1986-03-18,1991-09-15,20TH CENTURY INDUSTRIES CA,90130N10,TWEN,3.0,1986-03-18,1986-03-18,1986-03-18,49.0
10120.0,8065.0,1986-03-18,1992-02-27,PIPER JAFFRAY INC,72408110,PIPR,3.0,1986-03-18,1986-03-18,1986-03-18,25.0
10121.0,8066.0,1986-03-18,1991-12-31,MARINE CORP IL,56823410,MCOR,3.0,1986-03-18,1986-03-18,1986-03-18,26.0
10122.0,8067.0,1986-03-18,1987-08-03,MEDFORD SVGS BK MA,58413110,MSBK,3.0,1986-03-18,1986-03-18,1986-03-18,20.1875
10123.0,9754.0,1988-04-21,1989-09-06,ACKERLEY COMMUNICATIONS INC,00452710,ACMI,3.0,1988-04-21,1988-04-21,1988-04-21,5.125
10124.0,8070.0,1986-03-19,1986-08-06,LEARNING TECHNOLOGY INC,52201410,LERN,3.0,1986-03-19,1986-03-19,1986-03-19,1.25
10125.0,8055.0,1986-03-20,1988-08-31,DISCOVERY ASSOCIATES INC,52668F10,DIVY,3.0,1986-03-20,1986-03-20,1986-03-20,4.125
10126.0,8072.0,1986-03-20,1996-05-01,ONE VALLEY BANCORP WEST VA INC,68241910,OVWV,3.0,1986-03-20,1986-03-20,1986-03-20,60.5
10127.0,8074.0,1986-03-25,2002-04-17,PARIS BUSINESS FORMS INC,69955610,PBFI,3.0,1986-03-25,1986-03-25,1986-03-25,8.8125
10128.0,8075.0,1986-03-25,1986-04-15,LA MAN CORP,25469V10,LAMN,3.0,1986-03-25,1986-03-25,1986-03-25,5.5
10129.0,22167.0,1925-12-31,1927-04-01,ALL AMER CABLES INC,01699090,,1.0,1925-12-31,1925-12-31,1925-12-31,132.0
10130.0,8076.0,1986-03-25,1990-01-15,NEWNAN FEDERAL S & L ASSN GA,31958810,NFSL,3.0,1986-03-25,1986-03-25,1986-03-25,14.5
10131.0,8077.0,1986-03-26,1991-09-18,S B T CORP CT,78387710,SBTC,3.0,1986-03-26,1986-03-26,1986-03-26,10.5
10132.0,8078.0,1986-03-26,1989-11-09,NATIONAL INDUSTRIAL BANCORP INC,63644610,NIBC,3.0,1986-03-26,1986-03-26,1986-03-26,15.25
10133.0,8080.0,1986-03-27,1989-07-23,TELEQUEST INC,87949110,TELQ,3.0,1986-03-27,1986-03-27,1986-03-27,13.375
10134.0,8082.0,1986-04-01,1988-11-02,EMPIRE GAS CORP NEW,29171410,EGCB,3.0,1986-04-01,1986-04-01,1986-04-01,1.8125
10135.0,8084.0,1986-04-01,1989-02-23,FIRST FEDERAL SVGS ARKANSAS FA,32019B10,FARK,3.0,1986-04-01,1986-04-01,1986-04-01,10.5
10136.0,8085.0,1986-04-01,1996-03-07,COMMUNICATION CABLE INC,20337810,CABL,3.0,1986-04-01,1986-04-01,1986-04-01,7.25
10137.0,20045.0,1925-12-31,1948-01-15,AMERICAN WATER WORKS & ELEC INC,01736110,,1.0,1925-12-31,1925-12-31,1925-12-31,71.75
10138.0,8087.0,1986-04-02,2000-12-28,T ROWE PRICE ASSOC INC,74144T10,TROW,3.0,1986-04-02,1986-04-02,1986-04-02,25.75
10139.0,9830.0,1988-06-21,1989-09-26,ADMIRAL FINANCIAL CORP,00718010,ADFC,3.0,1988-06-21,1988-06-21,1988-06-21,1.5
10140.0,8089.0,1986-04-02,1998-06-30,SEALRIGHT COMPANY INC,81213810,SRCO,3.0,1986-04-02,1986-04-02,1986-04-02,18.5625
10141.0,8090.0,1986-04-02,1996-07-17,GANDER MOUNTAIN INC,36471910,GNDR,3.0,1986-04-02,1986-04-02,1986-04-02,12.125
10142.0,8091.0,1986-04-03,2000-04-03,IMTEC INC,45290910,IMTC,3.0,1986-04-03,1986-04-03,1986-04-03,3.75
10143.0,8092.0,1986-04-03,1997-09-30,ONCOGENE SCIENCE INC,67104010,ONCS,3.0,1986-04-03,1986-04-03,1986-04-03,8.5
10144.0,8058.0,1986-04-04,1988-09-28,NATIONAL INSTITUTE CAREERS INC,63651510,NICE,3.0,1986-04-04,1986-04-04,1986-04-04,4.5625
10145.0,22168.0,1925-12-31,1958-04-27,ALLIED CHEMICAL & DYE CORP,43851610,,1.0,1925-12-31,1925-12-31,1925-12-31,114.0
10146.0,314.0,1972-12-14,1982-08-16,APPLICATION ENGR CORP,00101510,APLI,3.0,1972-12-14,1972-12-14,1972-12-14,4.5625
10147.0,8093.0,1986-04-04,1988-03-21,E M C CORP MA,26864810,EMCS,3.0,1986-04-04,1986-04-04,1986-04-04,15.25
10148.0,8094.0,1986-04-04,1986-04-17,TRADITIONAL INDUSTRIES INC,89268220,TRAD,3.0,1986-04-04,1986-04-04,1986-04-04,11.375
10149.0,8095.0,1986-04-04,2002-07-19,EAGLE BANCSHARES INC,26942C10,EBSI,3.0,1986-04-04,1986-04-04,1986-04-04,17.5
10150.0,8096.0,1986-04-04,1997-12-18,TRANS LEASING INTL INC,87255510,TLII,3.0,1986-04-04,1986-04-04,1986-04-04,8.4375
10151.0,53202.0,2010-07-09,2011-11-30,ADVISORSHARES TRUST,00768Y40,GRV,4.0,2010-07-09,2010-07-09,2010-07-09,25.1700000762939
10152.0,8099.0,1986-04-08,1990-05-24,ADVANCE DISPLAY TECHNOLOGIES IN,00742210,ADTI,3.0,1986-04-08,1986-04-08,1986-04-08,2.125
10153.0,22169.0,1925-12-31,1962-07-01,ALLIS CHALMERS CORP,01964510,,1.0,1925-12-31,1925-12-31,1925-12-31,93.0
10154.0,81.0,1972-12-14,1976-09-30,AMERICAN ELECTR LABS INC,00103010,AELB,3.0,1972-12-14,1972-12-14,1972-12-14,4.125
10155.0,8079.0,1986-04-08,1996-08-11,ELECTRIC & GAS TECHNOLOGY INC,28485330,ELGT,3.0,1986-04-08,1986-04-08,1986-04-08,2.65625
10156.0,8100.0,1986-04-08,1986-08-27,HANSON JOHN S & L INC,41133710,JHSL,3.0,1986-04-08,1986-04-08,1986-04-08,8.875
10157.0,8101.0,1986-04-08,1996-12-31,NORTH SIDE SAVINGS BANK BRONX,66248810,NSBK,3.0,1986-04-08,1986-04-08,1986-04-08,16.0
10158.0,53454.0,2010-07-22,2018-12-31,AMERESCO INC,02361E10,AMRC,1.0,2010-07-22,2010-07-22,2010-07-22,10.1700000762939
10159.0,8103.0,1986-04-09,1990-06-26,INTERFERENCE CONTROL TECHS IND,45866T10,ICTX,3.0,1986-04-09,1986-04-09,1986-04-09,0.3125
10160.0,8105.0,1986-04-10,1987-07-29,SANDSPORT DATA SERVICES INC,79977820,SAND,3.0,1986-04-10,1986-04-10,1986-04-10,0.15625
10161.0,20063.0,1925-12-31,1957-12-29,AMERICAN METAL LTD,02312710,,1.0,1925-12-31,1925-12-31,1925-12-31,54.5
10162.0,88.0,1973-01-12,1981-03-04,A E S TECHNOLOGY SYSTEMS INC,00103210,AEST,3.0,1973-01-12,1973-01-12,1973-01-12,13.625
10163.0,8106.0,1986-04-10,2012-05-14,X RITE INC,98385710,XRIT,3.0,1986-04-10,1986-04-10,1986-04-10,8.375
10164.0,8107.0,1986-04-10,1989-09-08,CAMBRIDGE ANALYTICAL ASSOC INC,13214710,CAAN,3.0,1986-04-10,1986-04-10,1986-04-10,7.375
10165.0,8109.0,1986-04-11,1988-02-09,LAFAYETTE BANCORP INC,50589210,LBNK,3.0,1986-04-11,1986-04-11,1986-04-11,33.0
10166.0,8110.0,1986-04-11,1992-10-05,LONG LAKE ENERGY CORP,54276710,LLEC,3.0,1986-04-11,1986-04-11,1986-04-11,5.5625
10167.0,6311.0,1986-04-11,1987-04-28,ENCHANTED VILLAGE INC,29251130,EVIAA,3.0,1986-04-11,1986-04-11,1986-04-11,1.625
10168.0,7814.0,1986-04-14,1989-04-21,ARNOX CORP,04262410,ARNX,3.0,1986-04-14,1986-04-14,1986-04-14,7.5
10169.0,8112.0,1986-04-14,1987-09-21,SPORTS MARKETING INC,84890610,PADS,3.0,1986-04-14,1986-04-14,1986-04-14,1.3125
10170.0,8113.0,1986-04-14,1998-03-03,FAMILY STEAK HOUSES FL INC,30705920,RYFL,3.0,1986-04-14,1986-04-14,1986-04-14,8.75
10171.0,8114.0,1986-04-14,1990-05-16,CHARTWELL GROUP LTD,16190610,CTWL,3.0,1986-04-14,1986-04-14,1986-04-14,14.875
10172.0,8115.0,1986-04-16,1987-10-19,GRANITE COOP BK NORTH QUINCY MA,38733010,GNTE,3.0,1986-04-16,1986-04-16,1986-04-16,13.5
10173.0,8116.0,1986-04-16,1990-10-31,SEABOARD SAVINGS & L ASSN VA BC,81151110,SEAB,3.0,1986-04-16,1986-04-16,1986-04-16,11.25
10174.0,8117.0,1986-04-17,1993-02-26,JEFFERSON NATIONAL BANK NY,47424310,JNBK,3.0,1986-04-17,1986-04-17,1986-04-17,16.0
10175.0,8118.0,1986-04-17,1992-06-30,BARRYS JEWELERS INC,06889130,BARY,3.0,1986-04-17,1986-04-17,1986-04-17,14.75
10176.0,8119.0,1986-04-18,1992-06-29,THERMAL EXPLORATION CO,88346910,TECC,3.0,1986-04-18,1986-04-18,1986-04-18,0.5625
10177.0,8120.0,1986-04-21,1986-06-04,INVESTMENT RES & TECHNOLOGY INC,25146410,SFNS,3.0,1986-04-21,1986-04-21,1986-04-21,8.75
10178.0,8121.0,1986-04-22,1996-05-08,WESTERN PUBLISHING GROUP INC,38080410,WPGI,3.0,1986-04-22,1986-04-22,1986-04-22,20.0
10179.0,8122.0,1986-04-22,1995-08-31,ROCHESTER COMMUNITY SVGS BK NY,74937110,RCSB,3.0,1986-04-22,1986-04-22,1986-04-22,15.3125
