permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd,begdat,begprc,date,prc
10511.0,8428.0,1986-07-23,1989-04-13,BOMBAY PALACE RESTS INC,09792010,CURY,3.0,1986-07-23,1986-07-23,1986-07-23,5.125
10512.0,8429.0,1986-07-23,1989-06-09,IGENE BIOTECHNOLOGY INC,45169510,IGNE,3.0,1986-07-23,1986-07-23,1986-07-23,6.75
10513.0,8430.0,1986-07-23,2000-05-12,LIPOSOME COMPANY INC,53631010,LIPO,3.0,1986-07-23,1986-07-23,1986-07-23,5.875
10514.0,8431.0,1986-07-24,1994-09-21,TRANS WORLD MUSIC CORP,89336Q10,TWMC,3.0,1986-07-24,1986-07-24,1986-07-24,15.625
10515.0,8432.0,1986-07-24,1996-05-13,GROUNDWATER TECHNOLOGY,34386C10,GWTI,3.0,1986-07-24,1986-07-24,1986-07-24,19.75
10516.0,20207.0,1925-12-31,1962-07-01,ARCHER DANIELS MIDLAND CO,03948310,,1.0,1925-12-31,1925-12-31,1925-12-31,44.0
10517.0,5674.0,1982-11-04,1992-11-01,AARON RENTS INC,00253530,ARON,3.0,1982-11-04,1982-11-04,1982-11-04,20.625
10518.0,8433.0,1986-07-24,1987-05-29,PACIFIC SOUTHWEST AIRLINES NEW,69483610,PSWA,3.0,1986-07-24,1986-07-24,1986-07-24,6.75
10519.0,8427.0,1986-07-24,1993-03-29,IMAGINE FILMS ENTERTAINMENT INC,45291110,IFEI,3.0,1986-07-24,1986-07-24,1986-07-24,14.875
10520.0,8434.0,1986-07-24,1994-12-08,BERES INDUSTRIES INC,08369810,BERS,3.0,1986-07-24,1986-07-24,1986-07-24,1.5
10521.0,8426.0,1986-07-24,1988-08-01,MAGNOLIA FOODS INC,55960310,CAFE,3.0,1986-07-24,1986-07-24,1986-07-24,2.5
10522.0,8435.0,1986-07-25,1986-07-29,CENTRAL JERSEY INDS INC,89586210,CJII,3.0,1986-07-25,1986-07-25,1986-07-25,26.375
10523.0,8436.0,1986-07-25,1989-01-30,ALLURE COSMETICS LTD,02004410,ALUR,3.0,1986-07-25,1986-07-25,1986-07-25,1.25
10524.0,22198.0,1925-12-31,1962-07-01,ARMOUR & CO,04230310,,1.0,1925-12-31,1925-12-31,1925-12-31,16.5
10525.0,346.0,1972-12-14,1980-09-30,AARONSON BROTHERS STORES CO,00253610,ARON,3.0,1972-12-14,1972-12-14,1972-12-14,4.375
10526.0,8437.0,1986-07-25,1989-09-08,SOUTHLIFE HOLDING CO,84454110,SLHC,3.0,1986-07-25,1986-07-25,1986-07-25,10.0
10527.0,8438.0,1986-07-25,1994-06-19,M N X INC,57041410,MNXI,3.0,1986-07-25,1986-07-25,1986-07-25,14.5
10528.0,8439.0,1986-07-24,1991-07-31,CELLULAR COMMUNICATIONS INC,15090910,COMM,3.0,1986-07-24,1986-07-24,1986-07-24,14.25
10529.0,8440.0,1986-07-28,1987-12-31,COMMERCIAL SECURITY BANCORP,20233610,CSEC,3.0,1986-07-28,1986-07-28,1986-07-28,31.0
10530.0,8441.0,1986-07-29,2001-01-08,MERIDIAN DIAGNOSTICS INC,58958410,KITS,3.0,1986-07-29,1986-07-29,1986-07-29,10.0
10531.0,8442.0,1986-07-30,1996-04-14,GENERAL PARAMETRICS CORP,59109710,GPAR,3.0,1986-07-30,1986-07-30,1986-07-30,12.0
10532.0,22199.0,1925-12-31,1962-07-01,ARNOLD CONSTABLE CORP,04257310,,1.0,1925-12-31,1925-12-31,1925-12-31,22.75
10533.0,22200.0,1972-12-14,1974-05-08,ABERCROMBIE & FITCH CO,00289610,,3.0,1972-12-14,1972-12-14,1972-12-14,4.625
10534.0,8443.0,1986-07-30,1989-01-02,BANK OF STAMFORD CT,30425310,BKST,3.0,1986-07-30,1986-07-30,1986-07-30,15.375
10535.0,8445.0,1986-07-30,1988-03-07,FLORES DE NEW MEXICO INC,34039110,FLWR,3.0,1986-07-30,1986-07-30,1986-07-30,7.125
10536.0,8446.0,1986-07-30,2001-04-16,EDISON CONTROL CORP,28088310,EDCO,3.0,1986-07-30,1986-07-30,1986-07-30,8.25
10537.0,8447.0,1986-07-30,1995-11-06,SYNTRO CORP,87162910,SYNT,3.0,1986-07-30,1986-07-30,1986-07-30,7.75
10538.0,8448.0,1986-07-31,1991-08-22,AMERICAN LEARNING CORP,02713410,READ,3.0,1986-07-31,1986-07-31,1986-07-31,10.125
10539.0,8450.0,1986-07-31,1988-02-01,LEXITECH INTERNATIONAL DCN NW I,52976610,LEXT,3.0,1986-07-31,1986-07-31,1986-07-31,2.625
10540.0,22201.0,1925-12-31,1934-10-10,ART METAL CONSTR CO,04299190,,1.0,1925-12-31,1925-12-31,1925-12-31,19.375
10541.0,349.0,1972-12-14,1976-02-26,AMERICAN RUBBER & PLASTICS CORP,00290410,ARUB,3.0,1972-12-14,1972-12-14,1972-12-14,7.75
10542.0,8452.0,1986-08-01,1987-09-15,NEW ENGLAND SAVINGS BANK CT,62891410,NESB,3.0,1986-08-01,1986-08-01,1986-08-01,11.25
10543.0,8453.0,1986-08-01,1987-01-11,LIBERTY ACQUISITIONS CORP,14185910,LAST,3.0,1986-08-01,1986-08-01,1986-08-01,7.3125
10544.0,8454.0,1986-07-30,1988-03-07,NATIONWIDE CELLULAR SERVICE INC,63859510,NCEL,3.0,1986-07-30,1986-07-30,1986-07-30,5.125
10545.0,8457.0,1986-08-05,1987-12-20,THERMO INSTRUMENT SYSTEMS INC,88355910,THIS,3.0,1986-08-05,1986-08-05,1986-08-05,8.0
10546.0,8456.0,1986-08-05,1987-11-29,REPUBLIC S & L ASSN WI MILWAUKE,76032610,RSLA,3.0,1986-08-05,1986-08-05,1986-08-05,17.375
10547.0,8458.0,1986-08-06,2004-08-25,A P A OPTICS INC,18482P10,APAT,3.0,1986-08-06,1986-08-06,1986-08-06,3.5
10548.0,8459.0,1986-08-06,1988-08-18,NETWORK CONTROL CORP,64120610,NETW,3.0,1986-08-06,1986-08-06,1986-08-06,1.8125
10549.0,8460.0,1986-08-07,1989-01-31,AMERICAN EQUINE PRODUCTS INC,02567C10,WHOA,3.0,1986-08-07,1986-08-07,1986-08-07,1.5625
10550.0,8461.0,1986-08-07,1994-05-30,PRO DEX INC,74265M20,PDEX,3.0,1986-08-07,1986-08-07,1986-08-07,5.4375
10551.0,8462.0,1986-08-07,1987-05-14,GROVE HALL SVGS BANK MA BRIGHTO,39948110,GROV,3.0,1986-08-07,1986-08-07,1986-08-07,9.8125
10552.0,8463.0,1986-08-07,1989-04-03,FIRST SERVICE BANK SVGS LEOM MA,33640810,FSBK,3.0,1986-08-07,1986-08-07,1986-08-07,7.875
10553.0,8464.0,1986-08-07,1990-09-27,FIRST HOME FED S & L ASSN SEB F,32092410,FSEB,3.0,1986-08-07,1986-08-07,1986-08-07,10.375
10554.0,8465.0,1986-08-12,1987-10-15,PINCH OR POUND INC,72220410,PNCH,3.0,1986-08-12,1986-08-12,1986-08-12,1.625
10555.0,8466.0,1986-08-08,1995-08-18,AMERICAN MEDICAL ELECTRONICS IN,02742510,AMEI,3.0,1986-08-08,1986-08-08,1986-08-08,7.5
10556.0,8467.0,1986-08-08,1988-08-08,STARS TO GO INC,85568210,STAR,3.0,1986-08-08,1986-08-08,1986-08-08,11.375
10557.0,8468.0,1986-08-08,1994-05-11,GEONEX CORP,37247010,GEOX,3.0,1986-08-08,1986-08-08,1986-08-08,7.875
10558.0,8469.0,1986-08-08,1988-04-12,WEAREVER PROCTOR SILEX INC,94705310,WRPS,3.0,1986-08-08,1986-08-08,1986-08-08,10.5
10559.0,22202.0,1925-12-31,1962-07-01,ASSOCIATED DRY GOODS CORP,04557310,,1.0,1925-12-31,1925-12-31,1925-12-31,53.0
10560.0,20019.0,1987-07-16,1997-05-29,ABITIBI-PRICE INC,00392410,ABY,1.0,1987-07-16,1987-07-16,1987-07-16,25.25
10561.0,8163.0,1986-08-12,1992-07-07,H & S TREAT & RELEASE,40405530,TRRE,3.0,1986-08-12,1986-08-12,1986-08-12,1.84375
10562.0,8470.0,1986-08-12,1987-12-20,PENN SAVINGS BANK WYOMISSING PA,84590510,PSVB,3.0,1986-08-12,1986-08-12,1986-08-12,14.25
10563.0,8472.0,1986-08-12,1995-10-15,HORIZON BANK BELLINGHAM WA,44041F10,HRZB,3.0,1986-08-12,1986-08-12,1986-08-12,13.5
10564.0,8473.0,1986-08-12,1987-04-29,ADELPHIA COMMUNICATIONS CORP,00684810,ADELA,3.0,1986-08-12,1986-08-12,1986-08-12,14.625
10565.0,8474.0,1986-08-13,1989-05-31,COUNTY SAVINGS BANK CA,22240310,CSBA,3.0,1986-08-13,1986-08-13,1986-08-13,9.0625
10566.0,8475.0,1986-08-13,1989-08-23,HOME FED SVGS BK NORTHERN OH,41941110,HFNO,3.0,1986-08-13,1986-08-13,1986-08-13,9.25
16168.0,22664.0,1927-05-12,1930-04-23,BEACON OIL CO,19599090,,1.0,1927-05-12,1927-05-12,1927-05-12,17.5
10567.0,22203.0,1925-12-31,1936-12-01,ASSOCIATED OIL CO,04599190,,1.0,1925-12-31,1925-12-31,1925-12-31,46.25
10568.0,5580.0,1982-06-29,2006-07-16,ABRAMS INDUSTRIES INC,81765M10,ABRI,3.0,1982-06-29,1982-06-29,1982-06-29,8.0
10569.0,8477.0,1986-08-13,1988-05-08,BANKING CENTER WATERBURY CT,15146R10,TBCX,3.0,1986-08-13,1986-08-13,1986-08-13,12.6875
10570.0,8478.0,1986-08-12,1992-06-25,AMERICAN TELEVISION & COM CP NE,03018710,ATCM,3.0,1986-08-12,1986-08-12,1986-08-12,19.0
10571.0,8479.0,1986-08-13,2003-05-02,EATERIES INC,27785110,EATS,3.0,1986-08-13,1986-08-13,1986-08-13,3.3125
10572.0,8480.0,1986-08-13,1998-05-27,DEVON GROUP INC NEW,25180110,DEVN,3.0,1986-08-13,1986-08-13,1986-08-13,18.125
10573.0,8481.0,1986-08-13,1992-06-14,VILLAGE GREEN BOOKSTORE INC,92707720,BOOK,3.0,1986-08-13,1986-08-13,1986-08-13,1.625
10574.0,9674.0,1988-02-02,1990-07-30,BELMAC CORP,08265710,BEMC,3.0,1988-02-02,1988-02-02,1988-02-02,4.875
10575.0,22204.0,1925-12-31,1962-07-01,ATCHISON TOPEKA & SANTA FE RY C,04675310,,1.0,1925-12-31,1925-12-31,1925-12-31,138.0
10576.0,41.0,1972-12-14,1974-05-21,UNICOM INSURANCE GROUP INC,00400910,UINS,3.0,1972-12-14,1972-12-14,1972-12-14,12.25
10577.0,8484.0,1986-08-14,1988-05-24,MEDI RX AMERICA INC,58438810,MDRX,3.0,1986-08-14,1986-08-14,1986-08-14,1.625
10578.0,8485.0,1986-08-14,1995-08-23,ALTAI INC,02136210,ALTI,3.0,1986-08-14,1986-08-14,1986-08-14,5.1875
10579.0,8486.0,1986-08-14,1989-09-05,TATUM PETROLEUM CORP,87664910,TATM,3.0,1986-08-14,1986-08-14,1986-08-14,0.390625
10580.0,8488.0,1986-08-15,1995-06-30,N F S FINANCIAL CORP,62910410,NFSF,3.0,1986-08-15,1986-08-15,1986-08-15,14.5
10581.0,8489.0,1986-08-15,1987-12-13,WORCESTER COUNTY INST FOR SVGS,06652210,WCYS,3.0,1986-08-15,1986-08-15,1986-08-15,12.875
10582.0,8490.0,1986-08-15,1989-05-26,E A S TECHNOLOGIES INC,26823F10,EASC,3.0,1986-08-15,1986-08-15,1986-08-15,1.90625
10583.0,22205.0,1925-12-31,1927-02-05,ATLANTA BIRMINGHAM & ATLANTIC R,04799090,,1.0,1925-12-31,1925-12-31,1925-12-31,9.875
10584.0,30.0,1981-03-03,1983-12-07,ACADIA PETROLEUM CORP,00422010,ACAD,3.0,1981-03-03,1981-03-03,1981-03-03,0.4375
10585.0,8165.0,1986-08-18,1987-07-29,HOLDER COMMUNICATIONS CORP,36191110,HOLD,3.0,1986-08-18,1986-08-18,1986-08-18,1.4375
10586.0,8492.0,1986-08-18,2008-06-02,QUIPP INC,74880210,QUIP,3.0,1986-08-18,1986-08-18,1986-08-18,14.5
10587.0,8471.0,1986-08-18,1989-11-21,INTEGRATED COMPUTER GRAPHICS IN,45792810,ICGI,3.0,1986-08-18,1986-08-18,1986-08-18,2.5
10588.0,8493.0,1986-08-19,2003-02-28,GRANITE STATE BANKSHARES INC,38747210,GSBI,3.0,1986-08-19,1986-08-19,1986-08-19,15.375
10589.0,8494.0,1986-08-19,1988-02-29,ROADRUNNER ENTERPRISES INC,76973110,BEEP,3.0,1986-08-19,1986-08-19,1986-08-19,7.125
10590.0,9671.0,1988-02-01,1989-06-06,BIG TURTLE INC,08969610,BIGT,3.0,1988-02-01,1988-02-01,1988-02-01,0.171875
10591.0,22206.0,1925-12-31,1962-07-01,ATLANTIC COAST LINE RR CO,04844790,,1.0,1925-12-31,1925-12-31,1925-12-31,260.0
10592.0,149.0,1978-09-21,1984-03-27,ACAPULCO Y LOS ARCOS RESTAURANT,00429510,ALAR,3.0,1978-09-21,1978-09-21,1978-09-21,4.875
10593.0,8496.0,1986-08-19,1992-04-03,TRANSNATIONAL INDUSTRIES INC,89377810,TRSL,3.0,1986-08-19,1986-08-19,1986-08-19,8.0
10594.0,8497.0,1986-08-19,1988-01-20,DIME SAVINGS BANK NY FSB,25429Q10,DIME,3.0,1986-08-19,1986-08-19,1986-08-19,17.75
10595.0,8498.0,1986-08-20,1987-08-27,NEW YORK CITY SHOES INC,64944010,NYCS,3.0,1986-08-20,1986-08-20,1986-08-20,5.3125
10596.0,8499.0,1986-08-20,1989-07-31,PEOPLES SAVINGS BANK NEW BRIT C,71230010,PBNB,3.0,1986-08-20,1986-08-20,1986-08-20,10.375
10597.0,8500.0,1986-08-20,1990-03-04,FRANKLIN COMPUTER CORP,35351510,FDOS,3.0,1986-08-20,1986-08-20,1986-08-20,6.875
10598.0,9802.0,1988-06-02,1999-07-30,BROAD NATIONAL BANCORP,11123910,BNBC,3.0,1988-06-02,1988-06-02,1988-06-02,28.0
10599.0,8502.0,1986-08-21,1987-11-16,AXLON INC,05461310,AXLN,3.0,1986-08-21,1986-08-21,1986-08-21,8.9375
10600.0,9742.0,1988-04-06,1988-11-30,BUFFALO INC,11954220,BFLO,3.0,1988-04-06,1988-04-06,1988-04-06,1.0
10601.0,8504.0,1986-08-21,1988-03-09,CISTRON BIOTECHNOLOGY INC,17284910,CIST,3.0,1986-08-21,1986-08-21,1986-08-21,0.9375
10602.0,8505.0,1986-08-21,1990-02-20,TOTAL HEALTH SYSTEMS INC,89150F10,TLHT,3.0,1986-08-21,1986-08-21,1986-08-21,5.3125
10603.0,8506.0,1986-08-21,1986-09-24,F N B ROCHESTER CORP,30290810,FNBR,3.0,1986-08-21,1986-08-21,1986-08-21,10.25
10604.0,20227.0,1925-12-31,1962-07-01,ATLANTIC REFNG CO,04882510,,1.0,1925-12-31,1925-12-31,1925-12-31,108.75
10605.0,43.0,1975-12-09,1987-06-30,ACCELERATION CORP,00429910,ACLE,3.0,1975-12-09,1975-12-09,1975-12-09,11.0
10606.0,8508.0,1986-08-21,1995-07-04,WATTS INDUSTRIES INC,94274910,WATTA,3.0,1986-08-21,1986-08-21,1986-08-21,16.5
10607.0,6508.0,1986-08-25,1987-08-05,MERCHANTSBANK BOSTON COOP BANK,58853010,MCBKA,3.0,1986-08-25,1986-08-25,1986-08-25,23.5
10608.0,8510.0,1986-08-25,1991-11-20,GENERAL KINETICS INC,37017210,GKIE,3.0,1986-08-25,1986-08-25,1986-08-25,4.125
10609.0,8512.0,1986-08-26,1987-10-21,STAR SAVINGS & L ASSN SAYRE PA,85517110,SSLA,3.0,1986-08-26,1986-08-26,1986-08-26,10.5
10610.0,8513.0,1986-08-26,1996-01-02,MARBLE FINANCIAL CORP,56605710,MRBL,3.0,1986-08-26,1986-08-26,1986-08-26,18.5
10611.0,8514.0,1986-08-26,1992-05-25,ACME STEEL CO,00472410,ACME,3.0,1986-08-26,1986-08-26,1986-08-26,8.375
10612.0,22207.0,1925-12-31,1955-05-19,ATLANTIC GULF & WEST INDIES SS,04899090,,1.0,1925-12-31,1925-12-31,1925-12-31,63.0
10613.0,22208.0,1972-12-14,1979-12-18,ACCELERATORS INC,00430210,,3.0,1972-12-14,1972-12-14,1972-12-14,3.4375
10614.0,8516.0,1986-08-27,1988-08-12,P & C FOODS INC,69280010,FOOD,3.0,1986-08-27,1986-08-27,1986-08-27,10.375
10615.0,8517.0,1986-08-27,1988-11-30,VIDEOPLEX INC,92658B10,VPLX,3.0,1986-08-27,1986-08-27,1986-08-27,1.375
10616.0,8518.0,1986-08-27,1989-10-15,NORTH LAND S & L ASSN WI,66649810,NLSL,3.0,1986-08-27,1986-08-27,1986-08-27,12.0
10617.0,8519.0,1986-08-27,1988-12-02,CITY SAVING BANK CT,17865610,CSBM,3.0,1986-08-27,1986-08-27,1986-08-27,8.625
10618.0,8520.0,1986-08-27,1988-02-01,MULTI SOFT INC,62542910,MSOF,3.0,1986-08-27,1986-08-27,1986-08-27,1.5
10619.0,8521.0,1986-08-27,1991-07-23,MCCORMICK CAPITAL INC,57990510,MKOR,3.0,1986-08-27,1986-08-27,1986-08-27,5.25
10620.0,22209.0,1925-12-31,1961-05-30,ATLAS POWDER CO,04923110,,1.0,1925-12-31,1925-12-31,1925-12-31,58.0
10621.0,34.0,1981-08-13,1983-04-10,ACCU TEST SYS INC,69418810,ACCU,3.0,1981-08-13,1981-08-13,1981-08-13,1.5625
10622.0,8522.0,1986-08-27,2004-03-01,WESTERBEKE CORP,95754710,WTBK,3.0,1986-08-27,1986-08-27,1986-08-27,8.8125
10623.0,8523.0,1986-08-27,1988-02-29,FIRST REPUBLIC BANCORP INC,33615810,FRBC,3.0,1986-08-27,1986-08-27,1986-08-27,10.1875
10624.0,8524.0,1986-08-28,1995-01-08,CORPORATE MANAGEMENT GRP INC,48222710,KORP,3.0,1986-08-28,1986-08-28,1986-08-28,5.5
10625.0,9820.0,1988-06-15,1991-11-18,CASCADE INTERNATIONAL INC,14728010,KOSM,3.0,1988-06-15,1988-06-15,1988-06-15,3.46875
10626.0,8528.0,1986-08-28,1989-06-06,LE PEEP RESTAURANTS INC,52129810,LPEP,3.0,1986-08-28,1986-08-28,1986-08-28,6.625
10627.0,8529.0,1986-08-28,1990-06-15,TINTORETTO INC,88768710,TNTO,3.0,1986-08-28,1986-08-28,1986-08-28,7.75
10628.0,8533.0,1986-09-02,1986-10-16,FRONTIER FINANCIAL CORP,35905010,FRON,3.0,1986-09-02,1986-09-02,1986-09-02,1.8125
10629.0,8534.0,1986-09-02,2003-12-16,F N B CORP PA,30252010,FBAN,3.0,1986-09-02,1986-09-02,1986-09-02,20.5
10630.0,8535.0,1986-09-02,1987-07-30,COMMERCE BANK CA,20084110,CBNB,3.0,1986-09-02,1986-09-02,1986-09-02,9.25
10631.0,8536.0,1986-09-03,1991-10-11,CALSTAR INC,13135610,CSAR,3.0,1986-09-03,1986-09-03,1986-09-03,4.5
10632.0,8537.0,1986-09-03,1988-01-24,SHELTON S & L ASSN INC CT,82300510,SSAL,3.0,1986-09-03,1986-09-03,1986-09-03,13.125
10633.0,8538.0,1986-09-03,1996-02-05,S C S COMPUTE INC,78403010,SCOM,3.0,1986-09-03,1986-09-03,1986-09-03,8.25
10634.0,8539.0,1986-09-04,1995-02-27,CANONIE ENVIRONMENTAL SVCS CORP,83205510,CANO,3.0,1986-09-04,1986-09-04,1986-09-04,15.25
10635.0,8540.0,1986-09-04,1989-04-10,EDINER INC,28084710,EDIN,3.0,1986-09-04,1986-09-04,1986-09-04,2.9375
10636.0,8542.0,1986-09-05,1994-06-30,Q V C NETWORK INC,74726210,QVCN,3.0,1986-09-05,1986-09-05,1986-09-05,20.625
10637.0,8543.0,1986-09-05,1998-04-05,VERTEX INDUSTRIES INC,92532210,VETX,3.0,1986-09-05,1986-09-05,1986-09-05,5.375
10638.0,8544.0,1986-09-05,2010-04-09,HARLEYSVILLE NATIONAL CORP PA,41285010,HNBC,3.0,1986-09-05,1986-09-05,1986-09-05,36.0
10639.0,22210.0,1925-12-31,1955-12-23,ATLAS TACK CORP,04942910,,1.0,1925-12-31,1925-12-31,1925-12-31,17.0
10640.0,50.0,1972-12-14,1979-07-01,INDUSTRIAL NUCLEONICS CORP,00439610,INUC,3.0,1972-12-14,1972-12-14,1972-12-14,34.0
10641.0,8455.0,1986-09-08,1988-06-14,HEALTH EDUTECH INC,42191110,HEDT,3.0,1986-09-08,1986-09-08,1986-09-08,3.125
10642.0,8546.0,1986-09-08,1988-02-05,MUNSON GEOTHERMAL INC,62633020,MGEO,3.0,1986-09-08,1986-09-08,1986-09-08,1.5625
10643.0,8547.0,1986-09-09,1989-09-05,PAIN SUPPRESSION LABS INC,69562410,PAIN,3.0,1986-09-09,1986-09-09,1986-09-09,2.28125
10644.0,8548.0,1986-09-09,1998-08-05,THERAGENICS CORP,88337510,THRX,3.0,1986-09-09,1986-09-09,1986-09-09,3.5625
10645.0,8549.0,1986-09-09,2018-12-31,LAKELAND INDUSTRIES INC,51179510,LAKE,3.0,1986-09-09,1986-09-09,1986-09-09,6.8125
10646.0,8550.0,1986-09-10,1989-07-23,GREAT EASTERN INTL INC,12684410,GEII,3.0,1986-09-10,1986-09-10,1986-09-10,1.25
10647.0,22211.0,1925-12-31,1962-07-01,AUSTIN NICHOLS & CO INC,05233910,,1.0,1925-12-31,1925-12-31,1925-12-31,27.375
10648.0,22212.0,1972-12-14,1973-06-26,ACE INDUSTRIES INC,00440510,,3.0,1972-12-14,1972-12-14,1972-12-14,3.0
10649.0,8551.0,1986-09-10,2018-12-31,P A M TRANSPORTATION SVCS INC,69314910,PTSI,3.0,1986-09-10,1986-09-10,1986-09-10,11.625
10650.0,8552.0,1986-09-10,1996-10-20,FIRST SAVINGS BANK FSB CLOVIS N,00431F10,FSBC,3.0,1986-09-10,1986-09-10,1986-09-10,12.0
10651.0,8555.0,1986-09-11,1994-03-25,BOULEVARD BANCORP INC,10157210,BLVD,3.0,1986-09-11,1986-09-11,1986-09-11,17.75
10652.0,8556.0,1986-09-11,1993-06-14,VICTORIA CREATIONS INC,92624D10,VITC,3.0,1986-09-11,1986-09-11,1986-09-11,11.0625
10653.0,8557.0,1986-09-11,1988-06-01,UNIVERSITY BANK & TR CO NWT MA,91410110,UBTC,3.0,1986-09-11,1986-09-11,1986-09-11,9.125
10654.0,8558.0,1986-09-11,1997-05-30,MIDCONN BANK KENSINGTON CT,59564710,MIDC,3.0,1986-09-11,1986-09-11,1986-09-11,9.5625
10655.0,22213.0,1925-12-31,1927-02-23,AUTO KNITTER HOSIERY INC,05299190,,1.0,1925-12-31,1925-12-31,1925-12-31,0.75
10656.0,37.0,1972-12-14,1985-11-20,ACETO CHEMICAL CO INC,00444610,ACET,3.0,1972-12-14,1972-12-14,1972-12-14,12.5
10657.0,8561.0,1986-09-15,1992-01-23,ADVO SYSTEM INC,00758510,ADVO,3.0,1986-09-15,1986-09-15,1986-09-15,5.3125
10658.0,8562.0,1986-09-18,1992-04-12,LUXTEC CORP,55068730,LUXT,3.0,1986-09-18,1986-09-18,1986-09-18,1.46875
10659.0,8563.0,1986-09-12,1989-11-30,MED MOBILE INC,09057G60,MEDM,3.0,1986-09-12,1986-09-12,1986-09-12,1.75
10660.0,8564.0,1986-09-15,1989-12-14,DAYLIGHT INDUSTRIES INC,23959510,AROI,3.0,1986-09-15,1986-09-15,1986-09-15,5.0
10661.0,8565.0,1986-09-15,1989-06-29,CYANOTECH CORP,23243730,CYAN,3.0,1986-09-15,1986-09-15,1986-09-15,3.0625
10662.0,8566.0,1986-09-16,1988-12-18,GOLDEN VALLEY MICROWAVE FDS INC,38123610,GVMF,3.0,1986-09-16,1986-09-16,1986-09-16,14.3125
10663.0,22214.0,1925-12-31,1929-11-07,AUTOSALES CORP,05299390,,1.0,1925-12-31,1925-12-31,1925-12-31,5.375
10664.0,47.0,1972-12-14,1995-09-01,ACMAT CORP,00461610,ACMT,3.0,1972-12-14,1972-12-14,1972-12-14,22.625
10665.0,8568.0,1986-09-16,1990-04-20,MAURY FEDERAL SAVINGS BANK TN,57763810,MFED,3.0,1986-09-16,1986-09-16,1986-09-16,13.0
10666.0,8569.0,1986-09-16,1989-02-10,ENVIROSURE MANAGEMENT CORP,29409610,ENVS,3.0,1986-09-16,1986-09-16,1986-09-16,0.375
10667.0,8570.0,1986-09-16,1993-02-22,AIRSENSORS INC,35952W10,ARSN,3.0,1986-09-16,1986-09-16,1986-09-16,1.75
10668.0,8572.0,1986-09-17,1987-04-30,HUNTER INTL TRADE CORP,34659C10,HNTR,3.0,1986-09-17,1986-09-17,1986-09-17,0.171875
10669.0,8571.0,1986-09-17,1987-04-26,KENTUCKY MEDICAL INSURANCE CO,49135910,KYMDA,3.0,1986-09-17,1986-09-17,1986-09-17,17.0
10670.0,8573.0,1986-09-17,1992-09-28,EXCEL BANCORP INC QUINCY MASS,74857710,XCEL,3.0,1986-09-17,1986-09-17,1986-09-17,10.75
10671.0,22215.0,1925-12-31,1950-12-03,BALDWIN LOCOMOTIVE WKS,05899090,,1.0,1925-12-31,1925-12-31,1925-12-31,130.0
10672.0,46.0,1972-12-14,1985-06-14,ACME GENERAL CORP,00467110,ACME,3.0,1972-12-14,1972-12-14,1972-12-14,15.125
10673.0,8574.0,1986-09-18,1988-07-29,BEVERLY SAVINGS BANK MASS,08817810,BSBK,3.0,1986-09-18,1986-09-18,1986-09-18,6.6875
10674.0,8575.0,1986-09-18,1987-10-26,INNOVA PURE WATER INC,45792710,IPUR,3.0,1986-09-18,1986-09-18,1986-09-18,7.3125
10675.0,8577.0,1986-09-18,1986-09-21,PULAWSKI S & L ASSN S RIVER NJ,74586010,PUSL,3.0,1986-09-18,1986-09-18,1986-09-18,16.375
10676.0,8578.0,1986-09-18,1990-10-31,INSITUFORM SOUTHEAST CORP,29394110,ISEC,3.0,1986-09-18,1986-09-18,1986-09-18,7.875
10677.0,9740.0,1988-04-06,1990-12-26,CEASE FIRE CORP,14983110,CEFR,3.0,1988-04-06,1988-04-06,1988-04-06,5.4375
10678.0,8581.0,1986-09-22,1988-07-25,BILDNER J & SONS INC,09001810,JBIL,3.0,1986-09-22,1986-09-22,1986-09-22,12.875
10679.0,8584.0,1986-09-22,1987-12-10,BEST BUY DRUGS INC,08651210,BBDR,3.0,1986-09-22,1986-09-22,1986-09-22,0.265625
10680.0,8585.0,1986-09-22,1993-06-13,MR ROOTER CORP,26745510,ROOT,3.0,1986-09-22,1986-09-22,1986-09-22,2.4375
10681.0,8586.0,1986-09-23,1989-01-17,STANLEY INTERIORS CORP,85453510,STHF,3.0,1986-09-23,1986-09-23,1986-09-23,10.125
10682.0,8587.0,1986-09-23,1996-04-30,UNITED SAVINGS BK FA GREAT FALL,90991910,UBMT,3.0,1986-09-23,1986-09-23,1986-09-23,9.0
10683.0,8588.0,1986-09-23,1988-07-04,SAN FRANCISCO FED S & L ASSN,78413210,SFFD,3.0,1986-09-23,1986-09-23,1986-09-23,10.75
10684.0,8589.0,1986-09-22,1994-01-17,DOVER REGIONAL FINL SHS PA,26040910,DVRFS,3.0,1986-09-22,1986-09-22,1986-09-22,9.625
10685.0,8590.0,1986-09-23,1991-07-04,DURAMED PHARMACEUTICALS INC,26635410,DRMD,3.0,1986-09-23,1986-09-23,1986-09-23,6.375
10686.0,8582.0,1986-09-23,1992-09-03,VIRAL RESPONSE SYSTEMS INC,92764330,VRSI,3.0,1986-09-23,1986-09-23,1986-09-23,2.5625
10687.0,8591.0,1986-09-23,1994-02-09,SAGE ANALYTICS INTL INC,78662510,SAII,3.0,1986-09-23,1986-09-23,1986-09-23,3.125
10688.0,8559.0,1986-09-24,1989-09-21,C M S ADVERTISING INC,90462510,CCMS,3.0,1986-09-24,1986-09-24,1986-09-24,4.1875
