 Filing Date,Issue Date,Issuer,Main SIC Code,Nation,Ticker Symbol,Bookrunner(s),Gross spread ($),Gross Spread as % of Prncpl Amt - in this Mkt,Proceeds Amt - in this Mkt ($ mil),Offer Price,Type of Security,IPO Flag (Y/N),9-Digit Cusip,Primary Exchange Where Issuer's Stock Trades,All Managers,Management Fee as % of Prncpl Amt - in this Mkt,Underwriting Fee as % of Prncpl Amt - in this Mkt,Selling Concession as % of Prncpl Amt - in this Mkt,Marketplace,Original High Filing Price,Original Low Filing Price,Shares Filed - in this Mkt,Amt Filed - in this Mkt ($ mil),Primary Shares Offered - in this Mkt,Secondary Shs Ofrd- in this Mkt,Lock up Expiration Date,Percent of Shares Outstanding Subject to Lockup Agreement,Lockup Days,Lockup Shares,Depositary,Units,Venture Backed,Spin-off Parent Ticker,Spinoff's Parent,Number of Bookrunners,RANK_NO_LEADS,"Number of Lead, Co-lead, & Co-managers",Stock Price at Close of Offer/1st Trade,Opening Stock Price at First Trade,All Managers.1,Lead Manager,Managers,Managers.1,permno,cusip,comnam,ticker,begprc,prc,Match Name,Match Date,diff date,mid,PA %
Janney Montgomery Scott Inc",1.25,1.583,4.16667,U.S. Public,,,,44.3,3500000,,9/18/00 0:00,75.091,180,10551330,No,No,No,PTEC,Phoenix Technologies Ltd,1,1,3,21.56,,"FLEET-BOSTON//PRUD-VOLPE/NEEDHAM//BEAR
/DAIN-R-WESSELS/THOMAS-WEISEL
/SOUNDVIEW-TECH/BURNHAM-SEC/JANNEY",FLEET-BOSTON,"FLEET-BOSTON
PRUD-VOLPE
NEEDHAM","Fleet Boston Corp,Boston,Massachusetts
Prudential Volpe Technology Group
Needham & Co LLC",87782,45769H10,INSILICON CORPORATION,INSN,3/22/00,21.5625,INSILICON CORP,3/22/00,0,0,#DIV/0!

1/13/00,6/7/01,Alliance Data Systems Corp,8742,United States,ADS,BEAR,0.84,7,156,12,Common Shares,Yes,18581108,New York,"Bear Stearns & Co Inc
Merrill Lynch
Credit Suisse First Boston
Banc of America Securities LLC
Deutsche Bank
First Union Securities Inc
Lazard
Lehman Brothers
JP Morgan
Fleet Boston Corp
SG Cowen Securities Corp
UBS Warburg
Wit Soundview Group Inc
Adams Harkness & Hill Inc
William Blair & Co
Blaylock & Partners LP
Chatsworth Securities LLC
Fox-Pitt Kelton
Gaines, Berland
Gerard Klauer Mattison & Co
Hoak Breedlove Wesneski & Co
Josephthal & Co Inc
McDonald Investments
Nesbitt Burns Securities
Raymond James & Associates Inc
Sanders Morris Harris Inc
CE Unterberg Towbin",1.417,1.417,4.16667,U.S. Public,,,,300,13000000,,12/4/01 0:00,85.422,180,61385702,No,No,No,,,1,2,3,14,,"BEAR/MERRILL(JOINT)//CS-FB-CS
//BA-SEC-LLC/DEUTSCHE-BANK
/FIRST-UNION-SEC/LAZARD/LEH/JPM
/FLEET-BOSTON/SG-COWEN/UBS-WARBURG
/WIT-SOUNDVIEW/ADAMS-HARKNESS/WM-BLAIR
/BLAYLOCK-PTRNS/CHATSWORTH/FOX-PITT
/GAINES-BERLAND/GERARD-KLAUER
/HOAK-BREEDLOVE/JOSEPHTHAL/MCDONALD
/NESBITT-SEC/RAYMOND/SANDERS-HARRIS
/UNTERBERG",BEAR/MERRILL,"BEAR
/MERRILL(JOINT)
CS-FB-CS","Bear Stearns & Co Inc
Merrill Lynch & Co Inc
Credit Suisse First Boston Corp",89002,1858110,ALLIANCE DATA SYSTEMS CORP,ADS,6/8/01,14,ALLIANCE DATA SYSTEMS CORP,6/8/01,0,0,#DIV/0!

1/14/00,3/23/00,Eprise Corp,7372,United States,,DEUTSCHE-ALEX-B,1.05,7,46.8,15,Common Shares,Yes,294352109,,"Deutsche Banc Alex Brown
Dain Rauscher Corp
Wit Soundview Group Inc
Banc of America Securities LLC
Bear Stearns & Co Inc
Chase H&Q
Fleet Boston Corp
Prudential Securities Inc
SG Cowen Securities Corp
Chatsworth Securities LLC
Josephthal & Co Inc
Legg Mason Wood Walker
McDonald Investments
Edgar M. Norris & Co
Raymond James & Associates Inc
SunTrust Equitable Securities
Tucker Anthony Inc
CE Unterberg Towbin
Deutsche Banc Alex Brown",1.4,1.4,4.2,U.S. Public,,,,,3120000,,,,,,No,No,Yes,,,1,1,3,25.25,,"DEUTSCHE-ALEX-B//DAIN-RAUSCHER
/WIT-SOUNDVIEW//BA-SEC-LLC/BEAR
/CHASE-HQ/FLEET-BOSTON/PSI/SG-COWEN
/CHATSWORTH/JOSEPHTHAL/LEGG-MASON-WW
/MCDONALD/EDGAR-NORRIS/RAYMOND
/SUNTRUST-EQUI/TUCKER/UNTERBERG
//DEUTSCHE-ALEX-B(GC)",DEUTSCHE-ALEX-B,"DEUTSCHE-ALEX-B
DAIN-RAUSCHER
WIT-SOUNDVIEW","Deutsche Banc Alex Brown
Dain Rauscher Corp
Wit Soundview Group Inc",87765,29435210,EPRISE CORP,EPRS,3/24/00,25.25,EPRISE CORP,3/24/00,0,0,#DIV/0!

1/14/00,3/24/00,ETINUUM INC,7379,United States,ETIN,CHASE-HQ,0.84,7,54,12,Common Shares,Yes,297664104,Nasdaq,"Chase H&Q
Fleet Boston Corp
Wit Soundview Group Inc
US Bancorp Piper Jaffray
Banc of America Securities LLC
Robert W Baird & Co Inc
JC Bradford & Co
William Blair & Co
Parker-Hunter Inc
Hoak Breedlove Wesneski & Co
Friedman Billings Ramsey Group
E*Offering Corp
Dain Rauscher Wessels
Adams Harkness & Hill Inc
PaineWebber
SG Cowen Securities Corp
Warburg Dillon Read Inc
Thomas Weisel Partners
CIBC World Markets Inc
Chase H&Q",1.417,1.417,4.16667,U.S. Public,,,,57.5,4500000,,9/20/00 0:00,73.884,180,13399899,No,No,Yes,,,1,1,4,12.75,,"CHASE-HQ//FLEET-BOSTON/WIT-SOUNDVIEW
/US-PIPER//BA-SEC-LLC/BAIRD/BRADFORD
/WM-BLAIR/PARKER-HUNTER/HOAK-BREEDLOVE
/FRIEDMAN-B/E*OFFERING/DAIN-R-WESSELS
/ADAMS-HARKNESS/PAINE-W/SG-COWEN
/WARBURG-DR/THOMAS-WEISEL/CIBC-WORLD
//CHASE-HQ(GC)",CHASE-HQ,"CHASE-HQ
FLEET-BOSTON
WIT-SOUNDVIEW
US-PIPER","Chase H&Q
Fleet Boston Corp,Boston,Massachusetts
Wit Soundview Group Inc
US Bancorp Piper Jaffray Inc",87766,25386P10,ETINUUM INC,ETIN,3/24/00,12.375,DIGITAL LIGHTHOUSE CORP,3/24/00,0,0,#DIV/0!

1/14/00,5/19/00,coolsavings.com inc,7389,United States,CSAV,CHASE-HQ,0.49,7,23.1,7,Common Shares,Yes,216485102,Nasdaq,"Chase H&Q
Lehman Brothers
Thomas Weisel Partners
FleetBoston Robertson Stephens
CIBC World Markets Inc
Donaldson Lufkin & Jenrette
First Union Securities Inc
Lazard Freres & Co LLC
Salomon Smith Barney
SG Cowen Securities Corp
William Blair & Co
Burnham Securities Inc
Chatsworth Securities LLC
Dain Rauscher Wessels
E*Offering Corp
Pacific Crest Securities Inc
Raymond James & Associates Inc
Stephens Inc",1.429,1.714,3.85714,U.S. Public,,,,57.5,3300000,,11/15/00 0:00,82.903,180,32065353,No,No,No,,,1,1,3,5.53,,"CHASE-HQ//LEH/THOMAS-WEISEL
//FLEET-ROB-STEPH/CIBC-WORLD/DLJ
/FIRST-UNION-SEC/LAZ/SALOMON-SMITH
/SG-COWEN/WM-BLAIR/BURNHAM-SEC
/CHATSWORTH/DAIN-R-WESSELS/E*OFFERING
/PACIFIC-CREST/RAYMOND/STEPHENS",CHASE-HQ,"CHASE-HQ
LEH
THOMAS-WEISEL","Chase H&Q
Lehman Brothers
Thomas Weisel Partners",88247,21648510,COOLSAVINGS COM INC,CSAV,5/19/00,5.53125,COOLSAVINGS INC,5/22/00,3,0,#DIV/0!

1/18/00,3/17/00,ISS,7379,United States,IISX,FLEET-BOSTON,1.05,7,69,15,Common Shares,Yes,45817B103,Nasdaq,"Fleet Boston Corp
US Bancorp Piper Jaffray
Robert W Baird & Co Inc
Legg Mason Wood Walker
Chase H&Q
CIBC World Markets Inc
Deutsche Banc Alex Brown
First Union National Bancorp
ING Barings
Lehman Brothers
Prudential Securities Inc
Adams
Robinson-Humphrey Co
Sutro & Co Inc",1.4,1.4,4.2,U.S. Public,,,,69,4600000,,9/13/00 0:00,76.915,180,15451545,No,No,Yes,,,1,1,4,20.97,,"FLEET-BOSTON//US-PIPER/BAIRD
/LEGG-MASON-WW//CHASE-HQ/CIBC-WORLD
/DEUTSCHE-ALEX-B/FIRST-UNION
/ING-BARINGS/LEH/PSI/ADAMS/ROBINSON
/SUTRO",FLEET-BOSTON,"FLEET-BOSTON
US-PIPER
BAIRD
LEGG-MASON-WW","Fleet Boston Corp,Boston,Massachusetts
US Bancorp Piper Jaffray Inc
Robert W Baird & Co Inc
Legg Mason Wood Walker Inc",87779,45817B30,INTEGRATED INFORMATION SYS INC,IISX,3/17/00,20.9375,INTEGRATED INFORMATION SYSTEMS INC,3/17/00,0,0,#DIV/0!

1/18/00,3/23/00,Silicon Laboratories Inc,3674,United States,SLAB,MSDW,2.17,7,83.7,31,Common Shares,Yes,826919102,Nasdaq,"Morgan Stanley Dean Witter
Lehman Brothers
Salomon Smith Barney
Dain Rauscher Wessels
Deutsche Banc Alex Brown
AG Edwards & Sons Inc
First Union Securities Inc
Edward D Jones & Co
SG Cowen Securities Corp
Tejas Securities Inc
Thomas Weisel Partners
US Bancorp Piper Jaffray
Morgan Stanley Dean Witter",1.419,1.032,4.54839,U.S. Public,,,,80,2295000,405000,,,,,No,No,Yes,,,1,1,3,69.38,,"MSDW//LEH/SALOMON-SMITH//DAIN-R-WESSELS
/DEUTSCHE-ALEX-B/A-G-EDWARDS
/FIRST-UNION-SEC/ED-JONES/SG-COWEN
/TEJAS-SEC/THOMAS-WEISEL/US-PIPER
//MSDW(GC)",MSDW,"MSDW
LEH
SALOMON-SMITH","Morgan Stanley Dean Witter & Co
Lehman Brothers
Salomon Smith Barney",87812,82691910,SILICON LABORATORIES INC,SLAB,3/24/00,69.375,SILICON LABORATORIES INC.,3/24/00,0,0,#DIV/0!

1/18/00,4/4/00,Ulticom Inc,7372,United States,ULCM,LEH,0.91,7,45.5,13,Common Shares,Yes,903844108,Nasdaq,"Lehman Brothers
Chase H&Q
Fidelity Capital Markets
US Bancorp Piper Jaffray
Banc of America Securities LLC
Dain Rauscher Corp
First Analysis Securities
First Albany
Tucker Anthony Inc
SunTrust Equitable Securities
Nutmeg Securities Ltd
Ladenburg Thalmann & Co
John G Kinnard & Co
GunnAllen Financial Inc
Jefferies & Co Inc
Oscar Gruss & Son Inc
George K Baum & Co
Goldman Sachs & Co
Salomon Smith Barney
Arnhold and S Bleichroeder Inc
Warburg Dillon Read Inc
CIBC World Markets Inc
Lehman Brothers",1.385,1.385,4.23077,U.S. Public,,,,50,3500000,,,,,,No,No,No,,,1,1,4,20,,"LEH//CHASE-HQ/FIDELITY-CAP/US-PIPER
//BA-SEC-LLC/DAIN-RAUSCHER/F-ANALYSIS
/FIRST-ALBANY/TUCKER/SUNTRUST-EQUI
/NUTMEG-SEC/LADENBURG/KINNARD
/GUNNALLEN-FINL/JEFFERIES/OSCAR-GRUSS
/G-BAUM/GS/SALOMON-SMITH/ARNHOLD
/WARBURG-DR/CIBC-WORLD//LEH(GC)",LEH,"LEH
CHASE-HQ
FIDELITY-CAP
US-PIPER","Lehman Brothers
Chase H&Q
Fidelity Capital Markets
US Bancorp Piper Jaffray Inc",88202,90384420,ULTICOM INC,ULCM,4/5/00,20,"ULTICOM, INC",4/5/00,0,0,#DIV/0!

1/18/00,4/6/00,GoAmerica Inc,4899,United States,GOAM,BEAR,1.12,7,160,16,Common Shares,Yes,38020R106,Nasdaq,"Bear Stearns & Co Inc
Chase H&Q
Wit Soundview Group Inc
DLJdirect
US Bancorp Piper Jaffray
Banc of America Securities LLC
Brean Murray & Co Inc
JC Bradford & Co
Blaylock & Partners LP
Redwine & Company Inc
Josephthal & Co Inc
Jesup & Lamont Securities
Jefferies & Co Inc
Gerard Klauer Mattison & Co
Gaines, Berland
Gabelli & Co Inc
Friedman Billings Ramsey Group
Sands Brothers & Co Ltd
Chatsworth Securities LLC
Salomon Smith Barney
Donaldson Lufkin & Jenrette
First Union Securities Inc
Morgan Stanley Dean Witter
Fleet Boston Corp
Deutsche Bank Securities Corp",1.406,1.406,4.1875,U.S. Public,16,14,,100,10000000,,10/3/00 0:00,78.929,180,37204808,No,No,Yes,,,1,1,5,16,,"BEAR//CHASE-HQ/WIT-SOUNDVIEW/DLJ-DIRECT
/US-PIPER//BA-SEC-LLC/BREAN/BRADFORD
/BLAYLOCK-PTRNS/REDWINE-CO/JOSEPHTHAL
/JESUP/JEFFERIES/GERARD-KLAUER
/GAINES-BERLAND/GABELLI/FRIEDMAN-B
/SANDS/CHATSWORTH/SALOMON-SMITH/DLJ
/FIRST-UNION-SEC/MSDW/FLEET-BOSTON
/DEUTSCHE-BK-SEC",BEAR,"BEAR
CHASE-HQ
WIT-SOUNDVIEW
DLJ-DIRECT
US-PIPER","Bear Stearns & Co Inc
Chase H&Q
Wit Soundview Group Inc
DLJdirect
US Bancorp Piper Jaffray Inc",88165,74638910,GOAMERICA INC,GOAM,4/7/00,16,"PURPLE COMMUNICATIONS, INC.",4/7/00,0,15,0.066666667

1/19/00,10/11/00,Watson Wyatt & Co Holdings,8742,United States,WW,DEUTSCHE-ALEX-B,0.875,7,52.5,12.5,Class A Shares,Yes,942712100,New York,"Deutsche Banc Alex Brown
Banc of America Securities LLC
Robert W Baird & Co Inc
CIBC World Markets Inc
Merrill Lynch
Morgan Stanley Dean Witter
PaineWebber
Prudential Securities Inc
Fleet Boston Corp
Salomon Smith Barney
Advest Inc
William Blair & Co
Legg Mason Wood Walker
Edgar M. Norris & Co
Raymond James & Associates Inc
Shields
Deutsche Banc Alex Brown",1.44,1.44,4.12,U.S. Public,,,,50,2100000,2100000,,,,,No,No,No,,Watson Wyatt Worldwide,1,1,3,16.38,,"DEUTSCHE-ALEX-B//BA-SEC-LLC/BAIRD
//CIBC-WORLD/MERRILL/MSDW/PAINE-W/PSI
/FLEET-BOSTON/SALOMON-SMITH/ADVEST
/WM-BLAIR/LEGG-MASON-WW/EDGAR-NORRIS
/RAYMOND/SHIELDS//DEUTSCHE-ALEX-B(GC)",DEUTSCHE-ALEX-B,"DEUTSCHE-ALEX-B
BA-SEC-LLC
BAIRD","Deutsche Banc Alex Brown
Banc of America Securities LLC
Robert W Baird & Co Inc",88681,94271210,WATSON WYATT & CO HOLDINGS,WW,10/11/00,16.375,WATSON WYATT & CO HOLDINGS,10/11/01,365,0,#DIV/0!

1/20/00,3/20/00,Aclara Biosciences Inc,2836,United States,,"DEUTSCHE-ALEX-B
/WARBURG-DR(JB)",1.47,7,147.4,21,Common Shares,Yes,00461P106,,"Deutsche Banc Alex Brown
Warburg Dillon Read Inc
US Bancorp Piper Jaffray
Banc of America Securities LLC
Bear Stearns & Co Inc
Chase H&Q
CIBC World Markets Inc
Fleet Boston Corp
ING Barings
Merrill Lynch
Morgan Stanley Dean Witter
SG Cowen Securities Corp
Dain Rauscher Wessels
Dominick & Dominick Inc
Fahnestock & Co
Edgar M. Norris & Co
Pennsylvania Merchant Group
Punk Ziegel & Knoell
Tucker Anthony Inc
First Security Van Kasper & Co
Wedbush, Noble, Cooke
Deutsche Banc Alex Brown",1.429,1.381,4.19048,U.S. Public,,,,97.8,7020000,,,,,,No,No,Yes,,,2,2,3,32.13,,"DEUTSCHE-ALEX-B(JB)/WARBURG-DR(JB)
//US-PIPER//BA-SEC-LLC/BEAR/CHASE-HQ
/CIBC-WORLD/FLEET-BOSTON/ING-BARINGS
/MERRILL/MSDW/SG-COWEN/DAIN-R-WESSELS
/DOMINICK/FAHNESTOCK/EDGAR-NORRIS
/PENN-MER-GROUP/PUNK-ZIEGEL/TUCKER
/FIR-VAN-KASPER/WEDBUSH
//DEUTSCHE-ALEX-B(GC)",DEUTSCHE-ALEX-B/WARBURG-DR,"DEUTSCHE-ALEX-B
(JB)/WARBURG-DR(JB)
US-PIPER","Deutsche Banc Alex Brown
Warburg Dillon Read Inc
US Bancorp Piper Jaffray Inc",87748,00461P10,ACLARA BIOSCIENCES INC,ACLA,3/21/00,32.125,ACLARA BIOSCIENCES INC,3/21/00,0,0,#DIV/0!

1/20/00,4/4/00,Cabot Microelectronics Corp,2899,United States,CCMP,GS,1.4,7,72.3,20,Common Shares,Yes,12709P103,Nasdaq,"Goldman Sachs & Co
Merrill Lynch
Fleet Boston Corp
Banc of America Securities LLC
First Union National Bancorp
AG Edwards & Sons Inc
CIBC World Markets Inc
Advest Inc
Doley Securities
Needham & Co LLC
Goldman Sachs & Co",1.4,1.4,4.2,U.S. Public,,,,75,3615000,,,,,,No,No,No,,,1,1,3,24.88,,"GS//MERRILL/FLEET-BOSTON//BA-SEC-LLC
/FIRST-UNION/A-G-EDWARDS/CIBC-WORLD
/ADVEST/DOLEY-SEC/NEEDHAM//GS(GC)",GS,"GS
MERRILL
FLEET-BOSTON","Goldman Sachs & Co
Merrill Lynch & Co Inc
Fleet Boston Corp,Boston,Massachusetts",88152,12709P10,CABOT MICROELECTRONICS CORP,CCMP,4/4/00,24.875,CABOT MICROELECTRONICS CORP,4/5/00,1,0,#DIV/0!

1/20/00,8/7/00,America Online Latin America,7375,United States,AOLA,SALOMON-SMITH/DLJ(JB),0.42,5.25,200,8,Class A Shares,Yes,02365B100,Nasdaq,"Salomon Smith Barney
Donaldson Lufkin & Jenrette
Lehman Brothers
Cazenove & Co
Prudential Volpe Technology Gr
ABN-AMRO Holding NV
Deutsche Bank Securities
AG Edwards & Sons Inc
DLJdirect
Wit Soundview Group Inc
Thomas Weisel Partners
Wasserstein Perella Securities
PaineWebber
Morgan Stanley & Co
Merrill Lynch, Pierce, Fenner
ING Baring Furman Selz LLC
Goldman Sachs & Co
SunTrust Equitable Securities
Santander Investment Secs
Sands Brothers & Co Ltd
Robinson-Humphrey Co
Raymond James & Associates Inc
Samuel A. Ramirez & Co.
Guzman & Co
Gruntal & Co Inc
Gabelli & Co Inc
FleetBoston Robertson Stephens
Credit Suisse First Boston
Banc of America Securities LLC
Bear Stearns & Co Inc
CIBC World Markets Inc
Chase Securities Inc
Allen & Co Inc",1.125,1,3.125,U.S. Public,,,,575,25000000,,2/3/01 0:00,83.818,180,218301218,No,No,No,AOL,America Online Inc,2,2,5,8.44,,"SALOMON-SMITH(JB)/DLJ(JB)//LEH/CAZENOVE
/PRUD-VOLPE//ABN-AMRO/DBSECU
/A-G-EDWARDS/DLJ-DIRECT/WIT-SOUNDVIEW
/THOMAS-WEISEL/WP-SEC/PAINE-W/MS/ML
/ING-FURMAN/GS/SUNTRUST-EQUI/SANTUS
/SANDS/ROBINSON/RAYMOND/RAMIREZ/GUZMAN
/GRUNTAL/GABELLI/FLEET-ROB-STEPH
/CS-FB-CS/BA-SEC-LLC/BEAR/CIBC-WORLD
/CHASE-SEC/ALLEN",SALOMON-SMITH/DLJ,"SALOMON-SMITH
(JB)/DLJ(JB)
LEH
CAZENOVE
PRUD-VOLPE","Salomon Smith Barney
Donaldson Lufkin & Jenrette Inc
Lehman Brothers
Cazenove & Co
Prudential Volpe Technology Group",88500,02365B10,AMERICA ONLINE LATIN AMERICA IN,AOLA,8/8/00,8.4375,AMERICA ONLINE LATIN AMERICA IN,8/8/00,0,0,#DIV/0!

1/21/00,2/24/00,Intersil Holding Corp,3674,United States,ISIL,CS-FB/SALOMON-SMITH(JB),1.563,6.25,500,25,Class A Shares,Yes,46069S109,Nasdaq,"CS First Boston Corp
Salomon Smith Barney
Merrill Lynch
Fleet Boston Corp
SG Cowen Securities Corp
Adams Harkness & Hill Inc
W. E. Kaufman
SunTrust Equitable Securities
Scotia Capital Markets
US Bancorp Piper Jaffray
Invemed Associates Inc
Chase Securities Inc
Deutsche Banc Alex Brown
E*Offering Corp
AG Edwards & Sons Inc
Banc of America Securities LLC",1.25,1.25,3.75,U.S. Public,,,,431.3,20000000,,8/22/00 0:00,75.837,180,69301185,No,No,No,,,2,2,5,54,,"CS-FB(JB)/SALOMON-SMITH(JB)//MERRILL
/FLEET-BOSTON/SG-COWEN//ADAMS-HARKNESS
/KAUFMAN/SUNTRUST-EQUI/SCOTIA-CAP-USA
/US-PIPER/INVEMED/CHASE-SEC
/DEUTSCHE-ALEX-B/E*OFFERING/A-G-EDWARDS
/BA-SEC-LLC",CS-FB/SALOMON-SMITH,"CS-FB
(JB)/SALOMON-SMITH(JB)
MERRILL
FLEET-BOSTON
SG-COWEN","CS First Boston Corp
Salomon Smith Barney
Merrill Lynch & Co Inc
Fleet Boston Corp,Boston,Massachusetts
SG Cowen Securities Corp",87612,46069S10,INTERSIL HOLDING CORP,ISIL,2/25/00,54,INTERSIL CORP/DE,2/28/00,3,0,#DIV/0!

1/24/00,3/27/00,Moldflow Corp,7372,United States,MFLO,ADAMS-HARKNESS,0.91,7,39,13,Common Shares,Yes,608507109,Nasdaq,"Adams Harkness & Hill Inc
AG Edwards & Sons Inc
Dain Rauscher Corp
First Albany
Pacific Crest Securities Inc
Parker-Hunter Inc",1.385,1.462,4.15385,U.S. Public,,,,46,3000000,,9/23/00 0:00,66.135,180,6006048,No,No,Yes,,,1,2,2,15.25,,"ADAMS-HARKNESS/A-G-EDWARDS(JOINT)
//DAIN-RAUSCHER/FIRST-ALBANY
/PACIFIC-CREST/PARKER-HUNTER",ADAMS-HARKNESS/A-G-EDWARDS,"ADAMS-HARKNESS
/A-G-EDWARDS(JOINT)","Adams Harkness & Hill Inc
AG Edwards & Sons Inc",87791,60850710,MOLDFLOW CORP,MFLO,3/28/00,15.25,MOLDFLOW CORP,3/28/00,0,0,#DIV/0!

1/25/00,4/19/00,PEC Solutions Inc,7379,United States,PECS,DLJ,0.67,7.053,28.5,9.5,Common Shares,Yes,705107100,Nasdaq,"Donaldson Lufkin & Jenrette
Chase H&Q
Legg Mason Wood Walker
DLJdirect
Deutsche Banc Alex Brown
First Union Securities Inc
Fleet Boston Corp
ING Barings
Lehman Brothers
PaineWebber
Prudential Securities Inc
Salomon Smith Barney
SG Cowen Securities Corp
Thomas Weisel Partners
Adams Harkness & Hill Inc
Advest Inc
Robert W Baird & Co Inc
William Blair & Co
JC Bradford & Co
First Albany
Friedman Billings Ramsey Group
WR Hambrecht & Co LLC
Janney Montgomery Scott Inc
Jefferies & Co Inc
Johnston Lemon & Co Inc
CL King & Associates Inc
Ladenburg Thalmann & Co
Lebenthal
McDonald Investments
Parker-Hunter Inc
Pennsylvania Merchant Group
Sanders Morris Mundy Inc
Sands Brothers & Co Ltd
Scott & Stringfellow Financial
Stifel Nicolaus & Co Inc
SunTrust Equitable Securities",1.368,1.474,4.21053,U.S. Public,,,,75,3000000,,10/16/00 0:00,84.297,180,18510876,No,No,No,,,1,1,4,9,,"DLJ//CHASE-HQ/LEGG-MASON-WW/DLJ-DIRECT
//DEUTSCHE-ALEX-B/FIRST-UNION-SEC
/FLEET-BOSTON/ING-BARINGS/LEH/PAINE-W
/PSI/SALOMON-SMITH/SG-COWEN
/THOMAS-WEISEL/ADAMS-HARKNESS/ADVEST
/BAIRD/WM-BLAIR/BRADFORD/FIRST-ALBANY
/FRIEDMAN-B/W-R-HAMBRECHT/JANNEY
/JEFFERIES/JOHNSTON-LEMON/CL-KING
/LADENBURG/LEBENTHAL/MCDONALD
/PARKER-HUNTER/PENN-MER-GROUP
/SANDERS-MORRIS/SANDS/SCOTT-STRING
/STIFEL/SUNTRUST-EQUI",DLJ,"DLJ
CHASE-HQ
LEGG-MASON-WW
DLJ-DIRECT","Donaldson Lufkin & Jenrette Inc
Chase H&Q
Legg Mason Wood Walker Inc
DLJdirect",88187,70510710,PEC SOLUTIONS INC,PECS,4/20/00,9,PEC SOLUTIONS INC,4/21/00,1,0,#DIV/0!

1/26/00,3/27/00,Allos Therapeutics Inc,2834,United States,ALTH,SG-COWEN,1.26,7,90,18,Common Shares,Yes,19777101,Nasdaq,"SG Cowen Securities Corp
Prudential Vector Healthcare
US Bancorp Piper Jaffray
Chase H&Q
CIBC World Markets Inc
Deutsche Bank
JP Morgan
Morgan Stanley Dean Witter
Warburg Dillon Read Inc
Chatsworth Securities LLC
Gerard Klauer Mattison & Co
CL King & Associates Inc
Legg Mason Wood Walker
Parker-Hunter Inc
Ragen MacKenzie Group Inc
Tucker Anthony Inc",1.389,1.444,4.16667,U.S. Public,,,,69,5000000,,9/23/00 0:00,78.07,180,17828974,No,No,Yes,,,1,1,3,13,,"SG-COWEN//PRU-VEC-HC/US-PIPER//CHASE-HQ
/CIBC-WORLD/DEUTSCHE-BANK/JPM/MSDW
/WARBURG-DR/CHATSWORTH/GERARD-KLAUER
/CL-KING/LEGG-MASON-WW/PARKER-HUNTER
/RAGEN/TUCKER",SG-COWEN,"SG-COWEN
PRU-VEC-HC
US-PIPER","SG Cowen Securities Corp
Prudential Vector Healthcare
US Bancorp Piper Jaffray Inc",87750,1977710,ALLOS THERAPEUTICS,ALTH,3/28/00,13,ALLOS THERAPEUTICS INC,3/28/00,0,0,#DIV/0!

1/27/00,2/22/00,Nextel Partners Inc,4812,United States,NXTP,GS,1.1,5.5,399.5,20,Class A Shares,Yes,65333F107,Nasdaq,"Goldman Sachs & Co
Donaldson Lufkin & Jenrette
Credit Suisse First Boston
Deutsche Banc Alex Brown
DLJdirect
Morgan Stanley Dean Witter
First Union Securities Inc
Banc of America Securities LLC
Merrill Lynch
Goldman Sachs & Co",1.1,1.1,3.3,U.S. Public,19,15,,,19975000,,,,,,No,No,No,,,1,2,7,30.13,,"GS/DLJ(JOINT)//CS-FB-CS/DEUTSCHE-ALEX-B
/DLJ-DIRECT/MSDW/FIRST-UNION-SEC
//BA-SEC-LLC/MERRILL//GS(GC)",GS/DLJ,"GS
/DLJ(JOINT)
CS-FB-CS
DEUTSCHE-ALEX-B
DLJ-DIRECT
MSDW
FIRST-UNION-SEC","Goldman Sachs & Co
Donaldson Lufkin & Jenrette Inc
Credit Suisse First Boston Corp
Deutsche Banc Alex Brown
DLJdirect
Morgan Stanley Dean Witter & Co
First Union Securities Inc",87623,65333F10,NEXTEL PARTNERS INC,NXTP,2/23/00,30.125,NEXTEL PARTNERS INC,2/23/00,0,17,0.176470588

1/27/00,3/27/00,IntraBiotics Pharmaceuticals,2834,United States,IBPI,DEUTSCHE-ALEX-B,1.05,7,84.4,15,Common Shares,Yes,46116T100,Nasdaq,"Deutsche Banc Alex Brown
Warburg Dillon Read Inc
Adams Harkness & Hill Inc
SG Cowen Securities Corp
Chase H&Q
Prudential Securities Inc
Dominick & Dominick Inc
Salomon Smith Barney
Sanders Morris Mundy Inc
Ragen MacKenzie Group Inc
Parker-Hunter Inc
Edgar M. Norris & Co
CL King & Associates Inc
Gerard Klauer Mattison & Co
First Security Van Kasper & Co
Fahnestock & Co
Morgan Stanley Dean Witter
Fleet Boston Corp
ING Barings
JP Morgan
Merrill Lynch
Donaldson Lufkin & Jenrette
Deutsche Banc Alex Brown",1.333,1.467,4.2,U.S. Public,,,,,5625000,,,,,,No,No,Yes,,,1,1,4,15.75,,"DEUTSCHE-ALEX-B//WARBURG-DR
/ADAMS-HARKNESS/SG-COWEN//CHASE-HQ/PSI
/DOMINICK/SALOMON-SMITH/SANDERS-MORRIS
/RAGEN/PARKER-HUNTER/EDGAR-NORRIS
/CL-KING/GERARD-KLAUER/FIR-VAN-KASPER
/FAHNESTOCK/MSDW/FLEET-BOSTON
/ING-BARINGS/JPM/MERRILL/DLJ
//DEUTSCHE-ALEX-B(GC)",DEUTSCHE-ALEX-B,"DEUTSCHE-ALEX-B
