comnam,ticker,filingYr
"QC HOLDINGS, INC.",QCCO,2004
GREENFIELD ONLINE INC,SRVY,2004
XENOGEN CORP,XGEN,2004
FREESCALE SEMICONDUCTOR INC,FSL,2004
COLLEGIATE FUNDING SERVICES INC,CFSI,2004
PHASE FORWARD INC,PFWD,2004
"IN VERITAS MEDICAL DIAGNOSTICS, INC.",SIPC,2004
HOMEBANC CORP,HMB,2004
DOMINOS PIZZA INC,DPZ,2004
AFFIRMATIVE INSURANCE HOLDINGS INC,AFFM,2004
KONGZHONG CORP,KONG,2004
NETLOGIC MICROSYSTEMS INC,NETL,2004
HOLLY ENERGY PARTNERS LP,HEP,2004
"WELLCARE HEALTH PLANS, INC.",WCG,2004
ECOST COM INC,ECST,2004
CHINA MINERAL ACQUISITION CORP,CMAQU,2004
GOOGLE INC.,GOOG,2004
SNB BANCSHARES INC,SNBT,2004
COHEN & STEERS INC,CNS,2004
AMERICAN CAMPUS COMMUNITIES INC,ACC,2004
EUROBANCSHARES INC,EUBK,2004
EXTRA SPACE STORAGE INC.,EXR,2004
"STEREOTAXIS, INC.",STXS,2004
WESTLAKE CHEMICAL CORP,WLK,2004
KITE REALTY GROUP TRUST,KRG,2004
PLACER SIERRA BANCSHARES,PLSB,2004
"EMERALD OIL, INC.",WPTE,2004
SYNERON MEDICAL LTD.,ELOS,2004
BIOMED REALTY TRUST INC,BMR,2004
NAVTEQ CORP,NVT,2004
"COMMERCIAL VEHICLE GROUP, INC.",CVGI,2004
RIGHTNOW TECHNOLOGIES INC,RNOW,2004
NEW RIVER PHARMACEUTICALS INC,NRPH,2004
FUZEBOX SOFTWARE CORP,CALL,2004
MPC CORP,HCO,2004
PRIMUS GUARANTY LTD,PRS,2004
CPFL ENERGY INC,CPL,2004
NESS TECHNOLOGIES INC,NSTC,2004
JAMDAT MOBILE INC,JMDT,2004
"51JOB, INC.",JOBS,2004
"VISUAL SCIENCES, INC.",WSSI,2004
"COGENT, INC.",COGT,2004
BEACON ROOFING SUPPLY INC,BECN,2004
VALLEY BANCORP,VLLY,2004
EDUCATE INC,EEEE,2004
SAXON CAPITAL INC,SAXND,2004
NEPHROS INC,NEP,2004
"BIMINI CAPITAL MANAGEMENT, INC.",BMM,2004
STONEMOR PARTNERS LP,STON,2004
"DIGITAL REALTY TRUST, INC.",DLR,2004
MECHEL PAO,MTL,2004
U.S. SHIPPING PARTNERS L.P.,USS,2004
"ELONG, INC.",LONG,2004
"RAND LOGISTICS, INC.",RAQCU,2004
"DREAMWORKS ANIMATION, LLC",DWA,2004
BUILD A BEAR WORKSHOP INC,BBW,2004
"CALAMOS ASSET MANAGEMENT, INC. /DE/",CLMS,2004
"FOXHOLLOW TECHNOLOGIES, INC.",FOXH,2004
GMH COMMUNITIES TRUST,GCT,2004
SHOPPING COM LTD,SHOP,2004
NORTHSTAR REALTY FINANCE CORP.,NRF,2004
CUBESMART,YSI,2004
"TOWER GROUP INTERNATIONAL, LTD.",TWGP,2004
TELVENT GIT S A,TLVT,2004
"SUNSTONE HOTEL INVESTORS, INC.",SHO,2004
SMARTPROS LTD.,PED'U,2004
"CELEBRATE EXPRESS, INC.",BDAY,2004
VNUS MEDICAL TECHNOLOGIES INC,VNUS,2004
LOCAL CORP,INCX,2004
CHINA FINANCE ONLINE CO. LTD,JRJC,2004
COTHERIX INC,CTRX,2004
GIGABEAM CORP,GGBM,2004
PLANETOUT INC,LGBT,2004
ANSWERS CORP,GRU,2004
HURON CONSULTING GROUP INC.,HURN,2004
"B&G FOODS, INC.",BGF,2004
INTRALASE CORP,ILSE,2004
HUTCHISON TELECOMMUNICATIONS INTERNATIONAL LTD,HTX,2004
"PILGRIM'S PRIDE CORP OF GEORGIA, INC.",GKIS,2004
"RTW RETAILWINDS, INC.",NWY,2004
THOMAS PROPERTIES GROUP INC,TPGI,2004
SMARTFINANCIAL INC.,CSBQ,2004
ATLANTIC COAST FEDERAL CORP,ACFC,2004
"PB BANCORP, INC.",PSBH,2004
"TEXAS ROADHOUSE, INC.",TXRH,2004
"INNOVIVA, INC.",THRX,2004
"PEOPLESUPPORT, INC.",PSPT,2004
"SI FINANCIAL GROUP, INC.",SIFI,2004
LIBERTY BANK,NVSL,2004
NEW CENTURY FINANCIAL CORP,NEW,2004
"EAGLE HOSPITALITY PROPERTIES TRUST, INC.",EHP,2004
UAP HOLDING CORP,UAPH,2004
MONOLITHIC POWER SYSTEMS INC,MPWR,2004
"PORTALPLAYER, INC.",PLAY,2004
CHINA UNISTONE ACQUISITION CORP,CUAQU,2004
COINMACH SERVICE CORP,DRY,2004
IOWA TELECOMMUNICATIONS SERVICES INC,IWA,2004
PRA INTERNATIONAL,PRAI,2004
"SPECIALTY UNDERWRITERS ALLIANCE, INC.",SUAI,2004
INPHONIC INC,INPC,2004
CHINA NETCOM GROUP CORP (HONG KONG) LTD,CN,2004
NALCO HOLDING CO,NLC,2004
"ORMAT TECHNOLOGIES, INC.",ORA,2004
ZIPREALTY INC,ZIPR,2004
"COPANO ENERGY, L.L.C.",CPNO,2004
ARLINGTON TANKERS LTD.,ATB,2004
MARKETAXESS HOLDINGS INC,MKTX,2004
AAMES INVESTMENT CORP,AIC,2004
"CGE ENERGY, INC.",MKBY,2004
OCEAN SHORE HOLDING CO,OSHC,2004
WARREN RESOURCES INC,WRES,2004
SOTHERLY HOTELS INC.,MDH,2004
"ABINGTON COMMUNITY BANCORP, INC.",ABBC,2004
"ADVANCE AMERICA, CASH ADVANCE CENTERS, INC.",AEA,2004
ARBINET CORP,ARBX,2004
"TRADE STREET RESIDENTIAL, INC.",FMP,2004
HERBALIFE NUTRITION LTD.,HLF,2004
"INTERLINE BRANDS, INC./DE",IBI,2004
KMG AMERICA CORP,KMA,2004
MACQUARIE INFRASTRUCTURE CO TRUST,MIC,2004
"CAMBRIDGE DISPLAY TECHNOLOGY, INC.",OLED,2004
OTELCO TELECOMMUNICATIONS LLC,OTT,2004
SPIRIT FINANCE CORPORATION,SFC,2004
"GREAT WOLF RESORTS, INC.",WOLF,2004
THE9 LTD,NCTY,2004
LAS VEGAS SANDS CORP,LVS,2004
SPY INC.,ORNG,2004
KNOLL INC,KNL,2004
"INTERNATIONAL SHIPPING ENTERPRISES, INC.",ISHPU,2004
BLUELINX HOLDINGS INC.,BXC,2004
"COMSTOCK HOLDING COMPANIES, INC.",CHCI,2004
CONOR MEDSYSTEMS INC,CONR,2004
BILL BARRETT CORP,BBG,2004
ADEZA BIOMEDICAL CORP,ADZA,2004
FIRST STATE FINANCIAL CORP/FL,FSTF,2004
COMMUNITY BANCORP,CBON,2004
SYMMETRY MEDICAL INC.,SMA,2004
"MARKET LEADER, INC.",SOLD,2004
TEARLAB CORP,RHEO,2004
"ALPHA NATURAL RESOURCES, INC.",FCL,2004
CABG MEDICAL INC,CABG,2004
HOME FEDERAL BANCORP INC,HOME,2004
NINETOWNS INTERNET TECHNOLOGY GROUP CO LTD,NINE,2004
