comnam,ticker,filingYr
VYYO INC,VYYO,2000
CABOT MICROELECTRONICS CORP,CCMP,2000
"SCIELE PHARMA, INC.",FHRX,2000
"NRG ENERGY, INC.",NRG,2000
SIRENZA MICRODEVICES INC,SMDI,2000
SONUS INC,SONS,2000
UNIVERSAL COMPRESSION HOLDINGS INC,UCO,2000
CENTILLIUM COMMUNICATIONS INC,CTLM,2000
INTEGRATED CIRCUIT SYSTEMS INC,ICST,2000
COOLSAVINGS INC,CSAV,2000
"PIXELWORKS, INC",PXLW,2000
US UNWIRED INC,UNWR,2000
IBEAM BROADCASTING CORP,IBEM,2000
NOGATECH INC,NGTC,2000
NEW FOCUS INC,NUFO,2000
SEQUOIA SOFTWARE CORP,SQSW,2000
ORCHID CELLMARK INC,ORCH,2000
"ICORIA, INC.",PDGM,2000
GENOMIC SOLUTIONS INC,GNSL,2000
CROWN MEDIA HOLDINGS INC,CRWN,2000
C CUBE MICROSYSTEMS INC/DE,CUBE,2000
"OTIX GLOBAL, INC.",SNCI,2000
"MONOGRAM BIOSCIENCES, INC.",VLGC,2000
AT&T CORP,AWE,2000
EXFO INC.,EXFO,2000
"IGO, INC.",MOBE,2000
ERECORD MANAGEMENT INC (NV),RTTC,2000
STORAGENETWORKS INC,STOR,2000
VIRAGE INC,VRGE,2000
CARESCIENCE INC,CARE,2000
ACCORD NETWORKS LTD,ACCD,2000
CAPSTONE TURBINE CORP,CPST,2000
GENUITY INC,GENU,2000
BUSYBOX COM INC,BUSY,2000
STRATOS INTERNATIONAL INC,STLW,2000
EFUNDS CORP,EFDS,2000
MARVELL TECHNOLOGY GROUP LTD,MRVL,2000
CLICK COMMERCE INC,CKCM,2000
OCCAM NETWORKS INC/DE,ACCL,2000
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,2000
QUALSTAR CORP,QBAK,2000
MANUFACTURERS SERVICES LTD,MSV,2000
CLICKSOFTWARE TECHNOLOGIES LTD,CKSW,2000
CEPHEID,CPHD,2000
HANDSPRING INC,HAND,2000
ECHAPMAN INC,ECMN,2000
SILVERLINE TECHNOLOGIES LTD,SLT,2000
DENDREON CORP,DNDN,2000
BAY NATIONAL CORP,BANI,2000
OSCA INC,OSCA,2000
REDIFF COM INDIA LTD,REDF,2000
AUGUST TECHNOLOGY CORP,AUGT,2000
INTUITIVE SURGICAL INC,ISRG,2000
KNIGHT ENERGY CORP.,ITGI,2000
"TELZUIT MEDICAL TECHNOLOGIES, INC.",TTA,2000
COMMUNITY HEALTH SYSTEMS INC,CYH,2000
GLOBAL DIVERSIFIED INDUSTRIES INC,GDVI,2000
FIRST NATIONAL BANCSHARES INC /SC/,FNSC,2000
VISTEON CORP,VC,2000
UBIQUITEL INC,UPCS,2000
GRANITE CITY FOOD & BREWERY LTD.,GCFB,2000
EXULT INC,EXLT,2000
CROSSWORLDS SOFTWARE INC,CWLD,2000
ONI SYSTEMS CORP,ONIS,2000
CAMTEK LTD,CAMT,2000
BROADWING CORP,CORV,2000
ARENA PHARMACEUTICALS INC,ARNA,2000
SOAPSTONE NETWORKS INC.,AVCI,2000
GENENCOR INTERNATIONAL INC,GCOR,2000
KERYX BIOPHARMACEUTICALS INC,KERX,2000
LEXENT INC,LXNT,2000
ILLUMINA INC,ILMN,2000
VALICERT INC,VLCT,2000
WEBEX COMMUNICATIONS INC,WEBX,2000
TYCOM LTD,TCM,2000
MAINSPRING INC,MSPR,2000
RITA MEDICAL SYSTEMS INC,RITA,2000
"INFINITY PHARMACEUTICALS, INC.",DPII,2000
"CYTOCORE, INC.",AMEV,2000
GEMINI GENOMICS PLC,GMNI,2000
RAINDANCE COMMUNICATIONS INC,EVOK,2000
BLUE MARTINI SOFTWARE INC,BLUE,2000
INTERLAND INC,ILND,2000
TALARIAN CORP,TALR,2000
CORIO INC,CRIO,2000
VARIAGENICS INC,VGNX,2000
SMTC CORP,SMTX,2000
AIRSPAN NETWORKS INC,AIRN,2000
VASCULAR SOLUTIONS LLC,VASC,2000
ARGONAUT TECHNOLOGIES INC,AGNT,2000
"SUPPORT.COM, INC.",SPRT,2000
DGI RESOLUTION INC,DCGN,2000
"PRECIPIO, INC.",TBIO,2000
OMNIVISION TECHNOLOGIES INC,OVTI,2000
CASSAVA SCIENCES INC,PTIE,2000
SRTI BLOCKCHAIN GENERATION INC,SRTI,2000
I MANY INC,IMNY,2000
TRITON NETWORK SYSTEMS INC,TNSI,2000
NETWORK ENGINES INC,NENG,2000
DIVINE INC,DVIN,2000
SOHU COM INC,SOHU,2000
AXCELIS TECHNOLOGIES INC,ACLS,2000
ENTEGRIS INC,ENTG,2000
FLEETBOSTON FINANCIAL CORP,FBF.K,2000
SERANOVA INC,SERA,2000
"KNOVA SOFTWARE, INC.",SVCW,2000
ISTA PHARMACEUTICALS INC,ISTA,2000
PINNACLE FINANCIAL PARTNERS INC,PNFP,2000
PECO II INC,PIII,2000
VIASOURCE COMMUNICATIONS INC,VVVV,2000
WJ COMMUNICATIONS INC,WJCI,2000
INTEGRATED TELECOM EXPRESS INC/ CA,ITXI,2000
AVISTAR COMMUNICATIONS CORP,AVSR,2000
VELOCITYHSI INC,VHSI,2000
O2WIRELESS SOLUTIONS INC,OTWO,2000
PEOPLEPC INC,PEOP,2000
LEXAR MEDIA INC,LEXR,2000
DYAX CORP,DYAX,2000
VIEWLOCITY INC,SYNQ,2000
"MABVAX THERAPEUTICS HOLDINGS, INC.",TELK,2000
EQUINIX INC,EQIX,2000
AMERICAN MEDICAL SYSTEMS HOLDINGS INC,AMMD,2000
ESPERION THERAPEUTICS INC/MI,ESPR,2000
EVOLVE SOFTWARE INC,EVLV,2000
LARGE SCALE BIOLOGY CORP,LSBC,2000
MEDIALIVE INTERNATIONAL INC,KME,2000
BELMOND LTD.,OEH,2000
"RTI SURGICAL, INC.",RTIX,2000
VINA TECHNOLOGIES INC,VINA,2000
TVIA INC,TVIA,2000
RADVIEW SOFTWARE LTD,RDVW,2000
REPEATER TECHNOLOGIES INC,RPTR,2000
PHARSIGHT CORP,PHST,2000
MCDATA CORP,MCDT,2000
MILLENNIUM CELL INC,MCEL,2000
H POWER CORP,HPOW,2000
ATHEROGENICS INC,AGIX,2000
"STATS CHIPPAC, INC.",CHPC,2000
P10 HOLDINGS INC,ACPW,2000
ADVANCED POWER TECHNOLOGY INC,APTI,2000
MEDICINES CO /DE,MDCO,2000
MIND CTI LTD,MNDO,2000
PEMSTAR INC,PMTR,2000
TELECOMMUNICATION SYSTEMS INC /FA/,TSYS,2000
LANTRONIX INC,LTRX,2000
MICROTUNE INC,TUNE,2000
INNOVATIVE SOLUTIONS & SUPPORT INC,ISSC,2000
BRUKER CORP,BDAL,2000
EXE TECHNOLOGIES INC,EXEE,2000
3 DIMENSIONAL PHARMACEUTICALS INC,DDDP,2000
IASIAWORKS INC,IAWK,2000
ROSETTA INPHARMATICS INC,RSTA,2000
VICURON PHARMACEUTICALS INC,VERS,2000
RESONATE INC,RSNT,2000
PINNACOR INC,SCRM,2000
SIGNALSOFT CORP,SGSF,2000
INSPIRE PHARMACEUTICALS INC,ISPH,2000
DELTAGEN INC,DGEN,2000
EROOMSYSTEM TECHNOLOGIES INC,ERMS,2000
OPNET TECHNOLOGIES INC,OPNT,2000
GENAISSANCE PHARMACEUTICALS INC,GNSC,2000
ENTRAVISION COMMUNICATIONS CORP,EVC,2000
"CALIFORNIA PIZZA KITCHEN, INC.",CPKI,2000
CONVERGENT GROUP CORP,CVGP,2000
SPEECHWORKS INTERNATIONAL INC,SPWX,2000
CLOUDWARD INC,TRPH,2000
VIRAGE LOGIC CORP,VIRL,2000
PROXIM CORP,WMUX,2000
IPO CONNECTION COM,IPOC,2000
"ROAD, INC",ARDI,2000
"VERMILLION, INC.",CIPH,2000
DOCENT INC,DCNT,2000
INTEGER HOLDINGS CORP,GB,2000
GENOMICA CORP /DE/,GNOM,2000
ELASTIC NETWORKS INC,ELAS,2000
INTERSHOP COMMUNICATIONS AG,ISHP,2000
PROTON ENERGY SYSTEMS INC,PRTN,2000
"STEC, INC.",STEC,2000
APOLLO EDUCATION GROUP INC,UOPX,2000
VASTERA INC,VAST,2000
FIRST FEDERAL BANCSHARES INC /DE,FFBI,2000
DURECT CORP,DRRX,2000
EDEN BIOSCIENCE CORP,EDEN,2000
AVANTGO INC,AVGO,2000
HYDRIL CO,HYDL,2000
MIRANT CORP,SOE,2000
COSINE COMMUNICATIONS INC,COSN,2000
CURON MEDICAL INC,CURN,2000
INRANGE TECHNOLOGIES CORP,INRG,2000
OMNISKY CORP,OMNY,2000
TTM TECHNOLOGIES INC,TTMI,2000
ZENGINE INC,ZNGN,2000
VIRYANET LTD,VRYA,2000
CHILES OFFSHORE INC/NEW/,COD,2000
SUN BANCSHARES INC,SNBA,2000
HYDROGENICS CORP,HYGS,2000
FIRST SCIENTIFIC INC,FSFI,2000
MEDICHEM LIFE SCIENCES INC,MCLS,2000
WESTPORT RESOURCES CORP,WRC,2000
WIPRO LTD,WIT,2000
"DELCATH SYSTEMS, INC.",DCTHU,2000
MONSANTO CO /NEW/,MON,2000
IXIA,XXIA,2000
ENDWAVE CORP,ENWV,2000
FINGER LAKES BANCORP INC,FLBC,2000
INTROGEN THERAPEUTICS INC,INGN,2000
SYNPLICITY INC,SYNP,2000
W-H ENERGY SERVICES INC,WHES,2000
POZEN INC /NC,POZN,2000
PHARMANET DEVELOPMENT GROUP INC,SFC,2000
TOWERS WATSON DELAWARE HOLDINGS INC.,WW,2000
ASIA GLOBAL CROSSING LTD,AGCX,2000
ADVANCED SWITCHING COMMUNICATIONS INC,ASCX,2000
"TAPESTRY, INC.",COH,2000
NEWPOWER HOLDINGS INC,NPW,2000
KOSAN BIOSCIENCES INC,KOSN,2000
OPLINK COMMUNICATIONS INC,OPLK,2000
INFORMAX INC,INMX,2000
"ASE TECHNOLOGY HOLDING CO., LTD.",ASX,2000
RIGEL PHARMACEUTICALS INC,RIGL,2000
IMAGICTV INC,IMTV,2000
ALLIANCE FIBER OPTIC PRODUCTS INC,AFOP,2000
ARRAY BIOPHARMA INC,ARRY,2000
BEACON POWER CORP,BCON,2000
INSEEGO CORP.,NVTL,2000
ORION POWER HOLDINGS INC,ORN,2000
ADOLOR CORP,ADLR,2000
AEROGEN INC,AEGN,2000
COMPUTER ACCESS TECHNOLOGY CORP,CATZ,2000
"GEOPHARMA, INC.",GORX,2000
LUMINENT INC,LMNE,2000
TRANSMETA CORP,TMTA,2000
OPTICAL COMMUNICATION PRODUCTS INC,OCPI,2000
UTI WORLDWIDE INC,UTIW,2000
"EPL OIL & GAS, INC.",EPL,2000
EVERGREEN SOLAR INC,ESLR,2000
BANK MUTUAL CORP,BKMU,2000
RESOURCES CONNECTION INC,RECN,2000
GENVEC INC,GNVC,2000
GARMIN LTD,GRMN,2000
SPECIALTY LABORATORIES INC,SP,2000
STEWART W P & CO LTD,WPL,2000
AMERICAN PHYSICIANS CAPITAL INC,ACAP,2000
HARVARD BIOSCIENCE INC,HBIO,2000
