comnam,ticker,filingYr
"AXOS FINANCIAL, INC.",BOFI,2005
SHAMIR OPTICAL INDUSTRY LTD.,SHMR,2005
"INTERNATIONAL SECURITIES EXCHANGE HOLDINGS, INC.",ISE,2005
ASPREVA PHARMACEUTICALS CORP,ASPV,2005
KENTUCKY FIRST FEDERAL BANCORP,KFFB,2005
"VERIFONE SYSTEMS, INC.",PAY,2005
ACCURIDE CORP,ACW,2005
NATIONAL ATLANTIC HOLDINGS CORP,NAHC,2005
JORGENSEN EARLE M CO /DE/,JOR,2005
DEXCOM INC,DXCM,2005
"BLACK RAVEN ENERGY, INC.",PRB,2005
"FREIGHTCAR AMERICA, INC.",RAIL,2005
"BROOKLYN FEDERAL BANCORP, INC.",BFSB,2005
"BENJAMIN FRANKLIN BANCORP, INC.",BFBC,2005
FASTCLICK INC,FSTC,2005
DIAMONDROCK HOSPITALITY CO,DRH,2005
"SSA GLOBAL TECHNOLOGIES, INC",SSAG,2005
TRANSMONTAIGNE PARTNERS LLC,TLP,2005
ROCKVILLE FINANCIAL INC.,RCKB,2005
"VYTERIS, INC.",VYHN,2005
CITI TRENDS INC,CTRN,2005
XERIUM TECHNOLOGIES INC,XRM,2005
WARNER MUSIC GROUP CORP.,WMG,2005
NEW SKIES SATELLITES HOLDINGS LTD.,NSE,2005
"BOIS D ARC ENERGY, INC.",BDE,2005
CHINA TECHFAITH WIRELESS COMMUNICATION TECHNOLOGY LTD,CNTF,2005
ZUMIEZ INC,ZUMZ,2005
TEEKAY LNG PARTNERS L.P.,TGP,2005
LAZARD LTD,LAZ,2005
"MORNINGSTAR, INC.",MORN,2005
COFFEE HOLDING CO INC,JVA,2005
"CLEARPOINT BUSINESS RESOURCES, INC",TNVA,2005
COLONIAL BANKSHARES INC,COBK,2005
RENASANT CORPORATION,HBOS,2005
SILICON MOTION TECHNOLOGY CORP,SIMO,2005
"JAMBA, INC.",SVI.U,2005
TAC ACQUISITION CORP.,TACAU,2005
VOLCOM INC,VLCM,2005
WESTERN ALLIANCE BANCORPORATION,WAL,2005
"COLUMBIA EQUITY TRUST, INC.",COE,2005
CIFC CORP.,DFR,2005
DESIGNER BRANDS INC.,DSW,2005
NEUSTAR INC,NSR,2005
HEMOSENSE INC,HEM,2005
KKR FINANCIAL CORP,KFN,2005
KENEXA CORP,KNXA,2005
BANKFINANCIAL CORP,BFIN,2005
TBS INTERNATIONAL LTD,TBSI,2005
LINCOLN EDUCATIONAL SERVICES CORP,LINC,2005
EAGLE BULK SHIPPING INC.,EGLE,2005
"BUILDERS FIRSTSOURCE, INC.",BLDR,2005
ALLION HEALTHCARE INC,ALLI,2005
CRESTWOOD HOLDINGS LP,NRGP,2005
NUVIM INC,NUVMU,2005
MICRUS ENDOVASCULAR CORP,MEND,2005
EV3 INC.,EVVV,2005
GENTIUM S.P.A.,GNT,2005
"PREMIUM STANDARD FARMS, INC.",PORK,2005
SILICON GRAPHICS INTERNATIONAL CORP,RACK,2005
"LHC GROUP, INC",LHCG,2005
NEWLEAD HOLDINGS LTD.,RAMS,2005
XENOPORT INC,XNPT,2005
"GOLF GALAXY, INC.",GGXY,2005
"ALTIMMUNE, INC.",HAQ.U,2005
"SUPERIOR WELL SERVICES, INC",SWSI,2005
"ALON USA ENERGY, INC.",ALJ,2005
PIKE CORP,PEC,2005
ITC HOLDINGS CORP.,ITC,2005
MAIDENFORM BRANDS LLC,MFB,2005
HITTITE MICROWAVE CORP,HITT,2005
GENCO SHIPPING & TRADING LTD,GSTL,2005
"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",CNSL,2005
"ADAMS RESPIRATORY THERAPEUTICS, INC.",ARXT,2005
DIAMOND FOODS INC,DMND,2005
FPB BANCORP INC,FPBI,2005
"PEPPERBALL TECHNOLOGIES, INC.",SWATU,2005
ORCHIDS PAPER PRODUCTS CO /DE,TIS,2005
BIRD ACQUISITION CORP.,QMAR,2005
"TSS, INC.",FAACU,2005
CRYOCOR INC,CRYO,2005
"IXI MOBILE, INC.",ISLT,2005
JER INVESTORS TRUST INC,JRT,2005
ALERITAS CAPITAL CORP.,OMACU,2005
"OTTAWA SAVINGS BANCORP, INC.",OTTW,2005
UNITED FINANCIAL BANCORP INC,UBNK,2005
FOCUS MEDIA HOLDING LTD,FMCN,2005
MEDICAL PROPERTIES TRUST INC,MPW,2005
AMERICAN COMMUNITY NEWSPAPERS INC.,CRB/U,2005
180 CONNECT INC.,AVPAU,2005
ENTERPRISE GP HOLDINGS L.P.,EPE,2005
"RMX HOLDINGS, INC.",RMX,2005
NARROWSTEP INC,NRWS,2005
ALUS LIQUIDATION CORP,ITHKU,2005
WILLIAMS PARTNERS L.P.,WPZ,2005
"ROCKWOOD HOLDINGS, INC.",ROC,2005
KONA GRILL INC,KONA,2005
"BRONCO DRILLING COMPANY, INC.",BRNC,2005
"CF INDUSTRIES HOLDINGS, INC.",CF,2005
HEARTLAND PAYMENT SYSTEMS INC,HPY,2005
REFCO INC.,RFX,2005
RBC BEARINGS INC,ROLL,2005
REDDY ICE HOLDINGS INC,FRZ,2005
FIRST SECURITY GROUP INC/TN,FSGI,2005
"COLEY PHARMACEUTICAL GROUP, INC.",COLY,2005
"CHINA MEDICAL TECHNOLOGIES, INC.",CMED,2005
"RUTHS HOSPITALITY GROUP, INC.",RUTH,2005
"JAMES RIVER GROUP, INC",JRVR,2005
"K&F INDUSTRIES HOLDINGS, INC.",KFI,2005
SEASPAN CORP,SSW,2005
CHARDAN NORTH CHINA ACQUISITION CORP,CNCAU,2005
"BAIDU, INC.",BIDU,2005
"ADVANCED LIFE SCIENCES HOLDINGS, INC.",ADLS,2005
"ATRICURE, INC.",ATRC,2005
CHARDAN SOUTH CHINA ACQUISITION CORP,CSCAU,2005
DRESSER-RAND GROUP INC.,DRC,2005
HOKU CORP,HOKU,2005
ADVANCED ANALOGIC TECHNOLOGIES INC,AATI,2005
ESCHELON TELECOM INC,ESCH,2005
"WORLDSPACE, INC",WRSP,2005
UNICA CORP,UNCA,2005
"MWI VETERINARY SUPPLY, INC.",MWIV,2005
"REPUBLIC COMPANIES GROUP, INC.",RUTX,2005
PARENT CO,BUN,2005
"STATE NATIONAL BANCSHARES, INC.",SNBI,2005
CIMPRESS N.V.,VPRT,2005
WEBMD HEALTH CORP.,WBMD,2005
TALEO CORP,TLEO,2005
GENOMIC HEALTH INC,GHDX,2005
GLOBAL PARTNERS LP,GLP,2005
AVALON PHARMACEUTICALS INC,AVRX,2005
"CARIBOU COFFEE COMPANY, INC.",CBOU,2005
ITURAN LOCATION & CONTROL LTD.,ITRN,2005
"HORIZON LINES, INC.",HRZ,2005
TRX INC/GA,TRXI,2005
SUNESIS PHARMACEUTICALS INC,SNSS,2005
EVERI HOLDINGS INC.,GCA,2005
NORTH POINTE HOLDINGS CORP,NPTE,2005
"IKANOS COMMUNICATIONS, INC.",IKAN,2005
NEXITY FINANCIAL CORP,NXTY,2005
WILLIAMS SCOTSMAN INTERNATIONAL INC,WLSC,2005
U.S. HELICOPTER CORP,USHP,2005
EQUITY MEDIA HOLDINGS CORP,CNUTU,2005
"NET ELEMENT, INC.",SPLX,2005
ACCENTIA BIOPHARMACEUTICALS INC,ABPI,2005
"STRATA SKIN SCIENCES, INC.",MELA,2005
"TH MERGER COMPANY, LLC",CSA,2005
"HERCULES OFFSHORE, INC.",HERO,2005
SAJAN INC,MATH,2005
"NXSTAGE MEDICAL, INC.",NXTM,2005
PLATINUM ENERGY RESOURCES INC,PGRIU,2005
"HALITRON, INC.",TKNK,2005
KEY HOSPITALITY ACQUISITION CORP,KHPAU,2005
CHEM RX CORP,PMQCU,2005
"NCI, INC.",NCIT,2005
ATS CORP,FDSAU,2005
CBOT HOLDINGS  INC,BOT,2005
"POKERTEK, INC.",PTEK,2005
"DHT HOLDINGS, INC.",DHT,2005
"TAL INTERNATIONAL GROUP, INC.",TAL,2005
INVESTORS BANCORP INC,ISBC,2005
AMERICAN COMMERCIAL LINES INC.,ACLI,2005
STEALTHGAS INC.,GASS,2005
WATERSTONE FINANCIAL INC,WAUW,2005
GUARANTY BANCORP,CBHI,2005
"ACTIONS SEMICONDUCTOR CO., LTD.",ACTS,2005
BROOKDALE SENIOR LIVING INC.,BKD,2005
TRONOX INC,TRX,2005
UNION DRILLING INC,UDRL,2005
"UNDER ARMOUR, INC.",UARM,2005
AMERISAFE INC,AMSF,2005
DOVER SADDLERY INC,DOVR,2005
SUNPOWER CORP,SPWR,2005
"INTERCONTINENTAL EXCHANGE HOLDINGS, INC.",ICE,2005
VIMICRO INTERNATIONAL CORP,VIMC,2005
"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,2005
IHS INC.,IHS,2005
COLD SPRING CAPITAL INC.,CDS.U,2005
SAIFUN SEMICONDUCTORS LTD.,SFUN,2005
"EPIRUS BIOPHARMACEUTICALS, INC.",CRXX,2005
IROBOT CORP,IRBT,2005
"BOARDWALK PIPELINE PARTNERS, LP",BWP,2005
"CBEYOND, INC.",CBEY,2005
"NEWKIRK REALTY TRUST, INC.",NKT,2005
"WEB.COM GROUP, INC.",WSPI,2005
"VISTULA COMMUNICATIONS SERVICES, INC.",VSTL,2005
NUCRYST PHARMACEUTICALS CORP.,NCSTV,2005
"PIXELPLUS CO., LTD.",PXPL,2005
"MAJESTIC CAPITAL, LTD.",CRMH,2005
"DEI HOLDINGS, INC.",DEIX,2005
"AMERICAN APPAREL, INC",EDA-U,2005
ENVISION HEALTHCARE CORP,EMS,2005
EMERGENCY MEDICAL SERVICES L.P.,EMS,2005
STAR MARITIME ACQUISITION CORP.,SEAU,2005
SPANSION INC.,SPSN,2005
"PERNIX SLEEP, INC.",SOMX,2005
REPUBLIC PROPERTY TRUST,RPB,2005
CAROLINA NATIONAL CORP,CNCP,2005
"COPA HOLDINGS, S.A.",CPA,2005
"SUNTECH POWER HOLDINGS CO., LTD.",STP,2005
"DEALERTRACK TECHNOLOGIES, INC",TRAK,2005
CAPITALSOUTH BANCORP,CAPB,2005
SCOPUS VIDEO NETWORKS LTD.,SCOP,2005
INVESCO CURRENCYSHARES EURO TRUST,FXE,2005
INNOVATIVE CARD TECHNOLOGIES INC,INVC,2005
"BASIC ENERGY SERVICES, INC.",BAS,2005
CYNOSURE INC,CYNO,2005
"WIDERTHAN CO., LTD.",WTHN,2005
IGATE COMPUTER SYSTEMS LTD,PTI,2005
"VOCUS, INC.",VOCS,2005
"DCP MIDSTREAM, LP",DPM,2005
