comnam,ticker,filingYr
MEDIAMIND TECHNOLOGIES INC.,MDMD,2010
UNITED STATES COMMODITY INDEX FUNDS TRUST,USCI,2010
"INTRALINKS HOLDINGS, INC.",IL,2010
NXP SEMICONDUCTORS N.V.,NXPI,2010
NUPATHE INC.,PATH,2010
"G-ESTATE LIQUIDATION STORES, INC.",GMAN,2010
AMBOW EDUCATION HOLDING LTD.,AMBO,2010
OPHECTRA REAL ESTATE & INVTS LTD.,DMED,2010
TRIUS THERAPEUTICS INC,TSRX,2010
ELSTER GROUP SE,ELT,2010
RHINO RESOURCE PARTNERS LP,RNO,2010
"AMYRIS, INC.",AMRS,2010
"COUNTRY STYLE COOKING RESTAURANT CHAIN CO., LTD.",CCSC,2010
SCIQUEST INC,SQI,2010
CORESITE REALTY CORP,COR,2010
FANG HOLDINGS LTD,SFUN,2010
LE GAGA HOLDINGS LTD,GAGA,2010
SPROTT PHYSICAL SILVER TRUST,PSLV,2010
"EXAMWORKS GROUP, INC.",EXAM,2010
SEACUBE CONTAINER LEASING LTD.,BOX,2010
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",PACB,2010
MECOX LANE LTD,MCOX,2010
ABERDEEN STANDARD PRECIOUS METALS BASKET ETF TRUST,GLTR,2010
"AEGERION PHARMACEUTICALS, INC.",AEGR,2010
"FOODFIRST GLOBAL RESTAURANTS, INC.",BBRG,2010
"VERA BRADLEY, INC.",VRA,2010
TAL EDUCATION GROUP,XRS,2010
SHANGPHARMA CORP,SHP,2010
"NETSPEND HOLDINGS, INC.",NTSP,2010
BODY CENTRAL CORP,BODY,2010
XZERES CORP.,XWND,2010
"TOWER INTERNATIONAL, INC.",TOWR,2010
"CAMPUS CREST COMMUNITIES, INC.",CCG,2010
"HICKS ACQUISITION CO II, INC.",HKACU,2010
GLOBAL EDUCATION & TECHNOLOGY GROUP LTD,GEDU,2010
ELLINGTON FINANCIAL INC.,EFC,2010
"NET ELEMENT, INC.",CAZAU,2010
DAQO NEW ENERGY CORP.,DQ,2010
STANDARD AVB FINANCIAL CORP.,STND,2010
CHINACACHE INTERNATIONAL HOLDINGS LTD.,CCIH,2010
KEYW HOLDING CORP,KEYW,2010
GLOBUS MARITIME LTD,GLBS,2010
"ANACOR PHARMACEUTICALS, INC.",ANAC,2010
L&L ACQUISITION CORP.,LLAQU,2010
SYSWIN INC.,SYSW,2010
DUNXIN FINANCIAL HOLDINGS LTD,XNY,2010
"ZOGENIX, INC.",ZGNX,2010
AEROFLEX HOLDING CORP.,ARX,2010
TILE SHOP HOLDINGS INC,JWCAU,2010
LIZHAN ENVIRONMENTAL CORP,LZEN,2010
"SIMPLICITY BANCORP, INC.",KFFG,2010
GENERAL MOTORS CO,GM,2010
LPL FINANCIAL HOLDINGS INC.,LPLA,2010
BOOZ ALLEN HAMILTON HOLDING CORP,BAH,2010
BITAUTO HOLDINGS LTD,BITA,2010
AUSTRALIA ACQUISITION CORP,AACOU,2010
INPHI CORP,IPHI,2010
COMPLETE GENOMICS INC,GNOM,2010
HOWARD HUGHES CORP,HHC,2010
NOAH HOLDINGS LTD,NOAH,2010
PRIMO WATER CORP,PRMW,2010
"FRESH MARKET, INC.",TFM,2010
COSTAMARE INC.,CMRE,2010
SINOTECH ENERGY LTD,CTE,2010
SODASTREAM INTERNATIONAL LTD.,SODA,2010
XUEDA EDUCATION GROUP,XUE,2010
"SP BANCORP, INC.",SPBC,2010
OSSEN INNOVATION CO. LTD.,OSN,2010
"QR ENERGY, LP",QRE,2010
"ASSEMBLY BIOSCIENCES, INC.",VTUS,2010
FORTEGRA FINANCIAL CORP,FRF,2010
KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,SWFT,2010
"WALKER & DUNLOP, INC.",WD,2010
"RIGNET, INC.",RNET,2010
FLEETCOR TECHNOLOGIES INC,FLT,2010
"GAIN CAPITAL HOLDINGS, INC.",GCAP,2010
ISOFTSTONE HOLDINGS LTD,ISS,2010
LENTUO INTERNATIONAL INC.,LAS,2010
FLATWORLD ACQUISITION CORP.,FTWAU,2010
SKY-MOBI LTD,MOBI,2010
BONA FILM GROUP LTD,BONA,2010
CTPARTNERS EXECUTIVE SEARCH INC.,CTP,2010
E-COMMERCE CHINA DANGDANG INC.,DANG,2010
SEMILEDS CORP,LEDS,2010
YOUKU TUDOU INC.,YOKU,2010
TARGA RESOURCES CORP.,TRGP,2010
ETFS WHITE METALS BASKET TRUST,WITE,2010
"GLOBAL BROKERAGE, INC.",FXCM,2010
