comnam,ticker,filingYr
PHARMASSET INC,VRUS,2007
VICTORY ACQUISITION CORP,VRY.U,2007
"CYALUME TECHNOLOGIES HOLDINGS, INC.",VTRQU,2007
EDENOR,EDN,2007
"OREXIGEN THERAPEUTICS, INC.",OREX,2007
OCEANFREIGHT INC.,OCNF,2007
"OCEAN POWER TECHNOLOGIES, INC.",OPTT,2007
"CINEMARK HOLDINGS, INC.",CNK,2007
TFS FINANCIAL CORP,TFSL,2007
PINPOINT ADVANCE CORP,PPACU,2007
SIMCERE PHARMACEUTICAL GROUP,SCR,2007
CHINA HEALTHCARE ACQUISITION CORP.,CHM.U,2007
SUPERIOR OFFSHORE INTERNATIONAL INC.,DEEP,2007
"T-MOBILE US, INC.",PCS,2007
MBF HEALTHCARE ACQUISITION CORP.,MBH.U,2007
"UNITED STATES NATURAL GAS FUND, LP",UNG,2007
"COMVERGE, INC.",COMV,2007
TAILWIND FINANCIAL INC.,TNF.U,2007
DIALOGIC INC.,VRAZ,2007
"CMS BANCORP, INC.",CMSB,2007
"ESSA BANCORP, INC.",ESSA,2007
"AMICUS THERAPEUTICS, INC.",FOLD,2007
STONELEIGH PARTNERS ACQUISITION CORP.,SOC.U,2007
CLEAN ENERGY FUELS CORP.,CLNE,2007
"GREENLIGHT CAPITAL RE, LTD.",GLRE,2007
HELICOS BIOSCIENCES CORP,HLCS,2007
"WESTWAY GROUP, INC.",SACQU,2007
STARLIMS TECHNOLOGIES LTD,LIMS,2007
TRANSTECH SERVICES PARTNERS INC.,TTSPU,2007
"VANTAGE ENERGY SERVICES, INC.",VTG.U,2007
LOUISIANA BANCORP INC,LABC,2007
RSC HOLDINGS INC.,RRR,2007
"SIRTRIS PHARMACEUTICALS, INC.",SIRT,2007
ARCADE ACQUISITION CORP.,ACDQU,2007
COLUMBUS ACQUISITION CORP,BUS.U,2007
ENERNOC INC,ENOC,2007
TRIMAS CORP,TRS,2007
TECHTARGET INC,TTGT,2007
EURAND N.V.,EURX,2007
"CHINA SUNERGY CO., LTD.",CSUN,2007
"CONTINENTAL RESOURCES, INC",CLR,2007
"CAI INTERNATIONAL, INC.",CAP,2007
"GENESIS HEALTHCARE, INC.",SKH,2007
"PINNACLE GAS RESOURCES, INC.",PINN,2007
INSULET CORP,PODD,2007
"SOLERA HOLDINGS, INC",SLH,2007
"ALBIREO PHARMA, INC.",BIOD,2007
JMP GROUP INC.,JMP,2007
AECOM,ACM,2007
AMERICAN BRIVISION (HOLDING) CORP,ECOC,2007
TOMOTHERAPY INC,TTPY,2007
BUILDABLOCK CORP.,PHYU,2007
"PHARMA-BIO SERV, INC.",PBSV,2007
"INTERACTIVE BROKERS GROUP, INC.",IBKR,2007
"ACORN INTERNATIONAL, INC.",ATV,2007
"QIAO XING MOBILE COMMUNICATION CO., LTD.",QXM,2007
NEUROGESX INC,NGSX,2007
"CAVIUM, INC.",CAVM,2007
BOISE INC.,AII.U,2007
ALYST ACQUISITION CORP.,AYA.U,2007
"BRIDGELINE DIGITAL, INC.",BLSW,2007
"POLYPORE INTERNATIONAL, INC.",PPO,2007
"PROS HOLDINGS, INC.",PRO,2007
"COMSCORE, INC.",SCOR,2007
"SPECTRA ENERGY PARTNERS, LP",SEP,2007
SPREADTRUM COMMUNICATIONS INC,SPRD,2007
"DATA DOMAIN, INC.",DDUP,2007
AUTHENTEC INC,AUTH,2007
BLACKSTONE GROUP INC,BX,2007
TIPTREE INC.,CRE,2007
ADVANCED TECHNOLOGY ACQUISITION CORP.,AXC.U,2007
VEDANTA LTD,SLT,2007
"ENSYNC, INC.",ZBB,2007
"GREEN BRICK PARTNERS, INC.",BIOF,2007
CHINA SHENGHUO PHARMACEUTICAL HOLDINGS INC,KUN,2007
BWAY HOLDING CO,BWY,2007
FBR & CO.,FBCM,2007
"LIMELIGHT NETWORKS, INC.",LLNW,2007
YINGLI GREEN ENERGY HOLDING CO LTD,YGE,2007
INFINERA CORP,INFN,2007
"STARENT NETWORKS, CORP.",STAR,2007
RESPONSE GENETICS INC,RGDX,2007
"LDK SOLAR CO., LTD.",LDK,2007
JAZZ PHARMACEUTICALS PLC,JAZZ,2007
NORTH PENN BANCORP INC,,2007
LULULEMON ATHLETICA INC.,LULU,2007
"PERFECT WORLD CO., LTD.",PWRD,2007
VOLTAIRE LTD.,VOLT,2007
VALIDUS HOLDINGS LTD,VR,2007
MONOTYPE IMAGING HOLDINGS INC.,TYPE,2007
REX ENERGY CORP,REXX,2007
"BLADELOGIC, INC.",BLOG,2007
IMARX THERAPEUTICS INC,IMRX,2007
MF GLOBAL HOLDINGS LTD.,MF,2007
AIRVANA INC,AIRV,2007
"HHGREGG, INC.",HGG,2007
"ORBITZ WORLDWIDE, INC.",OWW,2007
NETEZZA CORP,NZ,2007
LIMCO-PIEDMONT INC,LIMC,2007
"BLUEKNIGHT ENERGY PARTNERS, L.P.",SGLP,2007
"DHI GROUP, INC.",DHX,2007
ENCORE BANCSHARES INC,EBTX,2007
BENEFICIAL MUTUAL BANCORP INC,BNCL,2007
SHORETEL INC,SHOR,2007
"VAUGHAN FOODS, INC.",,2007
COSAN LTD.,CZZ,2007
"VMWARE, INC.",VMW,2007
MERCADOLIBRE INC,MELI,2007
PARAGON SHIPPING INC.,PRGN,2007
HORSEHEAD HOLDING LLC,ZINC,2007
"DEMANDTEC, INC.",DMAN,2007
WUXI PHARMATECH (CAYMAN) INC.,WX,2007
MASIMO CORP,MASI,2007
E-HOUSE (CHINA) HOLDINGS LTD,EJ,2007
HIRERIGHT INC,HIRE,2007
TWIN VEE POWERCATS INC,IVA,2007
CRESTWOOD MIDSTREAM PARTNERS LP,KGS,2007
ALTERNATIVE ASSET MANAGEMENT ACQUISITION CORP.,AMV,2007
CONCHO RESOURCES INC,CXO,2007
"SUCAMPO PHARMACEUTICALS, INC.",SCMP,2007
VIRTUSA CORP,VRTU,2007
GENPACT LTD,G,2007
DOLAN CO.,DM,2007
KBL HEALTHCARE ACQUISITION CORP III,KHA,2007
DUFF & PHELPS CORP,DUF,2007
"CHINA CGAME, INC.",RCH,2007
FLY LEASING LTD,FLY,2007
"UFOOD RESTAURANT GROUP, INC.",UFFC,2007
ATHENAHEALTH INC,ATHN,2007
"SPI ENERGY CO., LTD.",SOPW,2007
ENCORE ENERGY PARTNERS LP,ENP,2007
INTERAMERICAN ACQUISITION GROUP INC,IAQGU,2007
FANHUA INC.,CISG,2007
B COMMUNICATIONS LTD,SMLC,2007
GENOPTIX INC,GXDX,2007
"CHINA MEDIAEXPRESS HOLDINGS, INC.",TMI.U,2007
SEANERGY MARITIME CORP.,SRG,2007
"NOVABAY PHARMACEUTICALS, INC.",NBY,2007
"POWER MEDICAL INTERVENTIONS, INC.",PMII,2007
"PZENA INVESTMENT MANAGEMENT, INC.",PZN,2007
"ULTA BEAUTY, INC.",ULTA,2007
FGX INTERNATIONAL HOLDINGS LTD,FGXI,2007
"ULTIMATE ESCAPES, INC.",HLD.U,2007
LONGTOP FINANCIAL TECHNOLOGIES LTD,LFT,2007
"GRIZZLY ENERGY, LLC",VNR,2007
"INTER-ATLANTIC FINANCIAL, INC.",IAN,2007
"FUQI INTERNATIONAL, INC.",FUQI,2007
CVR ENERGY INC,CVI,2007
TRIPLECROWN ACQUISITION CORP.,TCW.U,2007
NOAH EDUCATION HOLDINGS LTD.,NED,2007
"DUPONT FABROS TECHNOLOGY, INC.",DFT,2007
MAXCOM TELECOMMUNICATIONS INC,MXT,2007
RETAIL OPPORTUNITY INVESTMENTS CORP,NAQ.U,2007
"STREAM GLOBAL SERVICES, INC.",OOO,2007
"BAXANO SURGICAL, INC.",TSON,2007
STONE TAN CHINA ACQUISITION CORP.,STTAU,2007
"LAPORTE BANCORP, INC.",LPSB,2007
"SP ACQUISITION HOLDINGS, INC.",DSP.U,2007
"VIRGIN MOBILE USA, INC.",VM,2007
TARGANTA THERAPEUTICS CORP.,TARG,2007
TEXTAINER GROUP HOLDINGS LTD,TGH,2007
"FIRST FINANCIAL NORTHWEST, INC.",FFNW,2007
COMPELLENT TECHNOLOGIES INC,CML,2007
UNITED INSURANCE HOLDINGS CORP.,FMGQU,2007
HICKS ACQUISITION CO I INC.,TOH,2007
"CHINA DIGITAL TV HOLDING CO., LTD.",STV,2007
"MAP PHARMACEUTICALS, INC.",MAPP,2007
"CONSTANT CONTACT, INC.",CTCT,2007
"BEACON FEDERAL BANCORP, INC.",BFED,2007
"NATIONAL AMERICAN UNIVERSITY HOLDINGS, INC.",CAELU,2007
WESTERN LIBERTY BANCORP,GHC.U,2007
IDEATION ACQUISITION CORP.,IDI.U,2007
"SUCCESSFACTORS, INC.",SFSF,2007
CHINA HOLDINGS ACQUISITION CORP.,HOL.U,2007
"INTERNET BRANDS, INC.",INET,2007
3PAR INC.,PAR,2007
CHIMERA INVESTMENT CORP,CIM,2007
"EL PASO PIPELINE PARTNERS, L.P.",EPB,2007
"ENERGYSOLUTIONS, INC.",ES,2007
RESHAPE LIFESCIENCES INC.,ETRM,2007
"KENNEDY-WILSON HOLDINGS, INC.",PAX,2007
"RUBICON TECHNOLOGY, INC.",RBCN,2007
MSCI INC.,MXB,2007
VIRTUAL RADIOLOGIC CORP,VRAD,2007
OCH-ZIFF CAPITAL MANAGEMENT GROUP INC.,OZM,2007
"REED'S, INC.",REED,2007
NAVIOS MARITIME PARTNERS L.P.,NMM,2007
"LUMBER LIQUIDATORS HOLDINGS, INC.",LL,2007
"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",HEK.U,2007
AMERICAN DG ENERGY INC,ADGE,2007
"ENSIGN GROUP, INC",ENSG,2007
AMERICAN PUBLIC EDUCATION INC,APEI,2007
EXCEED CO LTD.,TTY.U,2007
"QUEST ENERGY PARTNERS, L.P.",QELP,2007
APPROACH RESOURCES INC,AREX,2007
ENTERPRISE ACQUISITION CORP.,EST.U,2007
ICX TECHNOLOGIES INC,ICXT,2007
CHINA NEPSTAR CHAIN DRUGSTORE LTD.,NPD,2007
"NORTHFIELD BANCORP, INC.",NFBK,2007
OSG AMERICA L.P.,OSP,2007
AGRIA CORP,GRO,2007
"ARYX THERAPEUTICS, INC.",ARYX,2007
BIOFORM MEDICAL INC,BFRM,2007
AIRNET TECHNOLOGY INC.,AMCN,2007
SANDRIDGE ENERGY INC,SD,2007
"GOLDEN POND HEALTHCARE, INC.",GPH.U,2007
"VELCERA, INC.",VLCR,2007
"INTELIQUENT, INC.",TNDM,2007
GIANT INTERACTIVE GROUP INC.,GA,2007
SOUNDBITE COMMUNICATIONS INC,SDBT,2007
"DELTEK, INC",PROJ,2007
NANOSPHERE INC,NSPH,2007
NETSUITE INC,N,2007
ORION GROUP HOLDINGS INC,OMGI,2007
GUSHAN ENVIRONMENTAL ENERGY LTD,GU,2007
INTELLON CORP,ITLN,2007
GULFSTREAM INTERNATIONAL GROUP INC,GIA,2007
MEMSIC INC,MEMS,2007
TEEKAY TANKERS LTD.,TNK,2007
K12 INC,LRN,2007
MEDASSETS INC,MDAS,2007
"MONGOLIA HOLDINGS, INC.",CNSV,2007
UNITED REFINING ENERGY CORP,URX.U,2007
"XINYUAN REAL ESTATE CO., LTD.",XIN,2007
VANCEINFO TECHNOLOGIES INC.,VIT,2007
CARDTRONICS INC,CATM,2007
CHINAEDU CORP,CEDU,2007
ENTROPIC COMMUNICATIONS INC,ENTR,2007
"UNITED STATES 12 MONTH OIL FUND, LP",USL,2007
GLOBAL BRANDS ACQUISITION CORP.,GQN.U,2007
TRIPLE-S MANAGEMENT CORP,GTS,2007
VISIONCHINA MEDIA INC.,VISN,2007
WSP HOLDINGS LTD,WH,2007
TITAN MACHINERY INC.,TITN,2007
NORTH SHORE ACQUISITION CORP.,NSAQU,2007
