comnam,ticker,filingYr
LONE PINE RESOURCES INC.,LPR,2011
"SPIRIT AIRLINES, INC.",SAVE,2011
ACTIVE NETWORK INC,ACTV,2011
YANDEX N.V.,YNDX,2011
LINKEDIN CORP,LNKD,2011
GLOBAL EAGLE ENTERTAINMENT INC.,EAGLU,2011
PHOENIX NEW MEDIA LTD,FENG,2011
NGL ENERGY PARTNERS LP,NGL,2011
CHINA ZENIX AUTO INTERNATIONAL LTD,ZX,2011
RLJ LODGING TRUST,RLJ,2011
FRIENDFINDER NETWORKS INC.,FFN,2011
JIAYUAN.COM INTERNATIONAL LTD,DATE,2011
KOSMOS ENERGY LTD.,KOS,2011
JETPAY CORP,UBPSU,2011
VOC ENERGY TRUST,VOC,2011
"THERMON GROUP HOLDINGS, INC.",THR,2011
SMG INDUSTRIES INC.,SGMEU,2011
LINK MOTION INC.,NQ,2011
RENREN INC.,RENN,2011
RPX CORP,RPXC,2011
"BOINGO WIRELESS, INC.",WIFI,2011
"FIRST CONNECTICUT BANCORP, INC.",FBNK,2011
"AG MORTGAGE INVESTMENT TRUST, INC.",MITT,2011
HOMEAWAY INC,AWAY,2011
KIOR INC,KIOR,2011
"SAEXPLORATION HOLDINGS, INC.",TMRGU,2011
VANGUARD HEALTH SYSTEMS INC,VHS,2011
"BANKRATE, INC.",RATE,2011
INTEGRATED DRILLING EQUIPMENT HOLDINGS CORP,EPAQU,2011
CSI COMPRESSCO LP,GSJK,2011
"PANDORA MEDIA, LLC",P,2011
"FUSION-IO, INC.",FIO,2011
TAOMEE HOLDINGS LTD,TAOM,2011
"SPORTS VENUES OF FLORIDA, INC.",BTHR,2011
"C&J OLD CO,INC.",CJES,2011
"CHEFS' WAREHOUSE, INC.",CHEF,2011
TEAVANA HOLDINGS INC,TEA,2011
"WESCO AIRCRAFT HOLDINGS, INC",WAIR,2011
HORIZON THERAPEUTICS PUBLIC LTD CO,HZNP,2011
"THIRD COAST MIDSTREAM, LLC",AMID,2011
"DUNKIN' BRANDS GROUP, INC.",DNKN,2011
FRANCESCA'S HOLDINGS CORP,FRAN,2011
"APOLLO RESIDENTIAL MORTGAGE, INC.",AMTG,2011
"SUNCOKE ENERGY, INC.",SXC,2011
"SKULLCANDY, INC.",SKUL,2011
ZILLOW INC,Z,2011
TANGOE INC,TNGO,2011
BLUE WOLF MONGOLIA HOLDINGS CORP.,MNGLU,2011
NAUTILUS MARINE ACQUISITION CORP,NMARU,2011
"OILTANKING PARTNERS, L.P.",OILT,2011
"GRATITUDE HEALTH, INC.",APGS,2011
AZTECA ACQUISITION CORP,AZTAU,2011
TUDOU HOLDINGS LTD,TUDO,2011
CARBONITE INC,CARB,2011
SANDRIDGE ENERGY INC,PER,2011
AFRICA GROWTH CORP,BRHM,2011
MTGE INVESTMENT CORP.,MTGE,2011
TEUCRIUM COMMODITY TRUST,WEAT,2011
"POAGE BANKSHARES, INC.",PBSK,2011
"VEREIT, INC.",ARCP,2011
ZELTIQ AESTHETICS INC,ZLTQ,2011
"BSB BANCORP, INC.",BLMT,2011
INVESCO CURRENCYSHARES CHINESE RENMINBI TRUST,FXCH,2011
"HINTO ENERGY, INC",GVTS,2011
"UBIQUITI NETWORKS, INC.",UBNT,2011
"DIGITAL DOMAIN MEDIA GROUP, INC.",DDMG,2011
INTERMOLECULAR INC,IMI,2011
MATTRESS FIRM HOLDING CORP.,MFRM,2011
"MANNING & NAPIER, INC.",MN,2011
APTIV PLC,DLPH,2011
"ANGIE'S LIST, INC.",ANGI,2011
"CLOVIS ONCOLOGY, INC.",CLVS,2011
INVENSENSE INC,INVN,2011
UNITED STATES COMMODITY INDEX FUNDS TRUST,CPER,2011
CHESAPEAKE ENERGY CORP,CHKR,2011
NEWLINK GENETICS CORP,NLNK,2011
PACIFIC DRILLING S.A.,PACD,2011
"LRR ENERGY, L.P.",LRE,2011
IMPERVA INC,IMPV,2011
HEALTHCARE CORP OF AMERICA,SWCAU,2011
"EAST DUBUQUE NITROGEN PARTNERS, L.P.",RNF,2011
"GROUPON, INC.",GRPN,2011
ENDURO RESOURCE PARTNERS LLC,NDRO,2011
CRESTWOOD MIDSTREAM PARTNERS LP,NRGM,2011
ZYNGA INC,ZNGA,2011
"BONANZA CREEK ENERGY, INC.",BCEI,2011
CAPRI HOLDINGS LTD,KORS,2011
"LAREDO PETROLEUM, INC.",LPI,2011
"MID-CON ENERGY PARTNERS, LP",MCEP,2011
GAZIT-GLOBE LTD,GZT,2011
SANCHEZ ENERGY CORP,SN,2011
"JIVE SOFTWARE, INC.",JIVE,2011
"ROSE ROCK MIDSTREAM, L.P.",RRMS,2011
AMPLIFY ENERGY CORP,MEMP,2011
