comnam,ticker,filingYr
"ABOUT, INC.",MINE,1999
GOUVERNEUR BANCORP INC,GOV,1999
IVILLAGE INC,IVIL,1999
CHEAP TICKETS INC,CTIX,1999
"CKRUSH, INC.",TGRA,1999
COMMUNITY CAPITAL BANCSHARES INC,ALBY,1999
DIRECTRIX INC,DRCX,1999
MULTEX COM INC,MLTX,1999
FLASHNET COMMUNICATIONS INC,FLAS,1999
EAGLE SUPPLY GROUP INC,EEGL,1999
ROWECOM INC,ROWE,1999
ARGOSY EDUCATION GROUP INC,ARGY,1999
NEON SYSTEMS INC,NESY,1999
BOYDS COLLECTION LTD,FOB,1999
TOTAL LOGISTICS INC,CTOO,1999
ANTENNA TV SA,ANTV,1999
APPLIEDTHEORY CORP,ATHY,1999
CNX RESOURCES CORP,CNX,1999
MARIMBA INC,MRBA,1999
BOOKING HOLDINGS INC.,PCLN,1999
TOWNPAGESNET COM PLC,TPN,1999
INFORMATICA LLC,INFA,1999
HEARME,MPTH,1999
RAZORFISH INC,RAZF,1999
HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,1999
"IMMTECH PHARMACEUTICALS, INC.",IMMT,1999
1ST STATE BANCORP INC,FSBC,1999
COMPUCREDIT CORP,CCRT,1999
"NETWORK 1 FINANCIAL GROUP, INC.",ISMT,1999
LAUNCH MEDIA INC,LAUN,1999
"STAMFORD INDUSTRIAL GROUP, INC.",NETP,1999
STATIA TERMINALS GROUP NV,STNV,1999
TUESDAY MORNING CORP/DE,TUES,1999
LOG ON AMERICA INC,LOAX,1999
AREMISSOFT CORP /DE/,AREM,1999
BUCA INC /MN,BUCA,1999
AB WATLEY GROUP INC,IFSX,1999
PROXICOM INC,PXCM,1999
STANCORP FINANCIAL GROUP INC,SFG,1999
ACCREDO HEALTH INC,ACDO,1999
WORLDGATE COMMUNICATIONS INC,WGAT,1999
S WIND-UP CORP,SGNT,1999
MIH LTD,MIHL,1999
FIRST FEDERAL BANKSHARES INC,FFSX,1999
EXTREME NETWORKS INC,EXTR,1999
RAVENSWOOD WINERY INC,RVWD,1999
USINTERNETWORKING INC,USIX,1999
DELIA S CORP,TURF,1999
TREX CO INC,TWP,1999
VALUE AMERICA INC /VA,VUSA,1999
RHYTHMS NET CONNECTIONS INC,RTHM,1999
FIRST BANCORP OF INDIANA INC,FBEI,1999
FLORIDAFIRST BANCORP,FFBK,1999
TRANSCOASTAL CORP,CLAI,1999
PLX TECHNOLOGY INC,PLXT,1999
PFSB BANCORP INC,PFSI,1999
CAPITOL FEDERAL FINANCIAL,CFFN,1999
INET TECHNOLOGIES INC,INTI,1999
INTERACT COMMERCE CORP,SLGX,1999
"CYCLELOGIC, INC.",STRM,1999
US CONCRETE INC,RMIX,1999
ZIPLINK INC,ZIPL,1999
JUNO ONLINE SERVICES INC,JWEB,1999
GOLDLEAF FINANCIAL SOLUTIONS INC.,PBIZ,1999
CNBC BANCORP /OH,CNBD,1999
EDGAR ONLINE INC,EDGR,1999
BARNESANDNOBLE COM INC,BNBN,1999
BROCADE COMMUNICATIONS SYSTEMS INC,BRCD,1999
PRISM FINANCIAL CORP,PRFN,1999
TC PIPELINES LP,TCLPZ,1999
"GEORGIA-CAROLINA BANCSHARES, INC",GECR,1999
NEWGEN RESULTS CORP,NWGN,1999
AT PLAN INC,APLN,1999
FASHIONMALL COM INC,FASH,1999
DAVIDS BRIDAL INC,DABR,1999
TENFOLD CORP /UT,TENF,1999
RUBIOS RESTAURANTS INC,RUBO,1999
ETOYS INC,ETYS,1999
ARDENT COMMUNICATIONS INC,CAIS,1999
ONESOURCE INFORMATION SERVICES INC,ONES,1999
REDBACK NETWORKS INC,RBAK,1999
NEXTERA ENTERPRISES INC,NXRA,1999
NEXTCARD INC,NXCD,1999
"AURIGA LABORATORIES, INC.",MLNK,1999
ALLOY INC,ALOY,1999
SCIENT CORP,SCNT,1999
"MANHATTAN BRIDGE CAPITAL, INC",DAGM,1999
COPPER MOUNTAIN NETWORKS INC,CMTN,1999
BANKRATE INC,ILIF,1999
BIZNESSONLINE COM INC/DE,BIZZ,1999
CAREERBUILDER INC,CBDR,1999
TW TELECOM INC.,TWTC,1999
WESCO INTERNATIONAL INC,WCC,1999
"THESTREET, INC.",TSCM,1999
MAKER COMMUNICATIONS INC,MAKR,1999
NETOBJECTS INC,NETO,1999
JMXI INC,MMXI,1999
LATITUDE COMMUNICATIONS INC,LATD,1999
ADFORCE INC,ADFC,1999
DESTIA COMMUNICATIONS INC,DEST,1999
PORTAL SOFTWARE INC,PRSF,1999
"URBAN ONE, INC.",ROIA,1999
SILKNET SOFTWARE INC,SILK,1999
NORTHPOINT COMMUNICATIONS GROUP INC,NPNT,1999
"NAUTILUS, INC.",DFXI,1999
COMPS COM INC,CDOT,1999
FLYCAST COMMUNICATIONS CORP,FCST,1999
MAPQUEST COM INC,MQST,1999
GOLDMAN SACHS GROUP INC,GS,1999
ID SYSTEMS INC,IDSY,1999
JACKSONVILLE BANCORP INC /FL/,JAXB,1999
NETWORK PLUS CORP,NPLS,1999
"PRIVATEBANCORP, INC",PVTB,1999
SHOWCASE CORP /MN,SHWC,1999
SEMINIS INC,SMNS,1999
"DIADEXUS, INC.",VXGN,1999
WOMEN FIRST HEALTHCARE INC,WFHC,1999
NFRONT INC,NFNT,1999
DIGITAL ISLAND INC,ISLD,1999
E LOAN INC,EELN,1999
IQ POWER AG,IQPT,1999
JUNIPER NETWORKS INC,JNPR,1999
MECKLERMEDIA CORP,INTM,1999
FINANCIAL INSTITUTIONS INC,FISI,1999
GREATER ATLANTIC FINANCIAL CORP,GAFC,1999
US SEARCH CORP COM,SRCH,1999
PERSISTENCE SOFTWARE INC,PRSW,1999
STAMPS.COM INC,STMP,1999
SOFTWARE COM INC,SWCM,1999
"MEET GROUP, INC.",PASA,1999
CYBERSOURCE CORP,CYBS,1999
SECURE POINT TECHNOLOGIES INC,IMPL,1999
GLOBESPANVIRATA INC,GSPN,1999
ARIBA INC,ARBA,1999
MAXUS TECHNOLOGY CORP,NTVN,1999
TD WATERHOUSE GROUP INC,TWE,1999
TEAM FINANCIAL INC /KS,TFIN,1999
RAMP NETWORKS INC,RAMP,1999
SALON MEDIA GROUP INC,SALN,1999
ABLE ENERGY INC,ABLE,1999
FIRST COMMUNITY FINANCIAL CORP /NC/,FCFN,1999
APPNET INC /DE/,APNT,1999
OVERTURE SERVICES INC,GOTO,1999
INTERSTATE HOTELS CORP,IHCO,1999
EASYLINK SERVICES CORP,MAIL,1999
STUDENT ADVANTAGE INC,STAD,1999
STREAMLINE COM INC,SLNE,1999
VIANT CORP,VIAN,1999
UNITED THERAPEUTICS CORP,UTHR,1999
SBA COMMUNICATIONS CORP,SBAC,1999
CARESIDE INC,CSA,1999
CAREINSITE INC,CARI,1999
LIQUENT INC,ESPS,1999
GENESISINTERMEDIA INC,GENI,1999
AZURIX CORP,AZX,1999
ONLINETRADINGINC COM CORP,LINE,1999
"GREAT ELM CAPITAL GROUP, INC.",PHCM,1999
PANTRY INC,PTRY,1999
SKECHERS USA INC,SKX,1999
SSP SOLUTIONS INC,LTNX,1999
DITECH NETWORKS INC,DITC,1999
BACKWEB TECHNOLOGIES LTD,BWEB,1999
"ASURA DEVELOPMENT GROUP, INC.",FNTV,1999
DRKOOP COM INC,KOOP,1999
NETWORK ACCESS SOLUTIONS CORP,NASC,1999
HIGH SPEED ACCESS CORP,HSAC,1999
"F5 NETWORKS, INC.",FFIV,1999
ONLINE RESOURCES CORP,ORCC,1999
SOUNDVIEW TECHNOLOGY GROUP INC,WITC,1999
ZANY BRAINY INC,ZANY,1999
"WASTE SERVICES, INC.",CERI,1999
IXL ENTERPRISES INC,IIXL,1999
THINKPATH INC,THTH,1999
ACCRUE SOFTWARE INC,ACRU,1999
AIRONET WIRELESS COMMUNICATIONS INC,AIRO,1999
BIOPURE CORP,BPUR,1999
DIGEX INC/DE,DIGX,1999
MIIX GROUP INC,MHU,1999
NETIQ CORP,NTIQ,1999
N2H2 INC,NTWO,1999
VIRNETX HOLDING CORP,PASW,1999
WATCHGUARD TECHNOLOGIES INC,WGRD,1999
NET2PHONE INC,NTOP,1999
NCRIC GROUP INC,NCRI,1999
LENNOX INTERNATIONAL INC,LII,1999
PERFICIENT INC,PRF,1999
CARDINAL AIRLINES INC,CAAL,1999
TELELOGIC CONFIGURATION MANAGEMENT INC,CNSW,1999
CREO INC,CREO,1999
AMERICAN NATIONAL CAN GROUP INC,CAN,1999
DRUGSTORE COM INC,DSCM,1999
FOCAL COMMUNICATIONS CORP,FCOM,1999
QUOKKA SPORTS INC,QKKA,1999
LIBERATE TECHNOLOGIES,LBRT,1999
PACKETEER INC,PKTR,1999
NATIONAL MEDICAL HEALTH CARD SYSTEMS INC,NMHC,1999
NEXPRISE INC,CMDX,1999
BIOMARIN PHARMACEUTICAL INC,BMRN,1999
"PRISM TECHNOLOGIES GROUP, INC.",INSW,1999
"J2 GLOBAL, INC.",JFAX,1999
ALLSCRIPTS INC /IL,MDRX,1999
TANNING TECHNOLOGY CORP,TANN,1999
VERSATEL TELECOM INTERNATIONAL N V,VRSA,1999
TROY GROUP INC,TROY,1999
SCIENTIFIC LEARNING CORP,SCIL,1999
"INFOSMART GROUP, INC.",CMEE,1999
ART TECHNOLOGY GROUP INC,ARTG,1999
HOOVERS INC,HOOV,1999
INSIGHT COMMUNICATIONS CO INC,ICCI,1999
VOYAGER NET INC,VOYN,1999
MP3 COM INC,MPPP,1999
"LIVEWORLD, INC.",TCTY,1999
ENGAGE INC,ENGA,1999
GENENTECH INC,DNA,1999
BE INC,BEOS,1999
GADZOOX NETWORKS INC,ZOOX,1999
AUDIBLE INC,ADBL,1999
"ITA HOLDINGS, INC.",RVST,1999
PARADYNE NETWORKS INC,PDYN,1999
EFFICIENT NETWORKS INC,EFNT,1999
NIC INC,EGOV,1999
PROVANTAGE HEALTH SERVICES INC,PHS,1999
OSWEGO COUNTY BANCORP INC,OCSB,1999
TIBCO SOFTWARE INC,TIBX,1999
KEITH COMPANIES INC,TKCI,1999
SUNCOAST BANCORP INC,SUNB,1999
INDIAN VILLAGE BANCORP INC,IDVB,1999
HUDSON CITY BANCORP INC,HCBK,1999
CYREN LTD.,CTCH,1999
STEELTON BANCORP INC,SELO,1999
LQ CORP INC,LQID,1999
ENCORE CAPITAL GROUP INC,MCMC,1999
PETROHAWK ENERGY CORP,BETA,1999
FIRST DEPOSIT BANCSHARES INC,FDBI,1999
INTERLIANT INC,INIT,1999
ALASKA PACIFIC BANCSHARES INC,AKPB,1999
GEORGE FOREMAN ENTERPRISES INC,HITS,1999
FPB FINANCIAL CORP,FPBF,1999
MEEMIC HOLDINGS INC,MEMH,1999
SUN COMMUNITY BANCORP LTD,SCBL,1999
"SALEM MEDIA GROUP, INC. /DE/",SALM,1999
PRIMUS KNOWLEDGE SOLUTIONS INC,PKSI,1999
ASK JEEVES INC,ASKJ,1999
COMMERCE ONE INC,CMRC,1999
CLARENT CORP/DE,CLRN,1999
YANKEE CANDLE CO INC,YCC,1999
IPIX CORP,BAMB,1999
IMAGEX COM INC,IMGX,1999
AGILE SOFTWARE CORP,AGIL,1999
LIONBRIDGE TECHNOLOGIES INC /DE/,LIOX,1999
LOOKSMART LTD,LOOK,1999
LABRANCHE & CO INC,LAB,1999
MYPOINTS COM INC,MYPT,1999
NETRO CORP,NTRO,1999
WINK COMMUNICATIONS INC,WINK,1999
HEADHUNTER NET INC,HHNT,1999
NOVAMED INC,NOVA,1999
SILVERSTREAM SOFTWARE INC,SSSW,1999
QUEST SOFTWARE INC,QSFT,1999
ACTIVE SOFTWARE INC,ASWX,1999
U S AGGREGATES INC,AGA,1999
IXNET INC,EXNT,1999
NETSCOUT SYSTEMS INC,NTCT,1999
MDCM HOLDINGS INC,MDCM,1999
RED HAT INC,RHAT,1999
ANTHONY & SYLVAN POOLS CORP,SWIM,1999
INTERWORLD CORP,INTW,1999
BLOCKBUSTER INC,BBI,1999
BRAUN CONSULTING INC,BRNC,1999
HOTJOBS COM LTD,HOTJ,1999
U S INTERACTIVE INC/PA,USIT,1999
TUMBLEWEED COMMUNICATIONS CORP,TMWD,1999
DATALINK CORP,DTLK,1999
ACTUA CORP,ICGE,1999
INTERACTIVE PICTURES CORP,IPIX,1999
MOVE INC,HOMS,1999
MISSION CRITICAL SOFTWARE INC,MCSW,1999
PIVOTAL CORP,PVTL,1999
FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,FCS,1999
COBALT GROUP INC,CBLT,1999
BIGSTAR ENTERTAINMENT INC,BGST,1999
1 800 FLOWERS COM INC,FLWS,1999
SPLITROCK SERVICES INC,SPLT,1999
"LIFE QUOTES, INC.",QUOT,1999
ACME COMMUNICATIONS INC,ACME,1999
GOLDEN TELECOM INC,GLDN,1999
LOISLAW COM INC,LOIS,1999
TIVO SOLUTIONS INC.,TIVO,1999
TELEMATE NET SOFTWARE INC,TMNT,1999
INTERNAP CORP,INAP,1999
NETSOLVE INC,NTSL,1999
ENVISION DEVELOPMENT CORP /FL/,PF,1999
NETWORK COMMERCE INC,SPNW,1999
SPINNAKER EXPLORATION CO,SPNX,1999
FTD COM INC,EFTD,1999
FOUNDRY NETWORKS LLC,FDRY,1999
APTIMUS INC,FSHP,1999
ITXC CORP,ITXC,1999
AIRGATE PCS INC /DE/,PCSA,1999
MEDSCAPE INC,MSCP,1999
INTERSPEED INC,ISPD,1999
KEYNOTE SYSTEMS INC,KEYN,1999
NETZERO INC,NZRO,1999
PROMOTIONS COM INC,IWIN,1999
BLUESTONE SOFTWARE INC,BLSW,1999
ALTEON WEBSYSTEMS INC,ATON,1999
ASHFORD COM INC,ASFD,1999
CYBERGOLD INC,CGLD,1999
EGAIN CORP,EGAN,1999
JORE CORP,JORE,1999
INTERACTIVE INTELLIGENCE INC,ININ,1999
YESMAIL COM INC,YESM,1999
SWK HOLDINGS CORP,KANA,1999
HI Q WASON INC,HIQW,1999
E PIPHANY INC,EPNY,1999
BROADBASE SOFTWARE INC,BBSW,1999
RAMPART CAPITAL CORP,RAC,1999
VITRIA TECHNOLOGY INC,VITR,1999
GARDEN COM INC,GDEN,1999
LUMINANT WORLDWIDE CORP,LUMT,1999
NETSILICON INC,NSIL,1999
LEISURE TIME CASINOS & RESORTS INC,LTCR,1999
PRO AFTER INC,PPRO,1999
ALLIED RISER COMMUNICATIONS CORP,,1999
AKAMAI TECHNOLOGIES INC,AKAM,1999
"CANNAPHARMARX, INC.",CAVN,1999
GLOBALFOUNDRIES SINGAPORE PTE. LTD.,CHRT,1999
FIRST CAPITAL BANCSHARES INC /SC/,FCPB,1999
"GAIA, INC",GAIA,1999
PLUG POWER INC,PLUG,1999
SPANISH BROADCASTING SYSTEM INC,SBSA,1999
"SUNCOM WIRELESS HOLDINGS, INC.",TPCS,1999
SOUTHERN FIRST BANCSHARES INC,GVBK,1999
DATA RETURN CORP,DRTN,1999
INTERTRUST TECHNOLOGIES CORP,ITRU,1999
JNI CORP,JNIC,1999
SUMMIT LIFE CORP,SUMC,1999
PENTASTAR COMMUNICATIONS INC,PNTA,1999
PREDICTIVE SYSTEMS INC,PRDS,1999
VIADOR INC,VIAD,1999
CELANESE AG,CZ,1999
MCK COMMUNICATIONS INC,MCKC,1999
NAVISITE LLC,NAVI,1999
SYCAMORE NETWORKS INC,SCMR,1999
"NEXCEN BRANDS, INC.",AETH,1999
"CHARLOTTE RUSSE HOLDING, INC.",CHIC,1999
BSQUARE CORP /WA,BSQR,1999
CROSSROADS SYSTEMS INC,CRDS,1999
RSTAR CORP,IZAP,1999
PC TEL INC,PCTI,1999
SIFY TECHNOLOGIES LTD,SIFY,1999
RADIO UNICA COMMUNICATIONS CORP,UNCA,1999
WORLD WRESTLING ENTERTAINMENTINC,WWFE,1999
MARTHA STEWART LIVING OMNIMEDIA INC,MSO,1999
"HEALTHTRONICS, INC.",HTRN,1999
CYSIVE INC,CYSV,1999
WOMEN COM NETWORKS INC,WOMN,1999
QUICKLOGIC CORP,QUIK,1999
NETCENTIVES INC,NCNT,1999
NETRADIO CORP,NETR,1999
RESOURCEPHOENIX COM,RPCX,1999
IGO CORP,IGOC,1999
ILLUMINET HOLDINGS INC,ILUM,1999
INTERWOVEN INC,IWOV,1999
JUPITER COMMUNICATIONS INC,JPTR,1999
LTWC CORP,ESTM,1999
HOMESERVICES COM INC,HMSV,1999
TRIZETTO GROUP INC,TZIX,1999
VITAMINSHOPPE COM INC,VSHP,1999
PARAGON FINANCIAL CORP,PLRX,1999
NEUBERGER BERMAN INC,NEU,1999
CALICO COMMERCE INC/,CLIC,1999
DSL NET INC,DSLN,1999
BREAKAWAY SOLUTIONS INC,BWAY,1999
ROME BANCORP INC,ROME,1999
SILICON IMAGE INC,SIMG,1999
SMARTDISK CORP,SMDK,1999
XM SATELLITE RADIO HOLDINGS INC,XMSR,1999
ALTIGEN COMMUNICATIONS INC,ATGN,1999
EVERTRUST FINANCIAL GROUP INC,EVRT,1999
JADE FINANCIAL CORP,IGAF,1999
"BLACKROCK HOLDCO 2, INC.",BLK,1999
AMERICAN HOME MORTGAGE HOLDINGS INC,AHMH,1999
DALEEN TECHNOLOGIES INC,DALN,1999
DIGITAL INSIGHT CORP,DGIN,1999
WILLIAMS COMMUNICATIONS GROUP INC,WCG,1999
VIXEL CORP,VIXL,1999
AMERICAN FINANCIAL HOLDING CORP INC,AMFH,1999
PNV INC,PNVN,1999
SMARTERKIDS COM INC,SKDS,1999
TELECORP WIRELESS INC,TLCP,1999
"CARTESIAN, INC.",TMNG,1999
DELTATHREE INC,DDDC,1999
DIGITAL IMPACT INC /DE/,DIGI,1999
GETTHERE INC,GTHR,1999
OFFICIAL PAYMENTS CORP,OPAY,1999
OPENTV CORP,OPTV,1999
"INTELLICHECK, INC.",IDN,1999
LIFEMINDERS INC,LFMN,1999
MEDIAPLEX INC,MPLX,1999
"NORTEM, N.V.",MTCH,1999
BLUE COAT SYSTEMS INC,CFLO,1999
SCIQUEST INC,SQST,1999
EXACTIS COM INC,XACT,1999
SYMYX TECHNOLOGIES INC,SMMX,1999
AGILENT TECHNOLOGIES INC,A,1999
ALASKA COMMUNICATIONS SYSTEMS GROUP INC,ALSK,1999
METASOLV INC,MSLV,1999
RETEK INC,RETK,1999
RAINMAKER SYSTEMS INC,RMKR,1999
IMANAGE INC,IMAN,1999
TERRA NETWORKS SA,TRRA,1999
VIRATA CORP,VRTA,1999
WEB STREET INC //,WEBS,1999
QUINTUS CORP,QNTS,1999
SOMERA COMMUNICATIONS INC,SMRA,1999
IMMERSION CORP,IMMR,1999
RUDOLPH TECHNOLOGIES INC,RTEC,1999
NETCREATIONS INC,NTCR,1999
FINISAR CORP,FNSR,1999
CVC INC,CVCI,1999
EDISON SCHOOLS INC,EDSN,1999
"DOUGHERTY'S PHARMACY, INC.",ASDS,1999
SAGE INC/CA,SAGI,1999
SONICWALL INC,SNWL,1999
PELICAN FINANCIAL INC,PFI,1999
UNITED PARCEL SERVICE INC,UPS,1999
NEXT LEVEL COMMUNICATIONS INC,NXTV,1999
IBASIS INC,IBAS,1999
EXPEDIA INC,EXPE,1999
DATA CRITICAL CORP,DCCA,1999
"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,1999
NETZEE INC,NETZ,1999
COLLECTORS UNIVERSE INC,CLCT,1999
COBALT NETWORKS INC,COBT,1999
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",WFII,1999
WEBVAN GROUP INC,WBVN,1999
TICKETS COM INC,TIXX,1999
COASTAL BANKING CO INC,CBCO,1999
PAC-WEST TELECOMM INC,PACW,1999
BE FREE INC,BFRE,1999
MUTUALFIRST FINANCIAL INC,MFSF,1999
ADSTAR INC,ADSTU,1999
"141 CAPITAL, INC.",SMIL,1999
ONDISPLAY INC,ONDS,1999
C BRIDGE INTERNET SOLUTIONS INC,CBIS,1999
EGREETINGS NETWORK INC,EGRT,1999
TRUETIME INC,TRUE,1999
XPEDIOR INC,XPDR,1999
INFONET SERVICES CORP,IN,1999
MAXYGEN INC,MAXY,1999
OPTIO SOFTWARE INC,OPTO,1999
ECOLLEGE COM,ECLG,1999
"GOREMOTE INTERNET COMMUNICATIONS, INC.",GRIC,1999
CALIPER LIFE SCIENCES INC,CALP,1999
"TRINSIC, INC.",ZTEL,1999
TRITEL INC,TTEL,1999
"CATALYST HEALTH SOLUTIONS, INC.",HLEX,1999
EL SITIO INC,LCTO,1999
MOTHERNATURE COM INC,MTHR,1999
TULARIK INC,TLRK,1999
MEDICALOGIC/MEDSCAPE INC,MDLI,1999
EBENX INC,EBNX,1999
"BGC PARTNERS, INC.",ESPD,1999
FREEMARKETS INC,FMKT,1999
PLASTIC SURGERY CO,PSU,1999
FOGDOG INC,FOGD,1999
"GEEKNET, INC",LNUX,1999
INTEREP NATIONAL RADIO SALES INC,IREP,1999
PREVIEW SYSTEMS INC,PRVW,1999
"NETRATINGS, LLC",NTRT,1999
CLASSIC COMMUNICATIONS INC,CLSC,1999
AGENCY COM LTD,ACOM,1999
ANDOVER NET INC,ANDN,1999
AIRNET COMMUNICATIONS CORP,ANCC,1999
HEALTHCENTRAL COM,HCEN,1999
WORKSTREAM INC,ECRU,1999
HARRIS INTERACTIVE INC,HPOL,1999
XO GROUP INC.,KNOT,1999
MCAFEE COM CORP,MCAF,1999
PFSWEB INC,PFSW,1999
DIGIMARC CORP,DMRC,1999
