Name,Filing Date,Word Length_sentiment,negative,positive,uncertainty,litigious,strongmodal,weakmodal,constraining
MONOCLE ACQUISITION CORP,2/7/19,972,0.016460905,0.00308642,0.008230453,0.017489712,0.013374486,0.017489712,0.014403292
WEALTHBRIDGE ACQUISITION LTD,2/7/19,1361,0.011756062,0.002939015,0.007347539,0.011756062,0.02277737,0.011756062,0.006612785
"INMUNE BIO, INC.",12/21/18,501,0.005988024,0.00998004,0.033932136,0.003992016,0.01996008,0.011976048,0.015968064
"GORES METROPOULOS, INC.",2/1/19,1333,0.016504126,0.002250563,0.011252813,0.015753938,0.016504126,0.015753938,0.013503376
"LYFT, INC.",3/29/19,179,0,0.011173184,0.022346369,0.005586592,0.016759777,0.011173184,0.011173184
"PUYI, INC.",3/19/19,411,0.00729927,0.00973236,0.01703163,0.00973236,0.00729927,0.01216545,0.00973236
PRECISION BIOSCIENCES INC,3/28/19,385,0.012987013,0.012987013,0.033766234,0,0.018181818,0.020779221,0.007792208
8I ENTERPRISES ACQUISITION CORP.,3/29/19,1218,0.009852217,0.002463054,0.005747126,0.012315271,0.022988506,0.012315271,0.007389163
GENFIT S.A.,3/27/19,356,0.005617978,0.005617978,0.033707865,0.005617978,0.011235955,0.02247191,0.011235955
LEVI STRAUSS & CO,3/21/19,129,0,0,0.015503876,0,0.023255814,0.007751938,0
INSURANCE ACQUISITION CORP.,3/21/19,1519,0.017774852,0.004608295,0.012508229,0.017116524,0.01514154,0.015799868,0.014483213
UP FINTECH HOLDING LTD,3/20/19,232,0.004310345,0.025862069,0.034482759,0.017241379,0.017241379,0.012931034,0.021551724
TRINE ACQUISITION CORP.,3/18/19,1461,0.01779603,0.002737851,0.009582478,0.014373717,0.015058179,0.021218344,0.014373717
CRESCENT ACQUISITION CORP,3/11/19,1684,0.014251781,0.002969121,0.010095012,0.012470309,0.017220903,0.014845606,0.013064133
FUTU HOLDINGS LTD,3/8/19,202,0.004950495,0.01980198,0.01980198,0.024752475,0.01980198,0.004950495,0.01980198
"SHOCKWAVE MEDICAL, INC.",3/8/19,300,0.04,0.003333333,0.023333333,0,0.023333333,0,0.006666667
TUSCAN HOLDINGS CORP.,3/6/19,1249,0.008807046,0.003202562,0.008807046,0.013610889,0.024019215,0.012009608,0.009607686
HENNESSY CAPITAL ACQUISITION CORP IV,3/4/19,1945,0.015938303,0.003084833,0.007197943,0.011825193,0.015424165,0.019537275,0.016452442
WAH FU EDUCATION GROUP LTD,4/12/19,520,0.003846154,0.011538462,0.011538462,0.015384615,0.026923077,0.003846154,0.021153846
WAH FU EDUCATION GROUP LTD,2/19/19,520,0.003846154,0.011538462,0.011538462,0.015384615,0.026923077,0.003846154,0.021153846
WAH FU EDUCATION GROUP LTD,8/2/18,520,0.003846154,0.011538462,0.011538462,0.015384615,0.026923077,0.003846154,0.021153846
ACT II GLOBAL ACQUISITION CORP.,4/29/19,1550,0.015483871,0.001935484,0.010967742,0.012258065,0.016129032,0.018064516,0.012903226
"GREENLANE HOLDINGS, INC.",4/22/19,304,0.003289474,0.003289474,0.013157895,0,0.023026316,0.016447368,0.009868421
HOOKIPA PHARMA INC.,4/19/19,252,0.011904762,0.007936508,0.03968254,0,0.01984127,0.023809524,0.007936508
"BRIGHAM MINERALS, INC.",4/19/19,195,0,0,0.01025641,0.005128205,0.01025641,0,0
"PINTEREST, INC.",4/18/19,191,0,0.015706806,0.041884817,0.015706806,0.020942408,0.015706806,0.031413613
"ZOOM VIDEO COMMUNICATIONS, INC.",4/18/19,148,0,0,0.013513514,0,0.02027027,0.006756757,0.006756757
"PALOMAR HOLDINGS, INC.",4/17/19,170,0,0.005882353,0.023529412,0,0.023529412,0.005882353,0
"TURNING POINT THERAPEUTICS, INC.",4/18/19,377,0.01061008,0.01061008,0.029177719,0.00530504,0.023872679,0.01061008,0.018567639
BRAINSWAY LTD.,4/17/19,287,0.003484321,0.010452962,0.031358885,0,0.031358885,0.006968641,0.013937282
JUMIA TECHNOLOGIES AG,4/15/19,148,0,0,0.006756757,0,0.033783784,0.006756757,0.006756757
TUFIN SOFTWARE TECHNOLOGIES LTD.,4/11/19,62,0.016129032,0,0.048387097,0,0.032258065,0,0
"PAGERDUTY, INC.",4/11/19,157,0,0.006369427,0.012738854,0,0.01910828,0.006369427,0.006369427
B. RILEY PRINCIPAL MERGER CORP.,4/9/19,1484,0.018867925,0.002695418,0.009433962,0.015498652,0.014824798,0.021563342,0.014824798
"GUARDION HEALTH SCIENCES, INC.",4/8/19,249,0,0.008032129,0.024096386,0,0.02811245,0.004016064,0.008032129
NGM BIOPHARMACEUTICALS INC,4/4/19,424,0.004716981,0.007075472,0.023584906,0.002358491,0.028301887,0.011792453,0.014150943
SILK ROAD MEDICAL INC,4/4/19,217,0.004608295,0.004608295,0.01843318,0.004608295,0.023041475,0.00921659,0.00921659
TRADEWEB MARKETS INC.,4/5/19,156,0.012820513,0,0.019230769,0.006410256,0.038461538,0,0
REPLAY ACQUISITION CORP.,4/5/19,1508,0.013925729,0.00198939,0.01061008,0.013262599,0.015915119,0.017904509,0.012599469
RUHNN HOLDING LTD,4/3/19,195,0.005128205,0.015384615,0.025641026,0.01025641,0.025641026,0.01025641,0.01025641
"POWERBRIDGE TECHNOLOGIES CO., LTD.",4/2/19,525,0.005714286,0.013333333,0.015238095,0.032380952,0.022857143,0.017142857,0.022857143
PROFICIENT ALPHA ACQUISITION CORP,5/31/19,1090,0.011926606,0.000917431,0.009174312,0.012844037,0.023853211,0.012844037,0.011926606
"IDEAYA BIOSCIENCES, INC.",5/24/19,385,0.002597403,0.005194805,0.018181818,0.01038961,0.015584416,0.007792208,0.01038961
RATTLER MIDSTREAM LP,5/24/19,169,0.00591716,0,0.023668639,0.00591716,0.035502959,0,0
BICYCLE THERAPEUTICS PLC,5/23/19,293,0.003412969,0.013651877,0.027303754,0,0.017064846,0.020477816,0.006825939
GX ACQUISITION CORP.,5/21/19,1454,0.018569464,0.002751032,0.009628611,0.014442916,0.017193948,0.019944979,0.014442916
"FASTLY, INC.",5/17/19,355,0,0,0.036619718,0,0.016901408,0.016901408,0
LUCKIN COFFEE INC.,5/17/19,179,0.005586592,0.016759777,0.022346369,0.027932961,0.016759777,0.005586592,0.022346369
"AVANTOR, INC.",5/20/19,322,0.00931677,0,0.02173913,0.00621118,0.02173913,0,0.01863354
"AVANTOR, INC.",5/20/19,322,0.00931677,0,0.02173913,0.00621118,0.02173913,0,0.01863354
"POSTAL REALTY TRUST, INC.",5/16/19,217,0.004608295,0,0.023041475,0.004608295,0,0,0
AGBA ACQUISITION LTD,5/15/19,1302,0.012288786,0.003072197,0.006912442,0.012288786,0.023041475,0.012288786,0.006912442
APPLIED THERAPEUTICS INC.,5/14/19,312,0.006410256,0.012820513,0.025641026,0.006410256,0.019230769,0.019230769,0.016025641
DIAMOND EAGLE ACQUISITION CORP. \ DE,5/14/19,1138,0.014938489,0.002636204,0.012302285,0.018453427,0.017574692,0.014059754,0.014059754
HEALTH SCIENCES ACQUISITIONS CORP,5/10/19,1053,0.009496676,0.00379867,0.008547009,0.011396011,0.022792023,0.014245014,0.008547009
JIAYIN GROUP INC.,5/10/19,239,0.0041841,0.020920502,0.029288703,0.008368201,0.029288703,0.0041841,0.016736402
SONIM TECHNOLOGIES INC,5/13/19,227,0.008810573,0.013215859,0.026431718,0.008810573,0.008810573,0.008810573,0.013215859
"UBER TECHNOLOGIES, INC",5/13/19,208,0,0.004807692,0.028846154,0.009615385,0.033653846,0.009615385,0.014423077
"SOUTH PLAINS FINANCIAL, INC.",5/9/19,71,0,0,0.028169014,0,0.056338028,0,0.014084507
HEADHUNTER GROUP PLC,5/9/19,203,0.004926108,0,0.019704433,0.004926108,0.019704433,0,0.009852217
"MAYVILLE ENGINEERING COMPANY, INC.",5/10/19,97,0,0,0.010309278,0,0.010309278,0.020618557,0
MILESTONE PHARMACEUTICALS INC.,5/9/19,350,0.005714286,0.011428571,0.028571429,0.008571429,0.022857143,0.017142857,0.014285714
"NEXTCURE, INC.",5/9/19,260,0.015384615,0.007692308,0.034615385,0.003846154,0.019230769,0.015384615,0.007692308
"CORTEXYME, INC.",5/9/19,272,0.007352941,0.022058824,0.022058824,0.007352941,0.029411765,0.018382353,0.007352941
AXCELLA HEALTH INC.,5/9/19,333,0.006006006,0.018018018,0.027027027,0.003003003,0.018018018,0.015015015,0.015015015
PARSONS CORP,5/9/19,405,0.002469136,0.002469136,0.007407407,0,0.017283951,0.002469136,0.002469136
"LANDCADIA HOLDINGS II, INC.",5/8/19,1515,0.018481848,0.00330033,0.009240924,0.014521452,0.015841584,0.021122112,0.014521452
"TREVI THERAPEUTICS, INC.",5/8/19,482,0.002074689,0.010373444,0.033195021,0.006224066,0.018672199,0.008298755,0.008298755
YUNJI INC.,5/3/19,184,0.005434783,0.043478261,0.032608696,0.010869565,0.016304348,0.010869565,0.010869565
RED RIVER BANCSHARES INC,5/3/19,137,0,0.02919708,0.02919708,0,0.03649635,0.01459854,0
SCIPLAY CORP,5/6/19,414,0,0,0.007246377,0.004830918,0.019323671,0.009661836,0.004830918
ATIF HOLDINGS LTD,4/16/19,347,0.002881844,0.017291066,0.011527378,0.020172911,0.025936599,0.008645533,0.005763689
ATIF HOLDINGS LTD,3/15/19,347,0.002881844,0.017291066,0.011527378,0.020172911,0.025936599,0.008645533,0.005763689
ATIF HOLDINGS LTD,2/12/19,347,0.002881844,0.017291066,0.011527378,0.020172911,0.025936599,0.008645533,0.005763689
"BEYOND MEAT, INC.",5/3/19,165,0.006060606,0,0.018181818,0,0.03030303,0.012121212,0.006060606
SO-YOUNG INTERNATIONAL INC.,5/2/19,179,0.005586592,0.033519553,0.039106145,0.011173184,0.016759777,0.005586592,0.011173184
"TRANSMEDICS GROUP, INC.",5/2/19,254,0.003937008,0.007874016,0.039370079,0.003937008,0.019685039,0.015748031,0.015748031
"KARUNA THERAPEUTICS, INC.",6/28/19,338,0.00887574,0.00887574,0.032544379,0.00295858,0.014792899,0.020710059,0.01183432
"THEREALREAL, INC.",6/28/19,188,0,0.010638298,0.010638298,0,0.021276596,0.005319149,0
"MORPHIC HOLDING, INC.",6/27/19,279,0.003584229,0.010752688,0.028673835,0.010752688,0.028673835,0.017921147,0.017921147
ADAPTIVE BIOTECHNOLOGIES CORP,6/27/19,265,0.00754717,0.011320755,0.026415094,0.003773585,0.022641509,0.00754717,0.011320755
"BRIDGEBIO PHARMA, INC.",6/28/19,365,0.002739726,0.010958904,0.024657534,0.002739726,0.010958904,0.01369863,0.008219178
CHURCHILL CAPITAL CORP II,6/28/19,1578,0.013307985,0.001901141,0.010773131,0.013307985,0.015842839,0.01774398,0.014575412
CHANGE HEALTHCARE INC.,6/28/19,395,0,0.002531646,0.015189873,0.002531646,0.020253165,0.005063291,0.002531646
CHANGE HEALTHCARE INC.,6/28/19,395,0,0.002531646,0.015189873,0.002531646,0.020253165,0.005063291,0.002531646
CAMBIUM NETWORKS CORP,6/26/19,233,0,0.004291845,0.025751073,0,0.038626609,0.008583691,0.017167382
LINX S.A.,6/27/19,199,0,0.025125628,0.020100503,0,0.030150754,0.005025126,0.015075377
GROCERY OUTLET HOLDING CORP.,6/20/19,110,0,0,0.027272727,0.018181818,0.018181818,0.009090909,0
"ATRECA, INC.",6/20/19,195,0.005128205,0,0.030769231,0.005128205,0.020512821,0.005128205,0.015384615
"AKERO THERAPEUTICS, INC.",6/20/19,252,0.003968254,0.007936508,0.031746032,0.003968254,0.01984127,0.011904762,0.01984127
PREVAIL THERAPEUTICS INC.,6/20/19,313,0.009584665,0.006389776,0.031948882,0.003194888,0.025559105,0.015974441,0.012779553
"PERSONALIS, INC.",6/20/19,131,0,0,0.015267176,0,0.015267176,0.007633588,0.007633588
SOUTH MOUNTAIN MERGER CORP.,6/21/19,1587,0.013232514,0.001890359,0.010712035,0.013232514,0.016383113,0.017013233,0.013862634
"SLACK TECHNOLOGIES, INC.",6/20/19,33,0,0,0,0,0.03030303,0.060606061,0
"STOKE THERAPEUTICS, INC.",6/19/19,287,0.003484321,0.010452962,0.027874564,0.010452962,0.031358885,0.017421603,0.020905923
"CHEWY, INC.",6/17/19,79,0,0,0.012658228,0,0.063291139,0,0
FIVERR INTERNATIONAL LTD.,6/14/19,75,0,0,0.026666667,0,0.026666667,0,0.013333333
"MOHAWK GROUP HOLDINGS, INC.",6/13/19,157,0,0.006369427,0.012738854,0,0.01910828,0.006369427,0.01910828
"CROWDSTRIKE HOLDINGS, INC.",6/13/19,157,0,0.006369427,0.025477707,0,0.012738854,0.006369427,0.012738854
HAYMAKER ACQUISITION CORP. II,6/10/19,1567,0.015954052,0.001914486,0.008296107,0.014677728,0.017868539,0.01531589,0.012763242
"REVOLVE GROUP, INC.",6/7/19,174,0,0.005747126,0.011494253,0,0.028735632,0.005747126,0.005747126
"GIGCAPITAL2, INC.",6/7/19,1026,0.013645224,0.002923977,0.00877193,0.015594542,0.014619883,0.016569201,0.013645224
GSX TECHEDU INC.,6/6/19,178,0.005617978,0.033707865,0.04494382,0.011235955,0.016853933,0.005617978,0.011235955
CAMTEK LTD,8/14/00,292,0,0.006849315,0.010273973,0,0.020547945,0.003424658,0.003424658
CAMTEK LTD,7/28/00,292,0,0.006849315,0.010273973,0,0.020547945,0.003424658,0.003424658
BROADWING CORP,7/28/00,156,0.006410256,0,0.012820513,0,0.019230769,0.012820513,0.012820513
ARENA PHARMACEUTICALS INC,7/28/00,141,0,0,0.021276596,0,0.014184397,0.014184397,0.007092199
SOAPSTONE NETWORKS INC.,7/28/00,115,0.008695652,0.008695652,0.034782609,0,0.026086957,0.008695652,0.008695652
GENENCOR INTERNATIONAL INC,7/28/00,89,0,0,0.033707865,0,0.02247191,0.04494382,0
KERYX BIOPHARMACEUTICALS INC,7/28/00,107,0,0.028037383,0.037383178,0.009345794,0.018691589,0,0.009345794
LEXENT INC,7/28/00,121,0.008264463,0,0.041322314,0,0.008264463,0.008264463,0.008264463
ILLUMINA INC,7/28/00,120,0,0,0.016666667,0,0.025,0.016666667,0.016666667
VALICERT INC,7/28/00,78,0,0,0.025641026,0,0.025641026,0.012820513,0.012820513
WEBEX COMMUNICATIONS INC,7/28/00,254,0,0.003937008,0.039370079,0.003937008,0.027559055,0.007874016,0.011811024
TYCOM LTD,7/27/00,113,0.017699115,0.017699115,0.026548673,0.008849558,0.061946903,0.008849558,0.008849558
MAINSPRING INC,7/27/00,102,0,0,0.029411765,0,0.019607843,0.009803922,0.009803922
RITA MEDICAL SYSTEMS INC,7/27/00,127,0,0.007874016,0.047244094,0,0.023622047,0.007874016,0
"INFINITY PHARMACEUTICALS, INC.",7/28/00,153,0,0.026143791,0.026143791,0,0.026143791,0.026143791,0.006535948
"CYTOCORE, INC.",7/27/00,100,0,0.04,0.01,0.01,0.03,0,0
GEMINI GENOMICS PLC,7/28/00,173,0,0.005780347,0.01734104,0,0.046242775,0.005780347,0.01734104
RAINDANCE COMMUNICATIONS INC,7/25/00,203,0.009852217,0.014778325,0.034482759,0,0.034482759,0.014778325,0.009852217
BLUE MARTINI SOFTWARE INC,7/25/00,174,0.005747126,0.005747126,0.040229885,0,0.034482759,0.005747126,0.005747126
INTERLAND INC,7/26/00,127,0.007874016,0.007874016,0.039370079,0,0.023622047,0.023622047,0.015748031
INTERLAND INC,7/25/00,127,0.007874016,0.007874016,0.039370079,0,0.023622047,0.023622047,0.015748031
TALARIAN CORP,7/21/00,143,0,0.006993007,0.027972028,0,0.020979021,0.013986014,0.013986014
CORIO INC,7/21/00,288,0.006944444,0.003472222,0.024305556,0,0.013888889,0.017361111,0.010416667
VARIAGENICS INC,7/21/00,135,0,0,0.007407407,0,0.02962963,0.007407407,0.014814815
SMTC CORP,8/15/01,294,0.006802721,0,0.017006803,0,0.013605442,0.003401361,0
SMTC CORP,5/16/01,294,0.006802721,0,0.017006803,0,0.013605442,0.003401361,0
SMTC CORP,11/15/00,294,0.006802721,0,0.017006803,0,0.013605442,0.003401361,0
SMTC CORP,9/5/00,294,0.006802721,0,0.017006803,0,0.013605442,0.003401361,0
SMTC CORP,8/3/00,294,0.006802721,0,0.017006803,0,0.013605442,0.003401361,0
SMTC CORP,7/24/00,294,0.006802721,0,0.017006803,0,0.013605442,0.003401361,0
AIRSPAN NETWORKS INC,7/20/00,164,0.006097561,0.006097561,0.030487805,0,0.024390244,0.012195122,0.012195122
VASCULAR SOLUTIONS LLC,7/20/00,118,0.008474576,0.008474576,0.050847458,0.008474576,0.025423729,0,0.008474576
ARGONAUT TECHNOLOGIES INC,7/19/00,129,0,0.031007752,0.023255814,0,0.031007752,0.023255814,0.007751938
"SUPPORT.COM, INC.",7/19/00,184,0.005434783,0.005434783,0.032608696,0,0.043478261,0.02173913,0.016304348
DGI RESOLUTION INC,7/18/00,104,0,0,0.038461538,0,0.019230769,0.009615385,0
OMNIVISION TECHNOLOGIES INC,7/14/00,80,0,0,0.0375,0,0.0125,0.0125,0.0125
OMNIVISION TECHNOLOGIES INC,7/14/00,80,0,0,0.0375,0,0.0125,0.0125,0.0125
CASSAVA SCIENCES INC,7/14/00,162,0,0.012345679,0.024691358,0.00617284,0.018518519,0.012345679,0.012345679
SRTI BLOCKCHAIN GENERATION INC,7/14/00,166,0,0.006024096,0.018072289,0,0.018072289,0.012048193,0
I MANY INC,7/13/00,92,0,0,0.010869565,0,0.032608696,0.010869565,0.010869565
TRITON NETWORK SYSTEMS INC,7/13/00,96,0,0,0.03125,0,0.020833333,0.010416667,0.010416667
NETWORK ENGINES INC,7/13/00,129,0,0,0.023255814,0,0.031007752,0.007751938,0.007751938
DIVINE INC,7/12/00,405,0,0.017283951,0.041975309,0,0.024691358,0.009876543,0.014814815
SOHU COM INC,7/13/00,116,0.017241379,0,0.043103448,0,0.017241379,0.025862069,0
AXCELIS TECHNOLOGIES INC,7/11/00,96,0,0,0.020833333,0,0.010416667,0,0.010416667
ENTEGRIS INC,7/11/00,184,0,0.016304348,0.032608696,0,0.02173913,0.005434783,0.010869565
FLEETBOSTON FINANCIAL CORP,9/5/00,88,0,0,0,0,0.045454545,0.011363636,0.022727273
FLEETBOSTON FINANCIAL CORP,6/23/00,88,0,0,0,0,0.045454545,0.011363636,0.022727273
FLEETBOSTON FINANCIAL CORP,6/21/00,88,0,0,0,0,0.045454545,0.011363636,0.022727273
SERANOVA INC,6/29/00,32,0,0,0,0,0.09375,0.03125,0.03125
"KNOVA SOFTWARE, INC.",8/28/00,270,0.007407407,0.011111111,0.011111111,0,0.022222222,0.007407407,0.018518519
ISTA PHARMACEUTICALS INC,8/22/00,139,0.007194245,0.014388489,0.021582734,0.007194245,0.035971223,0.007194245,0
PINNACLE FINANCIAL PARTNERS INC,8/18/00,101,0,0,0,0,0.01980198,0,0
PECO II INC,8/18/00,188,0,0.010638298,0.021276596,0,0.021276596,0.005319149,0.005319149
PECO II INC,8/18/00,188,0,0.010638298,0.021276596,0,0.021276596,0.005319149,0.005319149
VIASOURCE COMMUNICATIONS INC,8/21/00,96,0,0,0.0625,0.010416667,0.041666667,0,0
WJ COMMUNICATIONS INC,8/18/00,126,0,0.007936508,0.031746032,0,0.03968254,0,0
INTEGRATED TELECOM EXPRESS INC/ CA,8/18/00,150,0,0.006666667,0.033333333,0,0.02,0.02,0.013333333
AVISTAR COMMUNICATIONS CORP,8/17/00,196,0,0.015306122,0.035714286,0,0.020408163,0,0.005102041
O2WIRELESS SOLUTIONS INC,8/16/00,166,0.012048193,0,0.054216867,0,0.024096386,0.006024096,0.006024096
PEOPLEPC INC,8/16/00,190,0.015789474,0,0.042105263,0,0.021052632,0,0.005263158
LEXAR MEDIA INC,8/21/00,125,0,0,0.032,0,0.016,0.024,0.008
LEXAR MEDIA INC,8/15/00,125,0,0,0.032,0,0.016,0.024,0.008
DYAX CORP,8/15/00,113,0,0,0.008849558,0,0.008849558,0.044247788,0.017699115
VIEWLOCITY INC,8/15/00,123,0.008130081,0.016260163,0.032520325,0,0.024390244,0.016260163,0.008130081
EQUINIX INC,8/11/00,75,0,0,0.026666667,0,0.026666667,0.013333333,0.013333333
AMERICAN MEDICAL SYSTEMS HOLDINGS INC,8/14/00,187,0,0,0.026737968,0,0.010695187,0,0.010695187
ESPERION THERAPEUTICS INC/MI,8/10/00,147,0,0.006802721,0.040816327,0.006802721,0.013605442,0.013605442,0.006802721
EVOLVE SOFTWARE INC,8/10/00,205,0,0.009756098,0.024390244,0,0.024390244,0.009756098,0.009756098
LARGE SCALE BIOLOGY CORP,8/10/00,136,0,0.007352941,0.029411765,0,0.036764706,0.014705882,0.022058824
BELMOND LTD.,8/14/00,117,0,0,0.034188034,0.008547009,0.034188034,0.008547009,0
BELMOND LTD.,8/10/00,117,0,0,0.034188034,0.008547009,0.034188034,0.008547009,0
"RTI SURGICAL, INC.",8/10/00,153,0,0.006535948,0.013071895,0,0.019607843,0.013071895,0.006535948
VINA TECHNOLOGIES INC,8/10/00,109,0,0.009174312,0.027522936,0,0.036697248,0.009174312,0
TVIA INC,8/9/00,143,0,0,0.034965035,0,0.013986014,0.006993007,0
RADVIEW SOFTWARE LTD,8/9/00,151,0,0,0.006622517,0,0.013245033,0.006622517,0.013245033
REPEATER TECHNOLOGIES INC,8/9/00,137,0,0,0.02189781,0,0.01459854,0.00729927,0.00729927
PHARSIGHT CORP,8/9/00,134,0.014925373,0,0.044776119,0.007462687,0.007462687,0.007462687,0.02238806
MCDATA CORP,8/9/00,259,0.003861004,0.011583012,0.011583012,0,0.007722008,0.023166023,0.007722008
MILLENNIUM CELL INC,8/11/00,197,0.015228426,0.005076142,0.020304569,0,0.035532995,0,0
H POWER CORP,8/10/00,178,0,0,0.04494382,0,0.028089888,0.011235955,0.011235955
ATHEROGENICS INC,8/9/00,114,0,0.00877193,0.035087719,0,0.026315789,0.00877193,0
"STATS CHIPPAC, INC.",8/9/00,215,0.023255814,0,0.013953488,0,0.013953488,0,0
P10 HOLDINGS INC,8/8/00,227,0,0.008810573,0.030837004,0.004405286,0.030837004,0.013215859,0
ADVANCED POWER TECHNOLOGY INC,8/8/00,306,0,0,0.019607843,0,0.029411765,0.006535948,0.006535948
MEDICINES CO /DE,8/8/00,143,0.006993007,0,0.013986014,0,0.013986014,0.006993007,0.013986014
MIND CTI LTD,8/8/00,143,0,0,0.034965035,0.006993007,0.027972028,0,0.006993007
PEMSTAR INC,8/8/00,305,0,0.006557377,0.026229508,0.003278689,0.009836066,0.013114754,0
TELECOMMUNICATION SYSTEMS INC /FA/,8/8/00,155,0.006451613,0.019354839,0.038709677,0,0.012903226,0.012903226,0
LANTRONIX INC,8/4/00,77,0,0,0.025974026,0,0.012987013,0,0
MICROTUNE INC,8/4/00,124,0,0.016129032,0.056451613,0,0.016129032,0.008064516,0.008064516
INNOVATIVE SOLUTIONS & SUPPORT INC,8/4/00,100,0,0,0.06,0,0.02,0.01,0
BRUKER CORP,8/4/00,112,0,0,0.035714286,0,0.026785714,0.008928571,0.008928571
EXE TECHNOLOGIES INC,8/4/00,238,0.008403361,0.004201681,0.025210084,0,0.012605042,0.021008403,0.012605042
3 DIMENSIONAL PHARMACEUTICALS INC,8/4/00,168,0.005952381,0.035714286,0.029761905,0.005952381,0.011904762,0.011904762,0.005952381
IASIAWORKS INC,8/3/00,133,0,0.007518797,0.037593985,0,0.045112782,0.022556391,0.007518797
ROSETTA INPHARMATICS INC,8/4/00,178,0,0.005617978,0.005617978,0.005617978,0.016853933,0.011235955,0.011235955
VICURON PHARMACEUTICALS INC,8/3/00,153,0,0.019607843,0.052287582,0,0.032679739,0.026143791,0.006535948
RESONATE INC,8/3/00,163,0,0,0.061349693,0,0.030674847,0.018404908,0.012269939
PINNACOR INC,8/3/00,122,0,0.016393443,0.032786885,0,0.024590164,0.008196721,0.016393443
SIGNALSOFT CORP,8/3/00,158,0,0,0.025316456,0,0.03164557,0,0.012658228
INSPIRE PHARMACEUTICALS INC,8/3/00,161,0,0.01863354,0.068322981,0,0.043478261,0.01242236,0.00621118
DELTAGEN INC,8/3/00,108,0,0.009259259,0.018518519,0,0.027777778,0.009259259,0
EROOMSYSTEM TECHNOLOGIES INC,8/3/00,411,0.01216545,0.00486618,0.01216545,0.00243309,0.00486618,0.00243309,0.00243309
OPNET TECHNOLOGIES INC,8/3/00,137,0,0.01459854,0.04379562,0,0.00729927,0.01459854,0.01459854
GENAISSANCE PHARMACEUTICALS INC,8/2/00,161,0,0.01242236,0.031055901,0,0.00621118,0.01242236,0.01242236
ENTRAVISION COMMUNICATIONS CORP,8/2/00,307,0.029315961,0,0.009771987,0,0.016286645,0,0.006514658
"CALIFORNIA PIZZA KITCHEN, INC.",8/2/00,235,0.004255319,0,0.021276596,0,0.034042553,0,0
CONVERGENT GROUP CORP,8/1/00,398,0,0.002512563,0.01758794,0,0.020100503,0.002512563,0.005025126
SPEECHWORKS INTERNATIONAL INC,8/1/00,145,0,0,0.013793103,0,0.04137931,0.006896552,0.020689655
CLOUDWARD INC,8/1/00,80,0,0.0125,0.0375,0,0.025,0,0.0125
VIRAGE LOGIC CORP,8/3/00,151,0,0.013245033,0.039735099,0,0.039735099,0.006622517,0.013245033
VIRAGE LOGIC CORP,8/2/00,151,0,0.013245033,0.039735099,0,0.039735099,0.006622517,0.013245033
PROXIM CORP,8/1/00,309,0.003236246,0,0.022653722,0,0.012944984,0.009708738,0.009708738
"ROAD, INC",9/29/00,128,0,0,0.0234375,0,0.0234375,0.0078125,0.0078125
"VERMILLION, INC.",9/29/00,109,0,0.009174312,0.036697248,0,0.027522936,0,0
INTEGER HOLDINGS CORP,9/29/00,146,0,0,0.020547945,0.006849315,0.01369863,0,0
GENOMICA CORP /DE/,9/29/00,125,0,0.048,0.008,0,0.024,0.008,0.016
ELASTIC NETWORKS INC,10/2/00,166,0.012048193,0.006024096,0.042168675,0.012048193,0.036144578,0.012048193,0.006024096
INTERSHOP COMMUNICATIONS AG,9/29/00,154,0,0,0.038961039,0,0.045454545,0,0.019480519
PROTON ENERGY SYSTEMS INC,9/29/00,112,0,0.008928571,0.026785714,0,0.026785714,0.008928571,0
"STEC, INC.",9/29/00,231,0,0.008658009,0.021645022,0,0.021645022,0.012987013,0.004329004
VASTERA INC,9/28/00,170,0,0.005882353,0.029411765,0,0.023529412,0.005882353,0.011764706
FIRST FEDERAL BANCSHARES INC /DE,9/11/00,57,0,0,0.01754386,0,0.01754386,0,0.01754386
FIRST FEDERAL BANCSHARES INC /DE,7/24/00,57,0,0,0.01754386,0,0.01754386,0,0.01754386
DURECT CORP,9/28/00,145,0,0.013793103,0.04137931,0,0.020689655,0.006896552,0.006896552
EDEN BIOSCIENCE CORP,9/27/00,73,0,0.01369863,0.04109589,0,0.01369863,0,0
AVANTGO INC,10/2/00,124,0,0,0.072580645,0,0.024193548,0.032258065,0.016129032
AVANTGO INC,9/27/00,124,0,0,0.072580645,0,0.024193548,0.032258065,0.016129032
HYDRIL CO,9/27/00,224,0.008928571,0.004464286,0.026785714,0.008928571,0.022321429,0,0.008928571
MIRANT CORP,9/27/00,141,0.007092199,0,0.035460993,0,0.028368794,0,0
COSINE COMMUNICATIONS INC,9/26/00,108,0,0.009259259,0,0,0,0.009259259,0
CURON MEDICAL INC,9/22/00,147,0,0,0.027210884,0,0.034013605,0.027210884,0.006802721
INRANGE TECHNOLOGIES CORP,9/22/00,154,0.019480519,0,0.019480519,0.006493506,0.012987013,0.006493506,0
OMNISKY CORP,9/21/00,124,0,0,0.032258065,0,0.008064516,0.024193548,0.016129032
TTM TECHNOLOGIES INC,9/21/00,487,0.006160164,0.004106776,0.028747433,0.004106776,0.012320329,0,0.014373717
ZENGINE INC,9/21/00,134,0,0.029850746,0.014925373,0,0.02238806,0.007462687,0.007462687
